ENSG_ID	AltIso_heart	AltIso_brain
3357	ENSG00000108452	0	0
3358	ENSG00000108465	7.83	13.26
3359	ENSG00000108468	14.26	50.86
3360	ENSG00000108469	0.65	2.02
3361	ENSG00000108474	0.63	0.65
3362	ENSG00000108479	4.62	4.77
3363	ENSG00000108504	2.16	0.99
3364	ENSG00000108506	0.82	1.41
3365	ENSG00000108509	8.85	53.65
3366	ENSG00000108510	2.08	3.61
3367	ENSG00000108511	0.52	0
3368	ENSG00000108515	271.9	0.67
3369	ENSG00000108516	0	0.08
3370	ENSG00000108518	421.14	280
3371	ENSG00000108528	87.97	42.73
3372	ENSG00000108551	12.94	26.54
3373	ENSG00000108556	2.61	11.74
3374	ENSG00000108559	8.45	6.49
3375	ENSG00000108561	44.7	49.32
3376	ENSG00000108576	0.16	0
3377	ENSG00000108578	3.12	7.89
3378	ENSG00000108582	2.91	7.68
3379	ENSG00000108587	3.6	5.99
3380	ENSG00000108588	34.77	37.86
3381	ENSG00000108590	7.42	11.68
3382	ENSG00000108591	6.13	9.48
3383	ENSG00000108592	11.31	9.95
3384	ENSG00000108599	1.78	4.68
3385	ENSG00000108602	0	0.4
3386	ENSG00000108604	6.69	4.91
3387	ENSG00000108622	12.26	5.75
3388	ENSG00000108639	40.21	25.73
3389	ENSG00000108641	5.08	18.53
3390	ENSG00000108651	4.31	3.95
3391	ENSG00000108654	84.81	66.14
3392	ENSG00000108666	4.18	4.24
3393	ENSG00000108669	8.91	28.6
3394	ENSG00000108671	26.77	25.56
3395	ENSG00000108679	137.52	47.34
3396	ENSG00000108684	0	12.51
3397	ENSG00000108691	9.77	26.52
3398	ENSG00000108700	0	0
3399	ENSG00000108702	0	0
3400	ENSG00000108733	2.12	4.47
3401	ENSG00000108753	0	0
3402	ENSG00000108759	0	0
3403	ENSG00000108771	0.89	2.25
3404	ENSG00000108773	3.23	8.18
3405	ENSG00000108774	29.97	57.49
3406	ENSG00000108784	3.03	2.98
3407	ENSG00000108785	1.31	0.27
3408	ENSG00000108786	1.15	2.19
3409	ENSG00000108788	28.89	8.13
3410	ENSG00000108797	1.27	45.34
3411	ENSG00000108798	3.23	3.33
3412	ENSG00000108799	6.59	13.63
3413	ENSG00000108813	0	0.17
3414	ENSG00000108819	7.95	54.14
3415	ENSG00000108821	10.38	0.97
3416	ENSG00000108823	64.63	0.29
3417	ENSG00000108825	12.39	14.62
3418	ENSG00000108826	34.86	28.39
3419	ENSG00000108828	25.52	22.91
3420	ENSG00000108829	22.93	30.96
3421	ENSG00000108830	0	8.69
3422	ENSG00000108839	0	0
3423	ENSG00000108840	10.87	17.88
3424	ENSG00000108846	0.1	0
3425	ENSG00000108848	2.38	2.45
3426	ENSG00000108849	0	0
3427	ENSG00000108852	3.42	28.69
3428	ENSG00000108854	1.62	2.69
3429	ENSG00000108861	49.61	26.63
3430	ENSG00000108878	0	0.23
3431	ENSG00000108883	11.76	14.23
3432	ENSG00000108924	2.53	23.32
3433	ENSG00000108932	0	0.77
3434	ENSG00000108946	160.91	132.66
3435	ENSG00000108947	0.38	9.89
3436	ENSG00000108950	2.09	0.56
3437	ENSG00000108953	177.54	616.32
3438	ENSG00000108960	2.16	12.84
3439	ENSG00000108963	4.51	7.35
3440	ENSG00000108984	0.99	1.89
3441	ENSG00000109016	9.53	8.87
3442	ENSG00000109046	6.07	5.04
3443	ENSG00000109047	0	0.16
3444	ENSG00000109061	0	0.06
3445	ENSG00000109062	5.54	60.79
3446	ENSG00000109063	0.36	0.12
3447	ENSG00000109065	4.92	5.84
3448	ENSG00000109066	1.44	3.16
3449	ENSG00000109072	15.68	0.14
3450	ENSG00000109079	11.29	16
3451	ENSG00000109083	2.98	2.69
3452	ENSG00000109084	1.47	10.63
3453	ENSG00000109089	8.04	22.03
3454	ENSG00000109099	66.99	104.49
3455	ENSG00000109101	0	0
3456	ENSG00000109103	4.07	4.41
3457	ENSG00000109107	83.85	268
3458	ENSG00000109111	26.72	38.44
3459	ENSG00000109113	7.27	10.78
3460	ENSG00000109118	3.53	3.22
3461	ENSG00000109132	0	0
3462	ENSG00000109133	1.93	7.32
3463	ENSG00000109158	0.86	4.1
3464	ENSG00000109163	0.01	0.09
3465	ENSG00000109171	18.23	6.9
3466	ENSG00000109180	32.59	54.1
3467	ENSG00000109181	0	0
3468	ENSG00000109182	0	0
3469	ENSG00000109184	2.13	5.89
3470	ENSG00000109189	7.28	14.29
3471	ENSG00000109193	0	0
3472	ENSG00000109205	0	0
3473	ENSG00000109208	0	0
3474	ENSG00000109220	3.09	3.28
3475	ENSG00000109238	1.15	0.3
3476	ENSG00000109255	0	0.71
3477	ENSG00000109265	0.05	2.47
3478	ENSG00000109270	2.49	6.16
3479	ENSG00000109272	0	0
3480	ENSG00000109320	5.09	2.31
3481	ENSG00000109323	1.94	2.59
3482	ENSG00000109332	113.23	147.81
3483	ENSG00000109339	0.3	44.8
3484	ENSG00000109381	2.65	2.56
3485	ENSG00000109390	89.41	36.46
3486	ENSG00000109424	0	0
3487	ENSG00000109436	4.05	13.35
3488	ENSG00000109445	59.21	10.15
3489	ENSG00000109452	1.26	0.43
3490	ENSG00000109458	8.44	9.94
3491	ENSG00000109466	3.2	25
3492	ENSG00000109471	0	0
3493	ENSG00000109472	38.78	399.76
3494	ENSG00000109475	361.61	171.59
3495	ENSG00000109501	20.75	13.54
3496	ENSG00000109511	0	0
3497	ENSG00000109519	18.34	16.8
3498	ENSG00000109534	6.98	7.11
3499	ENSG00000109536	11.96	10.75
3500	ENSG00000109572	9.13	27.15
3501	ENSG00000109576	0.17	1.16
3502	ENSG00000109586	0.58	1.9
3503	ENSG00000109606	17.02	16.02
3504	ENSG00000109610	13.77	1.64
3505	ENSG00000109618	0.48	1.63
3506	ENSG00000109625	1.04	2.91
3507	ENSG00000109654	2.1	57.06
3508	ENSG00000109667	0.71	0.13
3509	ENSG00000109670	8.27	41.13
3510	ENSG00000109674	0	0
3511	ENSG00000109680	0.83	1.07
3512	ENSG00000109684	0	0
3513	ENSG00000109686	18.34	2.8
3514	ENSG00000109689	1.67	6.18
3515	ENSG00000109705	0	0
3516	ENSG00000109736	7.21	5.07
3517	ENSG00000109738	0.98	8.71
3518	ENSG00000109743	4.17	0.39
3519	ENSG00000109756	6.62	20.66
3520	ENSG00000109758	0	0.27
3521	ENSG00000109762	2.11	3.79
3522	ENSG00000109771	0.55	1.28
3523	ENSG00000109775	13.97	14.59
3524	ENSG00000109787	3.53	7.52
3525	ENSG00000109790	3.03	10.58
3526	ENSG00000109794	3.14	8.53
3527	ENSG00000109805	0.11	0.32
3528	ENSG00000109814	2.12	2.73
3529	ENSG00000109819	9.41	2.93
3530	ENSG00000109832	0	8.52
3531	ENSG00000109846	3344.09	1464.35
3532	ENSG00000109851	0	0
3533	ENSG00000109854	9.29	13.46
3534	ENSG00000109861	5.84	0.75
3535	ENSG00000109881	0.78	5.61
3536	ENSG00000109906	24.15	12.13
3537	ENSG00000109911	3.28	5.64
3538	ENSG00000109917	4.93	11.02
3539	ENSG00000109919	13.63	16.23
3540	ENSG00000109920	5.66	4.21
3541	ENSG00000109927	0.18	0.27
3542	ENSG00000109929	16.03	41.46
3543	ENSG00000109943	0.04	0
3544	ENSG00000109944	0.55	0.48
3545	ENSG00000109956	0.05	85.13
3546	ENSG00000109971	141.28	293.35
3547	ENSG00000109991	1.55	0
3548	ENSG00000110002	1.13	2.33
3549	ENSG00000110011	11.43	9.43
3550	ENSG00000110013	23.24	17.15
3551	ENSG00000110025	10.88	23.09
3552	ENSG00000110031	0.8	1.92
3553	ENSG00000110042	0.33	8.17
3554	ENSG00000110046	5.71	3.27
3555	ENSG00000110047	13.89	23.41
3556	ENSG00000110048	7.37	17.38
3557	ENSG00000110057	3.34	2.18
3558	ENSG00000110060	1.81	2.72
3559	ENSG00000110063	3.45	3
3560	ENSG00000110066	8.75	9.03
3561	ENSG00000110074	5.39	6.49
3562	ENSG00000110075	8.34	6.34
3563	ENSG00000110076	0.13	87.15
3564	ENSG00000110077	13.33	1.36
3565	ENSG00000110079	8.37	0
3566	ENSG00000110080	12.73	16.63
3567	ENSG00000110090	15.03	7.5
3568	ENSG00000110092	21.71	10.99
3569	ENSG00000110104	6.04	4.84
3570	ENSG00000110107	12.35	66.05
3571	ENSG00000110108	29.61	19.34
3572	ENSG00000110148	0.04	9.32
3573	ENSG00000110169	0.07	0
3574	ENSG00000110171	1.62	5.73
3575	ENSG00000110172	6.51	15.5
3576	ENSG00000110195	0.38	0.39
3577	ENSG00000110200	32.27	23.05
3578	ENSG00000110203	0.2	0
3579	ENSG00000110218	3.51	3.69
3580	ENSG00000110237	11.3	15.68
3581	ENSG00000110243	0	0
3582	ENSG00000110244	0	0
3583	ENSG00000110245	0	0
3584	ENSG00000110274	0.32	1.36
3585	ENSG00000110315	5.04	17.32
3586	ENSG00000110318	0.23	1.5
3587	ENSG00000110321	112.49	86.42
3588	ENSG00000110324	1.85	0.55
3589	ENSG00000110328	6.42	8.7
3590	ENSG00000110330	4.6	4.95
3591	ENSG00000110344	5.06	13.87
3592	ENSG00000110347	0.18	0
3593	ENSG00000110367	12.13	27.16
3594	ENSG00000110375	0	0.68
3595	ENSG00000110395	0.75	3.6
3596	ENSG00000110400	2.38	17.16
3597	ENSG00000110422	22.43	6.93
3598	ENSG00000110427	0.13	10.54
3599	ENSG00000110429	10.26	9.77
3600	ENSG00000110435	23.34	11.03
3601	ENSG00000110436	0	88.09
3602	ENSG00000110442	6.31	11.15
3603	ENSG00000110446	11.24	6.93
3604	ENSG00000110448	0.15	0.22
3605	ENSG00000110455	0.67	0.26
3606	ENSG00000110484	0	0
3607	ENSG00000110497	2.3	3.71
3608	ENSG00000110514	10.2	42.42
3609	ENSG00000110536	12.19	21.56
3610	ENSG00000110583	2.45	2.56
3611	ENSG00000110619	3.29	13.66
3612	ENSG00000110628	2.59	1.11
3613	ENSG00000110651	172.52	185.67
3614	ENSG00000110660	0.69	0
3615	ENSG00000110665	17.17	0
3616	ENSG00000110675	0	0
3617	ENSG00000110680	0	0
3618	ENSG00000110693	0.42	0.94
3619	ENSG00000110696	83.17	72.11
3620	ENSG00000110697	7.22	16.65
3621	ENSG00000110700	285.24	285.98
3622	ENSG00000110711	26.42	42.31
3623	ENSG00000110713	6.49	4.35
3624	ENSG00000110717	177.95	63.21
3625	ENSG00000110719	5.47	1.14
3626	ENSG00000110721	0.87	4.95
3627	ENSG00000110723	0.03	0.11
3628	ENSG00000110756	1.39	2.43
3629	ENSG00000110768	3.95	3.95
3630	ENSG00000110777	0.26	0.45
3631	ENSG00000110786	1.01	50.22
3632	ENSG00000110799	64.72	10.21
3633	ENSG00000110801	12.76	7.72
3634	ENSG00000110841	21.86	7.25
3635	ENSG00000110844	3.39	4.83
3636	ENSG00000110848	0.22	0.28
3637	ENSG00000110851	3.41	5.53
3638	ENSG00000110852	1.45	1.22
3639	ENSG00000110871	35.95	23.99
3640	ENSG00000110880	12.69	20.93
3641	ENSG00000110881	0.43	12.85
3642	ENSG00000110887	0	0.54
3643	ENSG00000110888	3.63	3.17
3644	ENSG00000110900	1.09	1.12
3645	ENSG00000110906	6.78	10.3
3646	ENSG00000110911	2.71	10.83
3647	ENSG00000110917	18.09	13.99
3648	ENSG00000110921	2.04	7.67
3649	ENSG00000110925	3.67	10.73
3650	ENSG00000110934	0.66	2.04
3651	ENSG00000110944	0.09	0
3652	ENSG00000110955	650.4	225.99
3653	ENSG00000110958	17.91	54.12
3654	ENSG00000110975	0.03	0.34
3655	ENSG00000110987	3.96	19.7
3656	ENSG00000111011	14.48	25.01
3657	ENSG00000111012	0.04	0
3658	ENSG00000111046	0.07	0
3659	ENSG00000111049	0	0
3660	ENSG00000111052	1.85	3.65
3661	ENSG00000111057	4.28	1.26
3662	ENSG00000111058	5.15	2.53
3663	ENSG00000111077	22.44	13.33
3664	ENSG00000111087	0.05	0.21
3665	ENSG00000111110	1.67	14.84
3666	ENSG00000111142	13.64	16.26
3667	ENSG00000111144	13.75	4.84
3668	ENSG00000111145	6.18	1.08
3669	ENSG00000111181	0.23	3.63
3670	ENSG00000111186	1	0.74
3671	ENSG00000111196	7.23	5.6
3672	ENSG00000111199	0.24	0.1
3673	ENSG00000111203	3.51	5.18
3674	ENSG00000111206	0.36	0.24
3675	ENSG00000111215	1.37	4.49
3676	ENSG00000111218	0	26.15
3677	ENSG00000111224	0.49	1.13
3678	ENSG00000111229	39.88	63.72
3679	ENSG00000111231	7.75	6.07
3680	ENSG00000111237	58.04	37.48
3681	ENSG00000111241	0	0
3682	ENSG00000111245	16780.36	1.03
3683	ENSG00000111247	0.25	0.1
3684	ENSG00000111249	0.25	9.42
3685	ENSG00000111252	7.16	2.13
3686	ENSG00000111254	0.61	0.42
3687	ENSG00000111261	6.1	11.81
3688	ENSG00000111266	1.92	4.09
3689	ENSG00000111269	5.43	13.92
3690	ENSG00000111271	3.56	1.39
3691	ENSG00000111275	82.58	78.74
3692	ENSG00000111291	0.19	0
3693	ENSG00000111300	1.13	2.02
3694	ENSG00000111305	0	0
3695	ENSG00000111319	0.16	0.04
3696	ENSG00000111321	11.36	3.83
3697	ENSG00000111325	2.35	3.52
3698	ENSG00000111328	17.45	45.18
3699	ENSG00000111331	2.38	1.31
3700	ENSG00000111335	1.9	1.23
3701	ENSG00000111339	0.98	0
3702	ENSG00000111341	120.14	8.08
3703	ENSG00000111344	0	9.78
3704	ENSG00000111348	27.82	13.31
3705	ENSG00000111358	2.51	5.01
3706	ENSG00000111361	9.91	12.03
3707	ENSG00000111364	1.27	2.26
3708	ENSG00000111371	11.49	7.2
3709	ENSG00000111404	1.06	0.18
3710	ENSG00000111405	0	1.01
3711	ENSG00000111412	1.52	9.97
3712	ENSG00000111424	0.28	0
3713	ENSG00000111445	1	2.35
3714	ENSG00000111450	2	1.81
3715	ENSG00000111452	5	0.76
3716	ENSG00000111481	19.39	25.04
3717	ENSG00000111490	0.1	3.11
3718	ENSG00000111530	2.01	11.13
3719	ENSG00000111536	0	0
3720	ENSG00000111537	0	0
3721	ENSG00000111540	38.22	107.21
3722	ENSG00000111554	0	1.03
3723	ENSG00000111581	2.63	2.16
3724	ENSG00000111596	10.19	14.65
3725	ENSG00000111602	1.14	1.27
3726	ENSG00000111605	6.34	9.89
3727	ENSG00000111615	5.03	6.35
3728	ENSG00000111639	193.32	146.2
3729	ENSG00000111640	1328.61	938.45
3730	ENSG00000111641	2.65	3.55
3731	ENSG00000111642	22.85	26.43
3732	ENSG00000111644	0.11	0.49
3733	ENSG00000111647	2.03	6.59
3734	ENSG00000111652	22.57	40.98
3735	ENSG00000111653	9.68	17.84
3736	ENSG00000111664	0.92	0.54
3737	ENSG00000111665	0.22	0.58
3738	ENSG00000111666	33.29	13.42
3739	ENSG00000111667	18.28	56.48
3740	ENSG00000111669	114.77	78.93
3741	ENSG00000111670	15.4	6.36
3742	ENSG00000111671	0.61	0.87
3743	ENSG00000111674	4.12	432.24
3744	ENSG00000111676	38.17	109.6
3745	ENSG00000111678	118.23	119.96
3746	ENSG00000111679	4.61	3.41
3747	ENSG00000111684	12.03	5.75
3748	ENSG00000111696	0.21	5.14
3749	ENSG00000111700	0	0
3750	ENSG00000111701	0	0
3751	ENSG00000111704	0	0
3752	ENSG00000111707	3.67	7.62
3753	ENSG00000111711	2.1	2.96
3754	ENSG00000111713	0.06	0.06
3755	ENSG00000111716	411.3	176.08
3756	ENSG00000111725	3.04	6.74
3757	ENSG00000111726	15.12	26.23
3758	ENSG00000111727	2.56	4.88
3759	ENSG00000111728	1.09	4
3760	ENSG00000111729	0.18	0
3761	ENSG00000111731	2.33	4.42
3762	ENSG00000111732	0	0
3763	ENSG00000111737	13.87	24.17
3764	ENSG00000111752	3.68	4.27
3765	ENSG00000111775	48.92	218.9
3766	ENSG00000111780	2.34	13.69
3767	ENSG00000111783	0	4.9
3768	ENSG00000111785	4.08	2.18
3769	ENSG00000111786	19.69	42.1
3770	ENSG00000111788	0.5	0
3771	ENSG00000111796	0.27	0.07
3772	ENSG00000111799	1.58	0
3773	ENSG00000111801	2.67	2.29
3774	ENSG00000111802	7	10.82
3775	ENSG00000111816	0.55	0.03
3776	ENSG00000111817	3.49	0.78
3777	ENSG00000111832	30.13	13.3
3778	ENSG00000111834	0	0.19
3779	ENSG00000111837	0.08	0.13
3780	ENSG00000111843	33.76	22.09
3781	ENSG00000111845	3.42	4.7
3782	ENSG00000111846	2.69	0.49
3783	ENSG00000111850	13.2	26.56
3784	ENSG00000111859	14.43	3.1
3785	ENSG00000111860	1.26	0.89
3786	ENSG00000111863	0	0.68
3787	ENSG00000111875	2.29	6.51
3788	ENSG00000111880	1.13	1.71
3789	ENSG00000111885	5.02	1.61
3790	ENSG00000111886	0.3	0.08
3791	ENSG00000111897	37.07	142.19
3792	ENSG00000111907	27.58	21.1
3793	ENSG00000111911	5.93	8.51
3794	ENSG00000111912	2.68	35.06
3795	ENSG00000111913	0.15	3.02
3796	ENSG00000111961	12.19	17.75
3797	ENSG00000111962	1.1	2.45
3798	ENSG00000111981	0	0
3799	ENSG00000112029	0.84	1.06
3800	ENSG00000112031	28.13	6.31
3801	ENSG00000112033	7.78	15.4
3802	ENSG00000112038	0	0.27
3803	ENSG00000112039	0.72	0.78
3804	ENSG00000112041	0	0
3805	ENSG00000112053	0	0.2
3806	ENSG00000112062	4.95	7.04
3807	ENSG00000112077	0.25	0
3808	ENSG00000112078	3.55	6.27
3809	ENSG00000112079	8.49	1.97
3810	ENSG00000112081	175.92	70.17
3811	ENSG00000112090	0	0
3812	ENSG00000112096	227.1	60.46
3813	ENSG00000112110	24.99	24.66
3814	ENSG00000112115	0	0
3815	ENSG00000112116	0	0
3816	ENSG00000112118	6.28	5.39
3817	ENSG00000112130	3.88	7.56
3818	ENSG00000112139	0.83	0.8
3819	ENSG00000112144	1.1	3.03
3820	ENSG00000112146	12.34	14.46
3821	ENSG00000112149	0.48	5.65
3822	ENSG00000112159	1.71	2.48
3823	ENSG00000112164	1.33	0
3824	ENSG00000112175	2.05	0.04
3825	ENSG00000112182	0	0
3826	ENSG00000112183	32.72	1.92
3827	ENSG00000112186	15.78	34.58
3828	ENSG00000112195	0.15	0.03
3829	ENSG00000112208	6.53	1.71
3830	ENSG00000112210	0.87	2.33
3831	ENSG00000112212	0	0.12
3832	ENSG00000112214	2.5	0.63
3833	ENSG00000112232	0	2.11
3834	ENSG00000112234	2.19	2.21
3835	ENSG00000112237	1.5	1.03
3836	ENSG00000112238	0	0
3837	ENSG00000112242	1.14	3.53
3838	ENSG00000112245	2.57	6.19
3839	ENSG00000112246	0	0
3840	ENSG00000112249	1.91	3.54
3841	ENSG00000112276	7.71	1.21
3842	ENSG00000112280	0	0
3843	ENSG00000112282	1.69	2.07
3844	ENSG00000112290	0.23	26.66
3845	ENSG00000112293	0	0.22
3846	ENSG00000112294	3.35	12.19
3847	ENSG00000112297	1.01	0.08
3848	ENSG00000112299	0.21	0
3849	ENSG00000112303	0.34	0.09
3850	ENSG00000112304	32.41	19.2
3851	ENSG00000112305	5.86	8.73
3852	ENSG00000112306	641.44	848.54
3853	ENSG00000112308	7.5	20.28
3854	ENSG00000112309	0.36	2.76
3855	ENSG00000112312	3.25	2.32
3856	ENSG00000112319	2.79	0.49
3857	ENSG00000112333	0	3.8
3858	ENSG00000112337	0	0
3859	ENSG00000112343	1.21	0
3860	ENSG00000112357	5.13	2.38
3861	ENSG00000112365	0.5	2.07
3862	ENSG00000112367	1.91	10.52
3863	ENSG00000112378	23.5	1.56
3864	ENSG00000112394	0	0
3865	ENSG00000112406	8.98	5.22
3866	ENSG00000112414	0.39	0
3867	ENSG00000112419	5.09	0
3868	ENSG00000112425	14.65	8.99
3869	ENSG00000112486	0	0
3870	ENSG00000112494	0	0
3871	ENSG00000112499	0	0
3872	ENSG00000112511	23.3	24.47
3873	ENSG00000112514	69.31	217.35
3874	ENSG00000112530	1.38	3.33
3875	ENSG00000112531	76	139.38
3876	ENSG00000112539	0	0.08
3877	ENSG00000112541	1.02	0.59
3878	ENSG00000112559	1.34	4.5
3879	ENSG00000112576	26.48	28.91
3880	ENSG00000112578	2.93	3.81
3881	ENSG00000112584	4.84	9.21
3882	ENSG00000112592	2.11	3.81
3883	ENSG00000112599	0.19	0.8
3884	ENSG00000112619	0.77	1.2
3885	ENSG00000112624	1.28	2.97
3886	ENSG00000112640	14.97	40.86
3887	ENSG00000112651	22.28	12.31
3888	ENSG00000112655	0.34	1.73
3889	ENSG00000112658	28.65	9.23
3890	ENSG00000112659	1.58	4.45
3891	ENSG00000112664	27.54	45.1
3892	ENSG00000112667	33.19	14.56
3893	ENSG00000112679	13.25	9.6
3894	ENSG00000112685	2.79	6.15
3895	ENSG00000112695	250.26	146.85
3896	ENSG00000112697	8.54	29.89
3897	ENSG00000112699	6.16	9.53
3898	ENSG00000112701	6.03	5.41
3899	ENSG00000112715	46.29	4.1
3900	ENSG00000112727	0	0
3901	ENSG00000112739	5.18	5.56
3902	ENSG00000112742	0	0
3903	ENSG00000112759	49.99	8.96
3904	ENSG00000112763	7.12	8.89
3905	ENSG00000112773	9.01	0.33
3906	ENSG00000112782	77.3	4.11
3907	ENSG00000112787	10.52	8.61
3908	ENSG00000112796	0.85	6.32
3909	ENSG00000112799	0	1.98
3910	ENSG00000112812	0	0
3911	ENSG00000112818	0	0
3912	ENSG00000112837	1.22	0.56
3913	ENSG00000112851	2.13	5.88
3914	ENSG00000112855	7.14	4.18
3915	ENSG00000112874	1.61	2.73
3916	ENSG00000112877	0.31	1.94
3917	ENSG00000112893	0.75	2.62
3918	ENSG00000112902	4.51	3.47
3919	ENSG00000112936	83.45	0.52
3920	ENSG00000112941	2.87	4.98
3921	ENSG00000112964	2.12	0
3922	ENSG00000112972	4.89	43.61
3923	ENSG00000112977	43.77	40.64
3924	ENSG00000112981	0.72	2.91
3925	ENSG00000112983	6	8.82
3926	ENSG00000112984	0.1	0
3927	ENSG00000112992	49.69	13.26
3928	ENSG00000112996	7.28	6.43
3929	ENSG00000113013	82.78	65.17
3930	ENSG00000113048	13.55	16.23
3931	ENSG00000113068	89.57	140.06
3932	ENSG00000113070	7.39	6.54
3933	ENSG00000113073	0	0
3934	ENSG00000113083	1.5	0.19
3935	ENSG00000113088	0.56	0.39
3936	ENSG00000113100	0	2.34
3937	ENSG00000113108	2.39	12.14
3938	ENSG00000113119	0.57	1.56
3939	ENSG00000113140	114.64	140.07
3940	ENSG00000113141	62.45	78.72
3941	ENSG00000113161	1.14	11.58
3942	ENSG00000113163	4.29	9.53
3943	ENSG00000113194	3.04	7.75
3944	ENSG00000113196	9.9	0
3945	ENSG00000113205	0.36	1.08
3946	ENSG00000113211	0.25	1.12
3947	ENSG00000113231	0.7	9.2
3948	ENSG00000113240	3.23	2.43
3949	ENSG00000113248	1.53	3.15
3950	ENSG00000113249	0	0
3951	ENSG00000113263	0.11	0
3952	ENSG00000113269	23.89	49.94
3953	ENSG00000113272	1	0.82
3954	ENSG00000113273	2.36	3.01
3955	ENSG00000113282	17.53	10.72
3956	ENSG00000113296	19.91	4.49
3957	ENSG00000113300	1.75	2.85
3958	ENSG00000113302	0	0.04
3959	ENSG00000113303	0	0
3960	ENSG00000113312	28.29	28.45
3961	ENSG00000113318	1.68	3.11
3962	ENSG00000113319	1.12	20.68
3963	ENSG00000113327	0	22.24
3964	ENSG00000113356	0.55	2.54
3965	ENSG00000113360	5.28	11.33
3966	ENSG00000113361	0.66	2.55
3967	ENSG00000113368	1.29	1.14
3968	ENSG00000113369	1.88	4.78
3969	ENSG00000113384	10	10.78
3970	ENSG00000113387	27	27.3
3971	ENSG00000113389	9.48	0.31
3972	ENSG00000113391	1.78	4.83
3973	ENSG00000113396	9.76	0.63
3974	ENSG00000113407	10.57	11.75
3975	ENSG00000113430	2.42	0
3976	ENSG00000113456	9.24	6.1
3977	ENSG00000113460	2.06	5.89
3978	ENSG00000113492	0	0
3979	ENSG00000113494	0	0
3980	ENSG00000113504	32.76	1.97
3981	ENSG00000113520	0	0
3982	ENSG00000113522	5.47	5.67
3983	ENSG00000113525	0	0
3984	ENSG00000113532	0.31	0.75
3985	ENSG00000113552	4.73	10.8
3986	ENSG00000113555	3.03	0.12
3987	ENSG00000113558	119.03	100.09
3988	ENSG00000113569	1.25	2.38
3989	ENSG00000113575	31.98	56.34
3990	ENSG00000113578	5.35	19.57
3991	ENSG00000113580	3.9	9.92
3992	ENSG00000113583	7.04	5.88
3993	ENSG00000113593	4.36	4.4
3994	ENSG00000113594	4.55	4.52
3995	ENSG00000113595	2.6	12.3
3996	ENSG00000113597	3.31	2.81
3997	ENSG00000113600	0.05	0
3998	ENSG00000113615	1.3	0.58
3999	ENSG00000113621	13.07	13.99
4000	ENSG00000113638	8.56	16.4
4001	ENSG00000113643	8.77	6.69
4002	ENSG00000113645	0.16	9.22
4003	ENSG00000113648	29.58	36.45
4004	ENSG00000113649	4.1	7.58
4005	ENSG00000113657	7.62	16.22
4006	ENSG00000113658	6.05	5.35
4007	ENSG00000113712	17.13	20.28
4008	ENSG00000113716	3.45	6.17
4009	ENSG00000113719	54.13	19.07
4010	ENSG00000113721	17.24	6.02
4011	ENSG00000113732	121.86	39.68
4012	ENSG00000113734	3.09	3.51
4013	ENSG00000113739	1.04	0.56
4014	ENSG00000113742	20.22	13.02
4015	ENSG00000113758	8.03	29.47
4016	ENSG00000113761	1.8	5.57
4017	ENSG00000113763	0.03	31.7
4018	ENSG00000113790	2.81	1.76
4019	ENSG00000113805	0.21	1.52
4020	ENSG00000113810	2.74	0.87
4021	ENSG00000113811	48.38	16.64
4022	ENSG00000113812	3.84	4.81
4023	ENSG00000113838	1.15	2.22
4024	ENSG00000113845	55.55	17.86
4025	ENSG00000113851	9.23	14.59
4026	ENSG00000113889	0.08	0.16
4027	ENSG00000113905	0	0
4028	ENSG00000113916	19.48	13.26
4029	ENSG00000113946	0	0
4030	ENSG00000113966	0.56	1.57
4031	ENSG00000114013	1.24	0.95
4032	ENSG00000114019	7.15	13.17
4033	ENSG00000114021	16.69	12.24
4034	ENSG00000114023	25.31	7.46
4035	ENSG00000114026	1.69	9.28
4036	ENSG00000114030	8.79	13.65
4037	ENSG00000114054	23.96	24.81
4038	ENSG00000114062	49.9	25.74
4039	ENSG00000114107	1.8	2.06
4040	ENSG00000114113	0	0.15
4041	ENSG00000114115	8.67	23.91
4042	ENSG00000114120	5.53	8.56
4043	ENSG00000114124	0	0
4044	ENSG00000114126	7.91	3.46
4045	ENSG00000114127	1.38	1.15
4046	ENSG00000114166	9.86	8.47
4047	ENSG00000114200	0.15	1.99
4048	ENSG00000114204	0	0.07
4049	ENSG00000114209	7.65	7.52
4050	ENSG00000114248	0	0
4051	ENSG00000114251	0.87	0.54
4052	ENSG00000114268	0.25	0.99
4053	ENSG00000114270	0.39	0.14
4054	ENSG00000114279	33.06	19.03
4055	ENSG00000114302	9	4.43
4056	ENSG00000114315	4.09	2.97
4057	ENSG00000114316	10.19	15.79
4058	ENSG00000114331	1.2	1.69
4059	ENSG00000114346	0.86	1.08
4060	ENSG00000114349	0	0.09
4061	ENSG00000114353	63.46	104.58
4062	ENSG00000114354	26.89	17.95
4063	ENSG00000114374	2.41	1.61
4064	ENSG00000114378	14.67	0.98
4065	ENSG00000114383	12.36	24.82
4066	ENSG00000114388	5.2	7.72
4067	ENSG00000114391	698.19	820.69
4068	ENSG00000114395	1.64	4.28
4069	ENSG00000114405	1.65	12.76
4070	ENSG00000114416	37.32	26.41
4071	ENSG00000114439	4.44	7.22
4072	ENSG00000114446	2.37	3.53
4073	ENSG00000114450	1.1	1.51
4074	ENSG00000114455	0	0
4075	ENSG00000114473	1.21	3.74
4076	ENSG00000114480	7.49	2.37
