ENSG_ID	AltIso_heart	AltIso_brain
9851	ENSG00000161047	0	0
9852	ENSG00000161048	0.76	8.17
9853	ENSG00000161055	0	0.2
9854	ENSG00000161057	31.67	35.44
9855	ENSG00000161082	0	16.86
9856	ENSG00000161091	2.49	10.15
9857	ENSG00000161103	0	0
9858	ENSG00000161132	0	0
9859	ENSG00000161133	0	0
9860	ENSG00000161149	0.38	0.78
9861	ENSG00000161179	0.42	0
9862	ENSG00000161180	0	0.08
9863	ENSG00000161202	13.21	15.74
9864	ENSG00000161203	97.38	236.69
9865	ENSG00000161204	12.91	20.94
9866	ENSG00000161217	22.62	7.69
9867	ENSG00000161241	0.77	2.91
9868	ENSG00000161243	2.1	11.27
9869	ENSG00000161265	18.93	17.44
9870	ENSG00000161267	9.06	7.16
9871	ENSG00000161277	0.95	1.47
9872	ENSG00000161281	814.52	13.94
9873	ENSG00000161326	8.91	7.66
9874	ENSG00000161328	0.1	0.81
9875	ENSG00000161381	5.38	4.54
9876	ENSG00000161395	2.99	4.7
9877	ENSG00000161405	0	0
9878	ENSG00000161509	0.2	5.67
9879	ENSG00000161513	1.69	1.68
9880	ENSG00000161526	20.36	31.76
9881	ENSG00000161533	8.12	6.43
9882	ENSG00000161542	9	10.78
9883	ENSG00000161544	14.34	5.7
9884	ENSG00000161551	5.23	5.94
9885	ENSG00000161558	14.18	1.7
9886	ENSG00000161570	2.08	0
9887	ENSG00000161572	0	0
9888	ENSG00000161573	0	0
9889	ENSG00000161574	0	0
9890	ENSG00000161594	0	0
9891	ENSG00000161609	0	0
9892	ENSG00000161610	0	0
9893	ENSG00000161618	2.42	3
9894	ENSG00000161634	0	0
9895	ENSG00000161638	16.91	1.89
9896	ENSG00000161640	0.06	0.5
9897	ENSG00000161642	2.02	21.66
9898	ENSG00000161643	0	0.3
9899	ENSG00000161647	8.71	1.44
9900	ENSG00000161649	17.61	0
9901	ENSG00000161652	0	0
9902	ENSG00000161653	0.09	0.33
9903	ENSG00000161654	3.55	1.47
9904	ENSG00000161664	2.35	0.19
9905	ENSG00000161671	39.73	52.03
9906	ENSG00000161677	2.91	5.01
9907	ENSG00000161681	0	22.23
9908	ENSG00000161682	0.12	15.54
9909	ENSG00000161692	1.1	0.7
9910	ENSG00000161714	13.08	9
9911	ENSG00000161791	2.94	2.98
9912	ENSG00000161798	0.32	0.46
9913	ENSG00000161800	0.82	2.42
9914	ENSG00000161807	0	0
9915	ENSG00000161813	4	3.33
9916	ENSG00000161835	16.36	23.29
9917	ENSG00000161847	2.15	2.73
9918	ENSG00000161849	0	0
9919	ENSG00000161850	0	0
9920	ENSG00000161860	0.34	0.58
9921	ENSG00000161888	2.92	0.75
9922	ENSG00000161896	16.79	2.78
9923	ENSG00000161904	6.31	5.92
9924	ENSG00000161905	0.31	0.09
9925	ENSG00000161911	0	0
9926	ENSG00000161912	0	0
9927	ENSG00000161914	0.98	2.81
9928	ENSG00000161920	8.53	5.79
9929	ENSG00000161921	2.33	6.62
9930	ENSG00000161929	0	0
9931	ENSG00000161939	23.47	46.54
9932	ENSG00000161940	4.07	0.47
9933	ENSG00000161944	0.12	0.38
9934	ENSG00000161956	9.27	15.69
9935	ENSG00000161958	2.48	5.58
9936	ENSG00000161960	46.72	84.33
9937	ENSG00000161970	101.88	107.24
9938	ENSG00000161973	0	0
9939	ENSG00000161980	8.91	9.19
9940	ENSG00000161981	34.5	27.79
9941	ENSG00000161992	0.03	0
9942	ENSG00000161999	18.18	12.97
9943	ENSG00000162004	0	1.56
9944	ENSG00000162006	0	0
9945	ENSG00000162039	0	0.28
9946	ENSG00000162040	0	0
9947	ENSG00000162062	0.43	0.45
9948	ENSG00000162063	0.3	1.24
9949	ENSG00000162065	0.95	6.61
9950	ENSG00000162066	2.41	1.7
9951	ENSG00000162068	0	0
9952	ENSG00000162069	0	0.22
9953	ENSG00000162076	18.2	20.99
9954	ENSG00000162078	0	0
9955	ENSG00000162086	1.21	1.34
9956	ENSG00000162104	8.05	4.86
9957	ENSG00000162129	3.48	12.45
9958	ENSG00000162139	0.46	0.95
9959	ENSG00000162144	2.47	2.19
9960	ENSG00000162148	0.31	1.11
9961	ENSG00000162174	1.24	23.63
9962	ENSG00000162188	0.32	194.13
9963	ENSG00000162191	71.94	69.71
9964	ENSG00000162227	3.15	3.61
9965	ENSG00000162231	9.9	10.79
9966	ENSG00000162236	7.99	8.44
9967	ENSG00000162241	0.7	0.72
9968	ENSG00000162244	35.38	60.82
9969	ENSG00000162267	0.58	0.2
9970	ENSG00000162290	1.54	1.79
9971	ENSG00000162298	8.74	15.74
9972	ENSG00000162300	9.79	13.59
9973	ENSG00000162302	5.57	11.39
9974	ENSG00000162337	12.58	1.79
9975	ENSG00000162341	1.01	0.64
9976	ENSG00000162344	0	0
9977	ENSG00000162365	0	0
9978	ENSG00000162366	0	0
9979	ENSG00000162367	0.4	0
9980	ENSG00000162368	20.97	20.14
9981	ENSG00000162373	0.64	5.77
9982	ENSG00000162374	0	29.97
9983	ENSG00000162377	3.78	6.56
9984	ENSG00000162378	4.01	7.25
9985	ENSG00000162383	0	0
9986	ENSG00000162384	32.41	22.71
9987	ENSG00000162385	66.16	54.6
9988	ENSG00000162390	7.9	0.42
9989	ENSG00000162391	0.98	0
9990	ENSG00000162396	1.13	1.28
9991	ENSG00000162398	0	0.06
9992	ENSG00000162399	0	0
9993	ENSG00000162402	4.69	2.35
9994	ENSG00000162407	13.63	14.69
9995	ENSG00000162408	1.52	4.37
9996	ENSG00000162409	23.02	1.25
9997	ENSG00000162413	18.01	8.26
9998	ENSG00000162415	0.24	1.62
9999	ENSG00000162419	0.5	2.45
10000	ENSG00000162426	0.72	9.31
10001	ENSG00000162430	14.95	13.91
10002	ENSG00000162433	7.56	3.12
10003	ENSG00000162434	20.99	13.64
10004	ENSG00000162437	4.31	1.57
10005	ENSG00000162438	0.19	0.2
10006	ENSG00000162441	10.11	12.09
10007	ENSG00000162444	32.19	17
10008	ENSG00000162456	0	3.99
10009	ENSG00000162458	17.84	1.81
10010	ENSG00000162460	0	0
10011	ENSG00000162461	3.98	0.34
10012	ENSG00000162482	0.15	0.64
10013	ENSG00000162490	0	0.23
10014	ENSG00000162493	8.44	2.9
10015	ENSG00000162494	0.08	0.59
10016	ENSG00000162496	25.13	10.34
10017	ENSG00000162510	0	0.28
10018	ENSG00000162511	18.73	20.63
10019	ENSG00000162512	9.28	57.09
10020	ENSG00000162517	10.31	25.15
10021	ENSG00000162520	5.38	4.4
10022	ENSG00000162521	10.07	20.77
10023	ENSG00000162522	1.03	5.21
10024	ENSG00000162526	0.77	0.13
10025	ENSG00000162542	1.81	0.31
10026	ENSG00000162543	0.32	0.86
10027	ENSG00000162551	14.42	70.57
10028	ENSG00000162552	0	0.42
10029	ENSG00000162571	0.2	0.1
10030	ENSG00000162572	0	3.84
10031	ENSG00000162576	9.78	3.64
10032	ENSG00000162585	5.89	6.43
10033	ENSG00000162591	1.33	0.13
10034	ENSG00000162592	0	0.05
10035	ENSG00000162594	0	0
10036	ENSG00000162598	0	0.77
10037	ENSG00000162599	5.64	3.41
10038	ENSG00000162600	4.36	1.71
10039	ENSG00000162601	1.47	1.06
10040	ENSG00000162604	31.37	40.2
10041	ENSG00000162606	0	0
10042	ENSG00000162607	1.95	4.67
10043	ENSG00000162613	13.84	12.66
10044	ENSG00000162614	295.63	2.03
10045	ENSG00000162616	30.05	14.22
10046	ENSG00000162618	4.18	0.53
10047	ENSG00000162620	0.38	0
10048	ENSG00000162621	0	0
10049	ENSG00000162623	3.99	2
10050	ENSG00000162624	0	0
10051	ENSG00000162627	3.26	2.41
10052	ENSG00000162630	5.9	7.46
10053	ENSG00000162636	0.54	3.34
10054	ENSG00000162639	0.52	6.28
10055	ENSG00000162641	0	0
10056	ENSG00000162642	1.99	8.22
10057	ENSG00000162643	0	0.1
10058	ENSG00000162644	4.49	3.92
10059	ENSG00000162645	4.88	2.38
10060	ENSG00000162650	0.58	1.71
10061	ENSG00000162654	5.17	3.16
10062	ENSG00000162664	0	0
10063	ENSG00000162669	0	0.12
10064	ENSG00000162670	0.13	4.21
10065	ENSG00000162676	0.16	0
10066	ENSG00000162685	1.77	0.91
10067	ENSG00000162687	0.17	0.46
10068	ENSG00000162688	9.04	3.11
10069	ENSG00000162692	0.92	1.55
10070	ENSG00000162694	0.76	2.96
10071	ENSG00000162695	0.23	0.48
10072	ENSG00000162699	0	0.05
10073	ENSG00000162701	10.08	0
10074	ENSG00000162704	23.52	45.56
10075	ENSG00000162706	2.84	125
10076	ENSG00000162711	0.15	0.23
10077	ENSG00000162714	1.73	2.28
10078	ENSG00000162722	0.11	1.01
10079	ENSG00000162723	0	0
10080	ENSG00000162727	0	0
10081	ENSG00000162728	0.06	39.17
10082	ENSG00000162729	6.71	81.34
10083	ENSG00000162733	5.19	2.06
10084	ENSG00000162734	77.13	288.52
10085	ENSG00000162735	13.36	16.62
10086	ENSG00000162736	14.96	20
10087	ENSG00000162738	0.54	2.88
10088	ENSG00000162739	0	0
10089	ENSG00000162746	0	0.19
10090	ENSG00000162747	0	0.39
10091	ENSG00000162753	0	0
10092	ENSG00000162755	1.97	9.03
10093	ENSG00000162757	0.99	1.02
10094	ENSG00000162761	0	0
10095	ENSG00000162763	0.19	0
10096	ENSG00000162769	0.18	0.49
10097	ENSG00000162771	0	0.04
10098	ENSG00000162772	93.02	14.68
10099	ENSG00000162777	0.7	0.85
10100	ENSG00000162779	0	0
10101	ENSG00000162782	0	0.33
10102	ENSG00000162804	1.87	1.44
10103	ENSG00000162813	5.03	6.41
10104	ENSG00000162814	0.27	0.56
10105	ENSG00000162817	7.57	66.88
10106	ENSG00000162819	4.73	7.77
10107	ENSG00000162836	1.04	1.5
10108	ENSG00000162840	0.86	0
10109	ENSG00000162843	0	0.04
10110	ENSG00000162851	5.43	3.23
10111	ENSG00000162852	3.97	4.74
10112	ENSG00000162864	0	0
10113	ENSG00000162869	1.81	5.97
10114	ENSG00000162873	0.08	1.75
10115	ENSG00000162877	0.1	0.21
10116	ENSG00000162881	0.05	0.2
10117	ENSG00000162882	3.54	1.83
10118	ENSG00000162885	4.07	0.53
10119	ENSG00000162888	0	0.08
10120	ENSG00000162889	77	12.41
10121	ENSG00000162891	0	0
10122	ENSG00000162892	0	0
10123	ENSG00000162894	1.67	0.05
10124	ENSG00000162896	0	0
10125	ENSG00000162897	0	0
10126	ENSG00000162909	32.23	19.36
10127	ENSG00000162923	13.21	11.16
10128	ENSG00000162924	0.8	0.36
10129	ENSG00000162927	1.53	1.57
10130	ENSG00000162929	0.87	2.63
10131	ENSG00000162931	0.25	2.3
10132	ENSG00000162944	1.65	11.46
10133	ENSG00000162949	0	0.15
10134	ENSG00000162961	63.09	65.09
10135	ENSG00000162971	0	0.86
10136	ENSG00000162972	5.96	4.1
10137	ENSG00000162975	0.04	31.11
10138	ENSG00000162976	4.66	3.43
10139	ENSG00000162980	8.21	4.16
10140	ENSG00000162989	0.54	6.74
10141	ENSG00000162992	0	1.6
10142	ENSG00000162998	2.82	8
10143	ENSG00000162999	0	0
10144	ENSG00000163001	1.03	11.7
10145	ENSG00000163002	1.79	1.51
10146	ENSG00000163006	0.1	0.3
10147	ENSG00000163009	0	0
10148	ENSG00000163012	0	0
10149	ENSG00000163013	0.19	12.1
10150	ENSG00000163016	0	0.13
10151	ENSG00000163017	3.09	6.04
10152	ENSG00000163026	0.55	0.76
10153	ENSG00000163029	3.09	1.78
10154	ENSG00000163032	3.39	253.08
10155	ENSG00000163040	0.24	1.25
10156	ENSG00000163046	0	0
10157	ENSG00000163050	91.73	8.95
10158	ENSG00000163053	0.16	2.43
10159	ENSG00000163060	0.97	3.58
10160	ENSG00000163064	0	0.05
10161	ENSG00000163067	0.68	1.24
10162	ENSG00000163069	18.24	14.61
10163	ENSG00000163071	0.15	0.18
10164	ENSG00000163072	4.36	1.58
10165	ENSG00000163074	0.75	0.4
10166	ENSG00000163075	0.08	1.68
10167	ENSG00000163081	0	0
10168	ENSG00000163082	3.25	3.61
10169	ENSG00000163092	11.76	0
10170	ENSG00000163093	2.01	3.76
10171	ENSG00000163104	0.99	1.43
10172	ENSG00000163106	1.05	0.72
10173	ENSG00000163113	5.48	12.93
10174	ENSG00000163116	0	0
10175	ENSG00000163121	0	0
10176	ENSG00000163125	1.7	2.63
10177	ENSG00000163126	5.67	1.4
10178	ENSG00000163131	3.9	1.49
10179	ENSG00000163138	1.34	4.56
10180	ENSG00000163141	0	0
10181	ENSG00000163154	0.6	0.62
10182	ENSG00000163155	4.69	7.05
10183	ENSG00000163156	13.89	44.18
10184	ENSG00000163157	0.19	0
10185	ENSG00000163159	16.02	30.64
10186	ENSG00000163161	4.88	7.07
10187	ENSG00000163162	3.77	5.81
10188	ENSG00000163166	10.74	12.45
10189	ENSG00000163170	15.8	9.84
10190	ENSG00000163171	9.91	2.52
10191	ENSG00000163191	55.51	18.01
10192	ENSG00000163202	0	0
10193	ENSG00000163206	0	0
10194	ENSG00000163207	0	0
10195	ENSG00000163214	0.75	3.11
10196	ENSG00000163217	1.15	0
10197	ENSG00000163218	0	0
10198	ENSG00000163219	1.94	2.03
10199	ENSG00000163220	67.54	9.68
10200	ENSG00000163221	9.37	0.6
10201	ENSG00000163235	0.27	4.47
10202	ENSG00000163239	0	0
10203	ENSG00000163249	1.21	1.54
10204	ENSG00000163254	0	0
10205	ENSG00000163257	2.23	8.07
10206	ENSG00000163263	0	0
10207	ENSG00000163281	2.65	3.4
10208	ENSG00000163283	0	0
10209	ENSG00000163285	0	4.65
10210	ENSG00000163286	0	0
10211	ENSG00000163288	0	2.86
10212	ENSG00000163291	1.91	6.15
10213	ENSG00000163293	0.05	0.07
10214	ENSG00000163295	0	0
10215	ENSG00000163297	5.41	0.29
10216	ENSG00000163312	1.5	0.75
10217	ENSG00000163319	12.79	16.02
10218	ENSG00000163322	1.2	0.31
10219	ENSG00000163328	2.59	3.08
10220	ENSG00000163331	0	1.01
10221	ENSG00000163344	27.17	43.13
10222	ENSG00000163346	24.9	20.04
10223	ENSG00000163347	0.13	0.34
10224	ENSG00000163348	0	33.36
10225	ENSG00000163349	5.76	12.16
10226	ENSG00000163354	0	0
10227	ENSG00000163357	0	0
10228	ENSG00000163359	13.12	0.31
10229	ENSG00000163362	0	0.48
10230	ENSG00000163364	0.08	0.26
10231	ENSG00000163374	9.75	18.54
10232	ENSG00000163376	0.77	0.4
10233	ENSG00000163377	0	1.11
10234	ENSG00000163378	2.35	0.6
10235	ENSG00000163380	58.35	0.19
10236	ENSG00000163382	115.61	116.68
10237	ENSG00000163389	0.92	1.93
10238	ENSG00000163393	0.99	3.22
10239	ENSG00000163394	0	0.06
10240	ENSG00000163395	0	0.04
10241	ENSG00000163399	102.64	214.18
10242	ENSG00000163406	1.6	5.41
10243	ENSG00000163412	8.36	11.67
10244	ENSG00000163421	0.25	0
10245	ENSG00000163424	0	0
10246	ENSG00000163428	0.55	1.42
10247	ENSG00000163430	49.4	9.74
10248	ENSG00000163435	0.15	0
10249	ENSG00000163440	0	0
10250	ENSG00000163444	2.92	9.03
10251	ENSG00000163449	0	3.29
10252	ENSG00000163453	323.09	48.82
10253	ENSG00000163462	0	5.28
10254	ENSG00000163463	44.54	35.98
10255	ENSG00000163464	0.45	0.04
10256	ENSG00000163466	45.23	35.23
10257	ENSG00000163467	0	0.88
10258	ENSG00000163468	19.41	31.46
10259	ENSG00000163479	26.26	49.22
10260	ENSG00000163481	3.35	9.2
10261	ENSG00000163482	0.49	1.04
10262	ENSG00000163485	4.09	33.29
10263	ENSG00000163486	2.84	15.07
10264	ENSG00000163492	14.21	0
10265	ENSG00000163497	0	0.1
10266	ENSG00000163499	0	0
10267	ENSG00000163501	0	0
10268	ENSG00000163507	0.1	0.35
10269	ENSG00000163508	0	0.23
10270	ENSG00000163510	1.71	2.53
10271	ENSG00000163512	4.1	5.36
10272	ENSG00000163513	26.97	1.16
10273	ENSG00000163515	0	0
10274	ENSG00000163516	5.32	4.23
10275	ENSG00000163517	20.61	38.13
10276	ENSG00000163518	0	0.03
10277	ENSG00000163519	0	0
10278	ENSG00000163520	30.58	2.61
10279	ENSG00000163521	0.69	0.89
10280	ENSG00000163526	0.1	0.4
10281	ENSG00000163527	13.05	10.48
10282	ENSG00000163528	27.72	8.41
10283	ENSG00000163530	0	0
10284	ENSG00000163531	1.13	14.1
10285	ENSG00000163534	0	0
10286	ENSG00000163535	0.09	0.14
10287	ENSG00000163536	1.4	45.43
10288	ENSG00000163539	5.57	29.77
10289	ENSG00000163541	69.97	21.29
10290	ENSG00000163545	0.14	0.35
10291	ENSG00000163554	0	0
10292	ENSG00000163558	2.1	6.27
10293	ENSG00000163563	1.69	1.99
10294	ENSG00000163564	0	0
10295	ENSG00000163565	15.96	10.46
10296	ENSG00000163568	0	0.1
10297	ENSG00000163576	0	0.15
10298	ENSG00000163577	0.57	2.59
10299	ENSG00000163581	0	0
10300	ENSG00000163584	2.52	2.6
10301	ENSG00000163586	0	0.61
10302	ENSG00000163590	4.94	9.52
10303	ENSG00000163593	0	0.31
10304	ENSG00000163596	0	3.13
10305	ENSG00000163597	0.68	0.47
10306	ENSG00000163600	0.03	0
10307	ENSG00000163602	2.16	10.86
10308	ENSG00000163605	12.67	17.61
10309	ENSG00000163606	0.13	0.18
10310	ENSG00000163607	3.76	0.55
10311	ENSG00000163608	2.7	4.35
10312	ENSG00000163611	0.25	0.44
10313	ENSG00000163612	0	2.92
10314	ENSG00000163617	0.32	0.78
10315	ENSG00000163618	1.35	9.89
10316	ENSG00000163623	0	0.67
10317	ENSG00000163624	0.08	2.48
10318	ENSG00000163625	1.63	6.4
10319	ENSG00000163626	1.83	1.55
10320	ENSG00000163629	0.69	4
10321	ENSG00000163630	0.12	18.39
10322	ENSG00000163631	0	0
10323	ENSG00000163632	0	1.87
10324	ENSG00000163633	0	0.52
10325	ENSG00000163634	14.6	14.74
10326	ENSG00000163635	1.8	1.68
10327	ENSG00000163636	23.84	21.5
10328	ENSG00000163637	0.71	7.11
10329	ENSG00000163638	3.86	2.36
10330	ENSG00000163644	25.76	12.65
10331	ENSG00000163645	0	0
10332	ENSG00000163646	0	0
10333	ENSG00000163655	4.83	7.48
10334	ENSG00000163659	11.68	6.26
10335	ENSG00000163660	3.78	2.77
10336	ENSG00000163661	1.41	0.53
10337	ENSG00000163666	0	0
10338	ENSG00000163669	0	0.05
10339	ENSG00000163673	0.05	0.68
10340	ENSG00000163681	6.79	7.8
10341	ENSG00000163682	0	0
10342	ENSG00000163683	2.11	11.01
10343	ENSG00000163684	8.28	3.25
10344	ENSG00000163686	2.07	18.22
10345	ENSG00000163687	2.67	0
10346	ENSG00000163689	0.05	0.1
10347	ENSG00000163694	0.42	0.06
10348	ENSG00000163697	2.1	13.33
10349	ENSG00000163701	0.18	0.57
10350	ENSG00000163702	6.79	3.75
10351	ENSG00000163703	21.26	21.66
10352	ENSG00000163704	0.21	7.59
10353	ENSG00000163705	0	0.09
10354	ENSG00000163710	20.08	0.45
10355	ENSG00000163714	4.74	6.6
10356	ENSG00000163719	20.78	7.29
10357	ENSG00000163728	1.02	2.01
10358	ENSG00000163734	0.09	0
10359	ENSG00000163735	0	0.17
10360	ENSG00000163736	0.28	0
10361	ENSG00000163737	0.33	0
10362	ENSG00000163739	0.33	0
10363	ENSG00000163743	3.07	3.36
10364	ENSG00000163746	0	0
10365	ENSG00000163749	0	0
10366	ENSG00000163751	1.68	0
10367	ENSG00000163754	39.72	16.22
10368	ENSG00000163755	0.82	1.74
10369	ENSG00000163762	2.28	1.55
10370	ENSG00000163781	1.49	2.71
10371	ENSG00000163785	6.78	2.87
10372	ENSG00000163788	5.49	8.93
10373	ENSG00000163793	0	0
10374	ENSG00000163794	1.66	0.47
10375	ENSG00000163795	4.04	3.7
10376	ENSG00000163798	6.13	11.21
10377	ENSG00000163803	0	0
10378	ENSG00000163806	0	0
10379	ENSG00000163807	3.24	4.34
10380	ENSG00000163808	0.02	0.05
10381	ENSG00000163810	0	0
10382	ENSG00000163811	3.81	3.93
10383	ENSG00000163812	14.55	11.67
10384	ENSG00000163814	0.09	0.09
10385	ENSG00000163815	41.73	10.47
10386	ENSG00000163817	0.07	0.08
10387	ENSG00000163818	0.57	4.67
10388	ENSG00000163820	32.83	1.42
10389	ENSG00000163823	1.91	4.34
10390	ENSG00000163825	0	0
10391	ENSG00000163827	21.23	0.51
10392	ENSG00000163828	0	0
10393	ENSG00000163832	6.72	9.74
10394	ENSG00000163833	34.78	0.55
10395	ENSG00000163840	2.42	2.62
10396	ENSG00000163864	0.32	1.62
10397	ENSG00000163866	12.92	14.85
10398	ENSG00000163870	6.72	9.59
10399	ENSG00000163872	1.36	8
10400	ENSG00000163873	0.14	2.41
10401	ENSG00000163874	1.94	0.22
10402	ENSG00000163875	10.24	36.96
10403	ENSG00000163877	3.66	3.59
10404	ENSG00000163879	0.68	3.28
10405	ENSG00000163882	8.52	12.4
10406	ENSG00000163884	24.86	4.95
10407	ENSG00000163885	0	0.17
10408	ENSG00000163888	0.06	25.55
10409	ENSG00000163898	0.12	0.16
10410	ENSG00000163900	1.04	0
10411	ENSG00000163902	28.48	51.37
10412	ENSG00000163904	5.37	9.88
10413	ENSG00000163909	12.14	1.25
10414	ENSG00000163913	2.85	5.54
10415	ENSG00000163914	0	0.26
10416	ENSG00000163915	0.04	0
10417	ENSG00000163918	2.23	2.5
10418	ENSG00000163923	1.19	7.35
10419	ENSG00000163930	10.45	28.24
10420	ENSG00000163931	9.66	65.72
10421	ENSG00000163932	6.09	5.75
10422	ENSG00000163933	3.14	1.62
10423	ENSG00000163935	3.07	1.36
10424	ENSG00000163938	8.12	12.35
10425	ENSG00000163939	3.8	1.86
10426	ENSG00000163945	1.58	1.4
10427	ENSG00000163946	2.22	2.96
10428	ENSG00000163947	1.75	13.52
10429	ENSG00000163950	2.78	10.51
10430	ENSG00000163956	93.5	65.13
10431	ENSG00000163958	0.12	0.25
10432	ENSG00000163959	0.71	0.37
10433	ENSG00000163960	8.41	6.75
10434	ENSG00000163961	1.84	4.73
10435	ENSG00000163964	4.23	5.02
10436	ENSG00000163975	1.98	0.34
10437	ENSG00000163982	0	0
10438	ENSG00000163995	3.38	16.85
10439	ENSG00000164007	0	0
10440	ENSG00000164008	4.52	5.8
10441	ENSG00000164010	0	4.93
10442	ENSG00000164012	0	0.19
10443	ENSG00000164022	8.97	10.78
10444	ENSG00000164023	2.47	0.85
10445	ENSG00000164024	14.41	6.64
10446	ENSG00000164031	1.61	9.64
10447	ENSG00000164032	43.71	49.12
10448	ENSG00000164035	10.88	1.36
10449	ENSG00000164037	0	0.14
10450	ENSG00000164038	0.99	9.27
10451	ENSG00000164039	2.12	2.57
10452	ENSG00000164040	44.94	35.98
10453	ENSG00000164045	0.27	0.11
10454	ENSG00000164047	0	0
10455	ENSG00000164048	3.33	0
10456	ENSG00000164049	0	0
10457	ENSG00000164050	6.35	22.46
10458	ENSG00000164051	2.96	2.04
10459	ENSG00000164053	1.21	1.18
10460	ENSG00000164056	6.54	1.54
10461	ENSG00000164061	0.04	12.6
10462	ENSG00000164062	15.94	16.02
10463	ENSG00000164066	0.38	0.29
10464	ENSG00000164068	6.55	7.59
10465	ENSG00000164070	1.09	3.29
10466	ENSG00000164073	0.85	1.23
10467	ENSG00000164074	2.72	1.03
10468	ENSG00000164076	0	76.82
10469	ENSG00000164077	2.07	6.83
10470	ENSG00000164078	0.23	0.2
10471	ENSG00000164080	1.29	1.63
10472	ENSG00000164081	14.9	17.72
10473	ENSG00000164082	0	4.63
10474	ENSG00000164086	3.96	9.57
10475	ENSG00000164087	0.41	0.96
10476	ENSG00000164088	1.44	2.97
10477	ENSG00000164089	0.85	23.62
10478	ENSG00000164091	36.39	60.99
10479	ENSG00000164099	0	1.05
10480	ENSG00000164104	14.42	14.18
10481	ENSG00000164105	10.49	13.73
10482	ENSG00000164106	0.21	38.53
10483	ENSG00000164109	1.19	2.46
10484	ENSG00000164111	67.23	52.01
10485	ENSG00000164112	0	6.58
10486	ENSG00000164113	0	0
10487	ENSG00000164114	0	0.75
10488	ENSG00000164116	14.42	5.13
10489	ENSG00000164117	4.95	1.36
10490	ENSG00000164118	1.28	1.1
10491	ENSG00000164120	0.3	0.16
10492	ENSG00000164122	0.39	0.06
10493	ENSG00000164123	0	0
10494	ENSG00000164124	1.68	90.32
10495	ENSG00000164125	16.48	7.74
10496	ENSG00000164128	0.06	1.51
10497	ENSG00000164129	0.1	0.6
10498	ENSG00000164134	4.57	4.82
10499	ENSG00000164136	0	0
10500	ENSG00000164142	0.61	0
10501	ENSG00000164144	1.33	2.75
10502	ENSG00000164151	2.77	2.94
10503	ENSG00000164161	0.05	7.53
10504	ENSG00000164162	2.23	1.29
10505	ENSG00000164163	3.75	6.97
10506	ENSG00000164164	0	0
10507	ENSG00000164167	5.66	9.25
10508	ENSG00000164168	4.82	7.04
10509	ENSG00000164169	0.6	1.18
10510	ENSG00000164171	0.5	0.68
10511	ENSG00000164172	17.61	12.45
10512	ENSG00000164175	0	0
10513	ENSG00000164176	2.41	88.02
10514	ENSG00000164180	1.56	1.71
10515	ENSG00000164181	2.08	6.43
10516	ENSG00000164182	8.51	11.21
10517	ENSG00000164185	0	0.09
10518	ENSG00000164187	1.38	6.35
10519	ENSG00000164188	0.48	3.41
10520	ENSG00000164190	2.9	2.91
10521	ENSG00000164197	1.49	3.6
10522	ENSG00000164199	0	0.51
10523	ENSG00000164209	15.98	21.98
10524	ENSG00000164211	0.5	2.32
10525	ENSG00000164219	3.58	2.88
10526	ENSG00000164220	0.34	0.05
10527	ENSG00000164221	1.2	3.22
10528	ENSG00000164236	1	1.1
10529	ENSG00000164237	9.45	6.11
10530	ENSG00000164241	1.02	0
10531	ENSG00000164244	3.15	4.52
10532	ENSG00000164251	0.34	0.07
10533	ENSG00000164252	4.56	5.96
10534	ENSG00000164253	2.95	5.17
10535	ENSG00000164256	0	0
10536	ENSG00000164258	56.69	23.99
10537	ENSG00000164265	0	0
10538	ENSG00000164266	0	0
10539	ENSG00000164270	0.35	0.98
10540	ENSG00000164284	1.48	2.03
10541	ENSG00000164287	0	0
10542	ENSG00000164291	0.37	0
10543	ENSG00000164292	5.32	13.17
10544	ENSG00000164294	0.72	0
10545	ENSG00000164296	0.39	0.56
10546	ENSG00000164300	1.77	11.27
10547	ENSG00000164302	0.22	0
10548	ENSG00000164303	0.05	4.35
10549	ENSG00000164304	0	0
10550	ENSG00000164305	2.68	4.35
10551	ENSG00000164306	1.06	0.66
10552	ENSG00000164307	6.74	3.76
10553	ENSG00000164308	1.37	0.49
10554	ENSG00000164309	87.59	0.18
10555	ENSG00000164318	5.08	0.08
10556	ENSG00000164323	1.7	4.38
10557	ENSG00000164327	1.72	2.15
10558	ENSG00000164329	2.77	2.4
10559	ENSG00000164330	2.6	0.92
10560	ENSG00000164331	2.32	2.98
10561	ENSG00000164332	2.78	10.49
10562	ENSG00000164338	1.07	1.19
10563	ENSG00000164342	0.46	0.45
10564	ENSG00000164344	0.1	0
10565	ENSG00000164346	46.46	28.67
10566	ENSG00000164347	8.54	5.16
10567	ENSG00000164362	0	0
10568	ENSG00000164363	0	0
10569	ENSG00000164366	6.35	6.83
10570	ENSG00000164379	0.04	1.4
10571	ENSG00000164385	0	0
10572	ENSG00000164393	0	0
10573	ENSG00000164398	0.96	13.25
10574	ENSG00000164399	0	0
10575	ENSG00000164400	0	0
10576	ENSG00000164402	19.14	260.94
10577	ENSG00000164403	0.64	8.46
10578	ENSG00000164406	0.28	0.06
10579	ENSG00000164414	2.67	1.72
10580	ENSG00000164430	0.9	0.37
10581	ENSG00000164434	0	53.55
10582	ENSG00000164438	0	0
