ENSG_ID	GTEx_heart	GTEx_brain	GTEx_kidney
1	ENSG00000223972	0	0	0
2	ENSG00000227232	9.42262935638428	5.14716958999634	3.66984868049622
3	ENSG00000243485	0	0	0
4	ENSG00000237613	0	0	0
5	ENSG00000240361	0	0	0
6	ENSG00000186092	0	0	0
7	ENSG00000238009	0.332717537879944	0.224461942911148	0.250164240598679
8	ENSG00000239945	0.431794852018356	0.2192223072052	0.430970519781113
9	ENSG00000237683	14.1445283889771	1.24316871166229	0.696522653102875
10	ENSG00000239906	1.32245528697968	0.277825117111206	0.201132282614708
11	ENSG00000241860	0.0553391389548779	0.0307741835713387	0.0467860177159309
12	ENSG00000222623	0	0	0
13	ENSG00000241599	0	0	0
14	ENSG00000239368	0.532016277313232	0.158827483654022	0.158102437853813
15	ENSG00000228463	0.446378469467163	1.78284299373627	0.351684540510178
16	ENSG00000240876	0	0	0
17	ENSG00000237094	3.32991290092468	1.05361914634705	1.19996821880341
18	ENSG00000224813	0.182763710618019	0.0359957963228226	0.128993317484856
19	ENSG00000235249	0	0	0
20	ENSG00000236812	0	0	0
21	ENSG00000256186	0	0	0
22	ENSG00000236601	0.224227339029312	0.062808409333229	0.255770593881607
23	ENSG00000236743	0	0	0
24	ENSG00000236679	0.0342434719204903	0	0
25	ENSG00000231709	0.0751566886901855	0.0947347804903984	0
26	ENSG00000235146	0	0	0
27	ENSG00000239664	0	0.029942449182272	0
28	ENSG00000230021	0.0420757569372654	0.099443182349205	0
29	ENSG00000223659	0	0	0
30	ENSG00000225972	0.637922704219818	52.6149215698242	28.8591022491455
31	ENSG00000243329	0	0.27696767449379	0
32	ENSG00000240155	0	0	0.238844558596611
33	ENSG00000225630	84.0273818969727	1138.212890625	1369.6162109375
34	ENSG00000240414	0	0	0
35	ENSG00000239530	0	0	0
36	ENSG00000229344	15.3565406799316	355.119659423828	163.652679443359
37	ENSG00000242368	0	0	0.232020452618599
38	ENSG00000236201	0	0	0
39	ENSG00000185097	0	0	0
40	ENSG00000224956	4.0379900932312	1.60799503326416	0.948705852031708
41	ENSG00000235373	0.205080345273018	0.0759096518158913	0.0935720354318619
42	ENSG00000223181	0	0	0
43	ENSG00000240618	0.859808921813965	0	1.05922377109528
44	ENSG00000229905	0.0346940457820892	0	0
45	ENSG00000228327	5.72339344024658	1.64744901657104	2.50812602043152
46	ENSG00000237491	0.308692395687103	0.275616586208344	0.105635330080986
47	ENSG00000242937	0.197139978408813	0.80760657787323	0.404770851135254
48	ENSG00000197049	0.33124965429306	2.79751253128052	0.91137009859085
49	ENSG00000230092	0.295709997415543	0.396037876605988	0.948681712150574
50	ENSG00000241768	0.252943783998489	0.623177170753479	0
51	ENSG00000177757	0.142270535230637	0.0896657854318619	0.496590554714203
52	ENSG00000225880	6.96725940704346	0.832795679569244	0.628939270973206
53	ENSG00000228794	3.1978874206543	7.14713430404663	14.634425163269
54	ENSG00000230368	0.016053257510066	0.0708227828145027	0.123602978885174
55	ENSG00000230699	0	0	0
56	ENSG00000223764	0.183248847723007	0.214485704898834	0.0447915941476822
57	ENSG00000187634	0	0	0
58	ENSG00000188976	12.039831161499	8.80467987060547	11.7029008865356
59	ENSG00000187961	1.3187620639801	0.707797229290009	0.272683829069138
60	ENSG00000187583	0.0708644315600395	0.0148873990401626	0.0848749727010727
61	ENSG00000187642	0.0944506600499153	0.00992122944444418	50.7120552062988
62	ENSG00000188290	7.9951457977295	5.53836250305176	0.261489927768707
63	ENSG00000231702	0.101413361728191	0	0
64	ENSG00000224969	0.0335891395807266	0.33871203660965	0.0344828702509403
65	ENSG00000187608	7.3428406715393	6.89964962005615	1.39342796802521
66	ENSG00000188157	7.00713920593262	4.50337696075439	0.732344269752502
67	ENSG00000242590	7.9495964050293	5.2582516670227	0.404015719890594
68	ENSG00000217801	0.0439916141331196	1.11595726013184	0
69	ENSG00000237330	0	0	0
70	ENSG00000131591	2.45664525032043	3.28114795684814	0.337864339351654
71	ENSG00000223823	0	0	0
72	ENSG00000207730	0	0	0
73	ENSG00000207607	0	0	0
74	ENSG00000198976	0	0	0
75	ENSG00000205231	0	0	0.027590200304985
76	ENSG00000162571	0.0160491857677698	0	0.028833381831646
77	ENSG00000186891	0.103930190205574	0.0436678938567638	0.0948404744267464
78	ENSG00000186827	0.808949828147888	0.225951537489891	0.217055752873421
79	ENSG00000078808	34.9620208740234	11.0895557403564	7.7213363647461
80	ENSG00000176022	3.5911877155304	5.89039707183838	4.06471920013428
81	ENSG00000184163	0.634935796260834	0.322356998920441	0.0724255591630936
82	ENSG00000260179	0.162469685077667	0.255990654230118	0.0521226935088634
83	ENSG00000160087	10.3836631774902	5.93902158737183	4.51911020278931
84	ENSG00000230415	6.35286474227905	1.67152416706085	0.126638844609261
85	ENSG00000162572	15.0787286758423	5.29134941101074	0.40687569975853
86	ENSG00000131584	31.9605331420898	42.0308685302734	3.3874192237854
87	ENSG00000169972	3.33257293701172	1.51355504989624	0.417225003242493
88	ENSG00000127054	49.0246124267578	13.1930637359619	10.7199192047119
89	ENSG00000240731	20.4108829498291	2.97058582305908	1.55682110786438
90	ENSG00000224051	5.14351415634155	4.75526142120361	4.22556829452515
91	ENSG00000169962	0.465308368206024	0.091643713414669	0.109470434486866
92	ENSG00000107404	34.8649063110352	21.5021190643311	34.2490730285645
93	ENSG00000162576	52.8585319519043	5.68494415283203	4.98179817199707
94	ENSG00000175756	21.0908184051514	27.9888343811035	24.9508876800537
95	ENSG00000223663	0	0	0
96	ENSG00000221978	127.854400634766	31.2462253570557	10.8574495315552
97	ENSG00000224870	3.16409683227539	2.14052796363831	0.983426094055176
98	ENSG00000242485	19.9579467773438	19.6157188415527	23.0075626373291
99	ENSG00000235098	1.89678263664246	8.62077522277832	0.362422257661819
100	ENSG00000225905	0.611841976642609	1.06502485275269	0.0598211139440536
101	ENSG00000230270	0.035712156444788	0.0225075297057629	0
102	ENSG00000205116	0.0643109083175659	1.35781705379486	0
103	ENSG00000236239	0.196121707558632	8.40516662597656	0
104	ENSG00000225285	0.576304316520691	0.0820162668824196	0.0381702296435833
105	ENSG00000179403	4.95073413848877	3.08278942108154	0.519469261169434
106	ENSG00000215915	0.990769803524017	0.684617221355438	0.10212168097496
107	ENSG00000160072	8.07560920715332	3.23665332794189	1.04568409919739
108	ENSG00000197785	5.92301607131958	5.60108232498169	5.3926420211792
109	ENSG00000205090	7.6577877998352	15.6855039596558	0.0647929459810257
110	ENSG00000160075	17.2154655456543	20.7160148620605	20.2531051635742
111	ENSG00000215791	7.94656085968018	2.87954807281494	11.7672090530396
112	ENSG00000215014	0.279458969831467	1.16440570354462	0.398464947938919
113	ENSG00000236684	0	0	0
