HPA_heart HPA_brain HPA_kidney AltIso_heart AltIso_brain GTEx_heart GTEx_brain GTEx_kidney
ENSG00000135476 0.2 0.4 7 0.03 0 0.1177813783288 0.107845813035965 0.0410655662417412
ENSG00000135480 1.4 1.5 43.8 0.26 0.53 0.135674640536308 0 0.329218208789825
ENSG00000135482 3.7 3.4 5 2.3 1.86 7.4477481842041 1.66850686073303 2.08748245239258
ENSG00000135503 6.6 21.3 32.8 4.02 22.1 5.46348905563354 11.2290182113647 5.00943994522095
ENSG00000135506 81.2 71.5 119.3 63.5 82.66 91.4610900878906 35.7036361694336 15.8555774688721
ENSG00000135517 0.3 0.2 0 0 0.14 0.0304826274514198 0.137683346867561 0.0312937013804913
ENSG00000135519 0.2 13.2 0.8 0.1 13.02 0.144425839185715 20.4558334350586 0.0360653586685658
ENSG00000135521 11.2 11.5 11.8 5.03 6.69 11.7154607772827 11.3312873840332 18.807861328125
ENSG00000135525 1.1 29.9 33.6 0.73 19.39 0.680979371070862 27.8904647827148 0.180180072784424
ENSG00000135535 74.5 44.4 233.7 61.62 22.8 48.1392822265625 28.7619171142578 81.3973617553711
ENSG00000135537 5.3 3.2 4.9 0.41 0.79 0.513613283634186 1.26470398902893 0.778656780719757
ENSG00000135540 13.3 7.7 7.2 2.9 2.67 0.23493891954422 1.61802172660828 0.336499094963074
ENSG00000135547 6.8 6.8 2.1 5.57 1.17 4.49622678756714 3.18659329414368 2.82047486305237
ENSG00000135577 0 0.2 0.1 0.07 0.27 0.0200767572969198 0.234086886048317 0
ENSG00000135587 3.1 2.6 5.9 0.97 1.09 7.6546983718872 1.48610842227936 1.08514702320099
ENSG00000135597 19 21 14.3 4.21 5.18 5.97803163528442 14.1721887588501 2.80182123184204
ENSG00000135604 3.3 0.7 1.7 2.74 0.37 0.558563351631165 0.408980280160904 0.539694547653198
ENSG00000135605 1.3 0.3 1.5 0.3 0.03 0.562767446041107 0.193222999572754 0.469953835010529
ENSG00000135617 48.6 9.9 16.4 46.72 8.43 5.89106750488281 14.3860998153687 23.8643531799316
ENSG00000135622 2.4 9.6 2.2 0.4 3.8 5.3781795501709 2.41117429733276 0.450642019510269
ENSG00000135624 109.3 83.3 83.3 82.52 91.6 60.3194580078125 51.269115447998 61.5117225646973
ENSG00000135631 13.6 18.7 42.1 6.84 24.48 3.05477714538574 5.01181030273438 1.6200704574585
ENSG00000135632 13.3 16.4 12.6 3.52 9.73 10.6439113616943 18.1181411743164 5.67642688751221
ENSG00000135636 18.5 9.3 6.5 12.62 9.84 2.6336030960083 2.16157650947571 16.6074752807617
ENSG00000135637 2.3 3.5 3.4 0.3 0.35 4.90212202072144 1.14855206012726 0.669918179512024
ENSG00000135638 0 4.8 26.6 0 1.68 0 0.00506905745714903 0.00825695507228374
ENSG00000135643 4.9 23.7 3.8 1.14 37.5 2.38897728919983 17.0633430480957 0.546490490436554
ENSG00000135655 28.5 15.3 18.5 9.48 4.22 11.6796865463257 6.57466173171997 11.2218379974365
ENSG00000135677 42.2 21.5 102.4 11.44 5.52 37.1443786621094 13.1495447158813 14.7385921478271
ENSG00000135678 33.4 12.5 71 4.28 5.04 7.22966194152832 1.71986937522888 2.64896154403687
ENSG00000135686 12.4 9 17.3 8.71 2.55 8.54125881195068 2.8335919380188 1.37080466747284
ENSG00000135697 0 0.3 2.6 0.08 0.17 0.739729106426239 0.142926648259163 0.0388020537793636
ENSG00000135698 10.4 18.5 12.2 6.15 10.99 6.52101993560791 13.8652629852295 3.18530035018921
ENSG00000135702 0.1 0.6 0.1 0 1.14 0 0.988843202590942 0
ENSG00000135709 5.2 61.8 4.7 1.33 47.53 1.11059391498566 27.3084144592285 2.10026597976685
ENSG00000135720 51.7 86.3 43.7 6.12 30.79 30.8645629882812 60.0195198059082 14.5239095687866
ENSG00000135722 1.8 1.4 3.2 0.83 0.63 7.07870721817017 0.349382400512695 0.875548899173737
ENSG00000135723 14.1 4.7 9.8 3.11 1.33 17.3322734832764 5.45418453216553 36.2882843017578
ENSG00000135736 7.2 1.1 4.5 2.38 0.12 5.13218307495117 0.33195635676384 0.211013317108154
ENSG00000135740 0.8 1.9 0.5 0 2.26 0.989482998847961 11.9928770065308 0.307821482419968
ENSG00000135744 90.8 110.2 24.1 45.45 118.26 3.36297512054443 47.6258659362793 10.8394365310669
ENSG00000135747 1.3 2.5 2.4 0.05 0.14 0.852281987667084 0.877064287662506 0.334945350885391
ENSG00000135750 30.5 46.8 11.7 4.86 11.55 3.13997745513916 13.897801399231 0.0275123063474894
ENSG00000135763 1.6 2.5 1.7 0.83 1.09 0.956979811191559 1.29931569099426 3.77821016311646
ENSG00000135766 36.7 23.8 26.6 10.39 3.39 10.1390466690063 21.3731365203857 108.99755859375
ENSG00000135773 0.3 0.8 0.2 0 0.16 0.122024558484554 0.319159060716629 0.106480658054352
ENSG00000135775 15.1 10.9 14.9 4.8 3.14 1.8437727689743 1.85278010368347 2.99161124229431
ENSG00000135776 6.1 5 8.4 1.74 1.27 3.89192819595337 6.17554569244385 4.64040899276733
ENSG00000135778 34.9 29.1 33.3 18.72 16.34 2.00876379013062 2.65975332260132 1.61449539661407
ENSG00000135821 209.7 702.4 145.3 166.85 651.65 183.972686767578 140.443954467773 399.596405029297
ENSG00000135823 4.8 17.9 8.4 1.52 10.75 4.68492746353149 11.5794973373413 2.24637651443481
ENSG00000135824 0 3.2 0 0 0.36 0.0264004729688168 7.083993434906 0
ENSG00000135828 2.7 3.6 6 0.95 1.59 7.15897560119629 2.5057258605957 1.10255146026611
ENSG00000135829 23.3 40.1 44.1 7.51 14.98 25.4842567443848 28.2687149047852 17.1557216644287
ENSG00000135835 4.2 2 2.8 1.23 1.01 2.0371470451355 0.585462391376495 0.138029173016548
ENSG00000135842 129 1.8 3.2 41.29 0.68 2.33943629264832 0.438278526067734 18.5946178436279
ENSG00000135847 28.6 24.4 22.5 7.7 10.98 13.7637538909912 9.69184112548828 6.57208204269409
ENSG00000135862 56.4 6.9 21.9 20.39 1.96 22.2126770019531 4.72621154785156 17.5882835388184
ENSG00000135870 2.7 4.4 3.8 1.1 1.29 3.9944474697113 5.90867614746094 6.4784049987793
ENSG00000135900 26.5 14.7 28.2 8.53 8 7.95549535751343 12.1954498291016 21.8070030212402
ENSG00000135902 0 0 0 0 0.09 0.00505124032497406 0.0668542608618736 35.2779235839844
ENSG00000135903 0.1 0 0 0 0 0.0546358190476894 0.0107606686651707 0.308492571115494
ENSG00000135905 2 19.7 3 0.15 6.34 7.39158391952515 6.53885793685913 0.160998314619064
ENSG00000135912 6.2 18.8 5.6 0.25 2.04 3.65016627311707 4.67712211608887 1.50972211360931
ENSG00000135913 2 3.7 3.1 0.62 0.85 1.25920283794403 0.66795563697815 0.793578743934631
ENSG00000135914 3.2 0.1 3.5 0.4 0.12 0.593639194965363 0 0
ENSG00000135916 36.6 330 83.6 21.58 430.34 31.3561859130859 269.854095458984 2.88625979423523
ENSG00000135917 0.4 1.7 3.8 0.75 0.54 0.826368868350983 1.99123871326447 0.231679737567902
ENSG00000135919 52.4 129.7 28.3 4.21 55.11 16.9811916351318 40.0950317382812 1.06501185894012
ENSG00000135924 51 113.8 58.8 34.23 129.64 42.1640014648438 39.2891426086426 18.6589832305908
ENSG00000135925 0.1 0.3 0.8 0 0.5 0.0927343741059303 0.847462594509125 0
ENSG00000135926 79.3 41.4 92.9 47.79 55.36 50.7953071594238 16.5610733032227 38.0209426879883
ENSG00000135929 12.6 18 42.9 3.17 18.07 27.2860374450684 9.93335151672363 11.1871852874756
ENSG00000135930 22.7 33.4 57.2 46.7 46.88 7.79466104507446 12.6429920196533 15.1677379608154
ENSG00000135931 2.3 7.1 4.9 0.5 3.41 4.11744070053101 2.91632533073425 0.0727578550577164
ENSG00000135932 42.7 45.5 47.1 12.71 20.09 11.0333156585693 28.786563873291 54.0226287841797
ENSG00000135940 224.7 80.9 159.8 559.94 275.24 71.1020126342773 76.6979446411133 85.9870223999023
ENSG00000135945 17.1 13.3 16.3 6.33 1.68 16.7368354797363 12.1476802825928 7.67350435256958
ENSG00000135951 1 4.4 6.5 0.09 0.91 0.428223609924316 0.974592924118042 0.0802476778626442
ENSG00000135953 2.4 1.9 8.4 1 0.71 1.37154865264893 0.774276733398438 0.47813206911087
ENSG00000135956 52.5 23.3 29.2 13.11 16.83 13.3128519058228 14.119758605957 8.18667697906494
ENSG00000135960 0 0 0.7 0 0 0.00714888563379645 0.0135167231783271 0
ENSG00000135966 4.9 7.2 7 2.31 4.86 4.30554151535034 4.72872972488403 4.46625804901123
ENSG00000135968 9 23.1 21.5 1.3 4.78 7.87386655807495 14.554762840271 5.47892189025879
ENSG00000135972 46.5 15.3 26.8 21.43 10.54 18.4899463653564 20.5478382110596 32.8455772399902
ENSG00000135973 0 0.8 0 0 0.41 0.0183425899595022 0.653162002563477 0
ENSG00000135974 12.1 12.9 8.9 1.76 2.69 10.1167478561401 7.00551557540894 3.56303215026855
ENSG00000135976 2.6 5.2 2.6 0 0 2.17029285430908 3.14668536186218 1.10464239120483
ENSG00000135999 13.6 16.3 11.9 4.81 8.42 9.02953052520752 7.19842004776001 7.51838064193726
ENSG00000136002 1.8 75.4 1.1 0.74 47.48 3.01977062225342 30.9519081115723 0.692863523960114
ENSG00000136003 325.5 97.4 210.8 198 80.64 54.6070518493652 96.273910522461 55.7240867614746
ENSG00000136010 1.6 3.1 0.4 0.32 0.83 0.277232855558395 1.79444432258606 0.949390470981598
ENSG00000136011 0.5 0.1 0 0.01 0 0.129780992865562 0.00806422345340252 0.0150123005732894
ENSG00000136014 0.6 0.6 1.5 0.04 0.05 1.186687707901 0.387309551239014 0.133635967969894
ENSG00000136021 12.4 15.9 19.2 2.4 0.62 4.86626863479614 9.16704750061035 8.40146446228027
ENSG00000136026 29.7 11.3 14.7 11.86 9.28 19.2286968231201 3.44393277168274 4.06276798248291
ENSG00000136040 1.6 8.2 3.8 0.44 1.16 1.03960931301117 2.22274494171143 0.15671318769455
ENSG00000136044 13.1 24.3 20.8 5.4 5.9 12.5029850006104 18.2333240509033 7.8856372833252
ENSG00000136045 14.3 23.9 22.1 4.36 8.81 14.0111198425293 16.7660160064697 8.68796062469482
ENSG00000136048 3.9 3.9 21.3 1.75 1.58 5.68119144439697 1.23788022994995 0.9938725233078
ENSG00000136051 10.8 15.4 22.6 2.36 2.25 11.0589551925659 8.30505657196045 11.7985343933105
ENSG00000136052 1.8 7.3 8.3 0.2 1.52 1.4558162689209 3.3894259929657 0.07882659137249
ENSG00000136059 4.5 4.5 2.9 0.26 1.7 5.19199514389038 4.47479009628296 0.265768885612488
ENSG00000136068 11.5 7.2 35.6 5.84 5.76 17.2739505767822 8.88134956359863 3.23107552528381
ENSG00000136098 6.5 6.7 7.2 0.59 1.04 4.09438610076904 5.24873208999634 2.10779142379761
ENSG00000136099 0 3.9 0 0 10.3 0.00790431443601847 23.97434425354 0
ENSG00000136100 21.2 19.3 24.4 6.47 5.75 12.084792137146 12.4863519668579 11.0626373291016
ENSG00000136104 20.6 15.5 14.6 5.49 3.25 7.5436201095581 9.56416416168213 4.0407862663269
ENSG00000136108 5 7.9 5.1 1.85 4.39 0.958458602428436 5.64044523239136 0.619531035423279
ENSG00000136110 0 1 0 0 0.42 0 4.93980407714844 0
ENSG00000136111 24.7 5.8 22.2 13.51 2.38 25.4635810852051 7.75659322738647 28.9517993927002
ENSG00000136114 5.1 3.2 1.4 1 1.03 1.26985621452332 3.2619743347168 0.96008461713791
ENSG00000136122 0.6 1.1 1.2 0.14 0.29 0.581499695777893 1.48922634124756 0.454835891723633
ENSG00000136141 6.8 3.1 12.6 2.88 0.97 2.88295841217041 1.2991316318512 1.21972382068634
ENSG00000136143 71.3 43.5 54.2 19.49 19.73 6.79681062698364 23.1705455780029 41.5843620300293
ENSG00000136144 13.5 22.7 15.8 3.22 6.2 2.99750137329102 12.3466682434082 4.38805770874023
ENSG00000136146 41.2 27.3 31.5 13.82 6.77 11.6808576583862 17.8443279266357 19.010326385498
ENSG00000136147 18.1 16.1 21.4 3.11 3.64 10.9287061691284 4.64155101776123 3.13924360275269
ENSG00000136152 12.1 8.8 11.5 1.31 1.17 3.73309731483459 3.9538402557373 4.89257287979126
ENSG00000136153 209.5 23.5 52.4 0 2.23 1.67094850540161 22.4224033355713 15.3001079559326
ENSG00000136155 0.2 0.2 0.1 0 0 0.0300984252244234 0.139899954199791 0.0308992750942707
ENSG00000136156 336.3 330 851.1 90.87 157.29 359.227630615234 331.317291259766 96.242301940918
ENSG00000136159 8.3 7.9 13.4 2.76 2.58 7.96660947799683 7.67351722717285 6.05678081512451
ENSG00000136160 16.2 50.8 26.3 8.01 8.16 2.70535016059875 20.9298439025879 4.68372583389282
ENSG00000136161 9.4 14 16.3 2.36 2.11 10.035382270813 4.94535112380981 1.89265823364258
ENSG00000136167 11.4 8 9.2 4.64 1.55 2.3776273727417 0.979859471321106 0.738813698291779
ENSG00000136169 7.8 4.3 7.5 2.86 2.95 4.3071722984314 3.84294199943542 1.2349978685379
ENSG00000136193 15.5 91.5 21 6.17 95.89 13.8475027084351 67.0499954223633 0.87842345237732
ENSG00000136197 1.5 1.7 2.7 3.32 5.81 0.17856077849865 0.0900301188230515 0
ENSG00000136205 18.3 18.6 38.5 3.41 3.71 7.10700273513794 6.73812103271484 4.49508380889893
ENSG00000136206 0.1 0.1 0.2 0 0.14 0.304584622383118 0.00752800004556775 0.0429180897772312
ENSG00000136231 0.2 0.4 0.1 0.07 0.11 0 0 0
ENSG00000136235 227.6 15.6 25 56.9 1.3 12.9116411209106 2.10755157470703 8.05325603485107
ENSG00000136238 73.2 115.9 80.8 46.74 55.31 60.0140571594238 118.653327941895 66.316535949707
ENSG00000136240 40.8 25.9 60.2 11.88 14.88 34.9505271911621 20.7056522369385 14.9275312423706
ENSG00000136243 18.6 21.8 18.1 8.78 7.63 10.1218280792236 12.932469367981 4.27285146713257
ENSG00000136244 6.7 2.4 2 3.04 1.05 0.125659137964249 0.122754529118538 0.116102375090122
ENSG00000136247 29.7 23.8 35.6 10.81 13.05 16.3989543914795 10.0937757492065 14.660101890564
ENSG00000136250 2.5 4.7 2.1 0.72 1.01 0.387901395559311 1.60919761657715 0.0504079237580299
ENSG00000136261 208.5 17.1 12.8 63.71 5.5 7.5959038734436 15.4200677871704 67.3347473144531
ENSG00000136267 0.5 24.4 1.5 0 9.88 0.0435586012899876 21.4900054931641 0.245052441954613
ENSG00000136270 33.9 19.8 26.5 13.81 9.75 13.6923627853394 6.80835485458374 14.134316444397
ENSG00000136271 20.4 23.7 30.8 9.51 15.2 44.276008605957 12.8037528991699 8.87926769256592
ENSG00000136273 12.1 8.1 9.2 4.67 3.66 3.41990065574646 2.9738883972168 4.27448606491089
ENSG00000136274 2.2 26.3 1.1 0.94 31.6 8.55894756317139 11.5645008087158 0.417928040027618
ENSG00000136275 0 0 0 0 0 0 0.0252107102423906 0
ENSG00000136279 29.9 35.6 28.7 16.53 27.29 7.44862461090088 4.68883514404297 2.91701626777649
ENSG00000136280 19.8 27.2 13.2 6.81 18.61 3.5059962272644 16.9554576873779 3.76102113723755
ENSG00000136286 0.9 0.7 0.7 0.46 0.83 0.409837454557419 0.110016420483589 0.112977094948292
ENSG00000136295 3.9 28.4 22.6 2.87 29.91 8.99272346496582 7.14774799346924 0.419758677482605
ENSG00000136297 0 20.8 0 0 2.94 0.032077219337225 4.87220478057861 0
ENSG00000136319 5.1 9 8.9 1.92 7.01 2.07960414886475 2.25141859054565 1.15005242824554
ENSG00000136327 0 0 0 0 0 0 0.0436121858656406 0
ENSG00000136352 0.1 0 0 0 0.06 0.0600777864456177 0.829851150512695 0
ENSG00000136371 10.8 5.9 84.8 7.02 5.18 1.69943189620972 0.75084924697876 1.04319274425507
ENSG00000136378 6.7 0.4 0.7 2.69 0.14 3.13143587112427 0.252791941165924 0.185297027230263
ENSG00000136379 4.4 15.5 13.7 0.89 7.1 0.575766146183014 11.8759336471558 0.277631312608719
ENSG00000136381 9.9 12.5 17.6 2.13 2.93 6.74963092803955 6.24412155151367 7.555917263031
ENSG00000136383 48.4 1.4 4.5 19.31 0.54 0.653571367263794 0.310532569885254 48.184253692627
ENSG00000136404 9.1 15.1 3.2 1.12 2.02 1.86366963386536 5.19050216674805 10.5259532928467
ENSG00000136425 14.2 7.4 5 4.73 5.64 4.47663354873657 2.95574331283569 3.11072635650635
ENSG00000136436 106.1 43.9 68 35.95 10.81 33.833309173584 11.4700021743774 30.3081493377686
ENSG00000136444 22 19.5 26.2 12.34 5.59 27.6937427520752 21.9351749420166 27.0042171478271
ENSG00000136448 25.3 37.2 31.7 13.15 26.45 19.7689342498779 11.1702499389648 19.1720104217529
ENSG00000136449 0.3 0.5 0.6 0.04 0.13 1.55043482780457 0.639311611652374 0.0620871409773827
ENSG00000136450 55.9 63.5 73.5 11.6 8.17 76.036636352539 27.5751609802246 14.3512258529663
ENSG00000136451 25.4 22.5 27.8 8.37 7.47 13.1706476211548 6.32081747055054 15.883861541748
ENSG00000136457 0.5 1.3 1.7 0 2.79 0.936414897441864 6.24342060089111 5.91977405548096
ENSG00000136463 23.9 9.6 26.7 14.67 9.45 6.26137685775757 10.133846282959 19.21755027771
ENSG00000136478 22.1 29.4 17.2 10.25 22.32 8.82577133178711 22.9550628662109 17.9169578552246
ENSG00000136485 17.2 24 26.2 16.45 26.66 8.0783863067627 13.6005907058716 4.59035921096802
ENSG00000136487 0.1 0 0 0 0 0 0 0
ENSG00000136488 0.4 0 0 0 0 0 0 0
ENSG00000136490 5.7 8.5 5.5 0.47 1.45 5.50962114334106 8.70587825775146 0.48481884598732
ENSG00000136492 0 0.3 0.3 0.07 0.05 0.26003423333168 0.712358593940735 0.0711875110864639
ENSG00000136504 18.1 21.3 12.9 7.64 17.72 13.2713861465454 14.212082862854 13.0880565643311
ENSG00000136514 2.6 1.7 2.4 0.26 0.54 1.09949314594269 0.834111094474792 0.355346620082855
ENSG00000136518 15.9 12.1 21.7 6.65 3.86 9.23386859893799 3.03892016410828 3.59932136535645
ENSG00000136521 193.2 66.7 125.6 151.42 68.13 9.91774559020996 30.9625415802002 26.5258350372314
ENSG00000136522 40 19.6 29.6 11.49 7.46 13.8039131164551 16.7945804595947 31.3245239257812
ENSG00000136531 0.1 35.7 2.4 0.02 10.68 0.114398874342442 33.559642791748 0.0144544942304492
ENSG00000136536 44.4 28.9 30.1 7.61 4.69 23.701623916626 21.800350189209 26.3599586486816
ENSG00000136541 0.2 128.3 0.2 0 114.45 0.0359965525567532 43.0980567932129 0.225421473383904
ENSG00000136542 0.5 0.1 0.1 0 0 0.0232039950788021 0 0.00476428028196096
ENSG00000136546 15.4 0.6 1.4 3.08 0.09 23.4147357940674 0.565805375576019 2.53933501243591
ENSG00000136573 0.4 0.1 0.2 0 0 0.08795265853405 0.011548338457942 0.00752440700307488
ENSG00000136574 67.7 0 0 21.36 0 35.3815765380859 0 0.0202967151999474
ENSG00000136603 6.1 14.4 13.6 1.97 2.84 5.15041351318359 4.51067924499512 4.80874586105347
ENSG00000136628 24.6 30 24.8 6.21 13.51 13.4171924591064 20.1330375671387 30.3273391723633
ENSG00000136630 6.6 1.5 2.8 2.95 1.14 2.22013378143311 0.174136236310005 1.00445258617401
ENSG00000136631 32.6 26.1 18.7 6.15 7.85 4.78664588928223 12.2697124481201 4.51901578903198
ENSG00000136634 0.9 1 0.2 0 0.07 0.0983193963766098 0 0
ENSG00000136636 10.7 26.2 21.7 4.88 13.31 13.5906848907471 18.7212562561035 8.5239896774292
ENSG00000136643 5.4 11.4 5.6 2.05 6.9 3.89415311813354 11.3230638504028 3.94716334342957
ENSG00000136653 6.2 5.8 3 4.58 2.74 0.976288378238678 0.775186479091644 2.35177206993103
ENSG00000136682 17.1 13.3 23.5 15.59 10.72 3.19466781616211 4.76866102218628 7.16349124908447
ENSG00000136688 0 0 0.1 0 0 0 0.0440537631511688 0
ENSG00000136689 1.1 1.5 1.2 0.42 0.16 0.146956980228424 0.0178114250302315 0.0464206673204899
ENSG00000136695 0 0 0 0 0 0.0223532095551491 0 0.0114739881828427
ENSG00000136696 0 0 0 0 0 0 0 0
ENSG00000136697 0 0 0 0 0 0 0 0
ENSG00000136698 0 0.1 0 0 0 0 0.00953234732151031 0
ENSG00000136699 13.3 11.8 12.8 5.34 7.54 29.0625972747803 9.00334072113037 7.45132112503052
ENSG00000136709 10.2 10.5 15.3 7.81 5.37 11.6595001220703 9.24470233917236 4.85860919952393
ENSG00000136710 17.1 25.3 33.3 6.05 27.11 20.8780212402344 36.1162872314453 9.10764598846436
ENSG00000136715 6.2 8.4 6.1 2.88 6.29 7.10528898239136 6.23604774475098 3.48746943473816
ENSG00000136717 5.5 80.9 49.3 6.83 150.2 30.2542476654053 65.3851547241211 269.584503173828
ENSG00000136718 33.8 26.4 29.6 22.16 25.97 24.9878883361816 22.6569442749023 21.3313789367676
ENSG00000136731 6.6 7.4 9.6 5.49 6.48 2.93296337127686 3.81363534927368 6.8864369392395
ENSG00000136738 19 22.9 11.1 3.97 6.25 7.05604028701782 9.54432392120361 10.5523147583008
ENSG00000136750 0 12.9 0.1 0 2.96 0.0102997943758965 81.8098602294922 0.00528692454099655
ENSG00000136754 15.2 41 27.5 11.71 26.67 6.88111352920532 16.5095596313477 5.8790397644043
ENSG00000136758 53 32.4 51.1 22.38 18.01 16.9030513763428 17.9421005249023 36.694522857666
ENSG00000136770 11.9 5.9 22.5 10.69 3.68 13.9733905792236 2.78274440765381 2.21444535255432
ENSG00000136783 26.5 18.5 24.9 3.8 7.02 5.07357120513916 12.0807180404663 3.48075556755066
ENSG00000136802 12.3 45 13.9 9.51 22.1 12.8288097381592 15.1812171936035 4.30102920532227
ENSG00000136805 0.9 22.2 0 0.34 8.07 1.52974104881287 5.60431861877441 0
ENSG00000136807 29 45.6 30.8 15.07 21.12 109.794158935547 23.2951946258545 6.86471176147461
ENSG00000136810 41.7 52.8 167.5 21.84 59.43 44.7462043762207 53.1195831298828 17.5925140380859
ENSG00000136811 12.6 10.9 11.7 4.64 4.62 10.4835176467896 4.89160823822021 0.647014141082764
ENSG00000136813 33.4 36.8 37 24.52 19.34 21.3355655670166 49.8216361999512 58.860221862793
ENSG00000136816 6.9 8.7 8.7 3.55 2.93 6.21732521057129 6.32639408111572 4.65874147415161
ENSG00000136819 30.4 52.8 68.5 26.42 36.4 9.77599906921387 15.0502061843872 8.09010887145996
ENSG00000136824 6.4 8.2 6.2 2.19 2.74 0.966453969478607 3.35856461524963 1.21069753170013
ENSG00000136827 13.3 20.2 20.2 6.23 14.35 6.26130485534668 9.20774745941162 3.36389303207397
ENSG00000136828 12.3 14.5 10.1 1.8 1.86 1.80134236812592 5.80841064453125 0.93082082271576
ENSG00000136830 15.5 9.2 21.2 9.93 5.08 15.8990564346313 4.50636148452759 3.41943335533142
ENSG00000136834 0 0 0 0 0 0 0 0
ENSG00000136839 0 0 0 0 0 0 0 0
ENSG00000136840 18.1 6.5 7.6 8.09 5.3 14.3452434539795 2.57359862327576 2.27174067497253
ENSG00000136842 121.5 21 4.7 170.15 36.53 93.9794311523438 18.04514503479 80.5954208374023
ENSG00000136848 18 16.7 18.7 5.28 3.63 13.5286960601807 14.2909774780273 5.39127445220947
ENSG00000136854 16.2 188.1 9.8 6.33 252.37 41.9556999206543 91.9762878417969 1.66458785533905
ENSG00000136856 8.7 9.7 10.9 3.96 5.38 4.21718311309814 6.17714071273804 2.35509037971497
ENSG00000136859 54 33.8 9.1 18.3 22.29 15.6618318557739 1.43063163757324 7.57989168167114
ENSG00000136861 15 11.4 9 5.83 3.12 11.4265251159668 4.88771963119507 13.8234214782715
ENSG00000136866 1.3 3.7 2.3 0.23 0.73 1.97693812847137 1.94112741947174 0.57256543636322
ENSG00000136867 5.8 30 17.4 4.74 12 0.495993554592133 1.05636966228485 0.684773862361908
ENSG00000136868 7.6 10.4 27 8.26 12.3 2.0952844619751 5.36601686477661 1.32628607749939
ENSG00000136869 7.5 10.9 6.7 3.08 1.27 2.74811673164368 8.0282678604126 1.95910716056824
ENSG00000136870 9.4 12.9 10.7 6.48 5.69 12.6582984924316 19.1197986602783 33.7382392883301
ENSG00000136872 0.4 2.4 1824.1 0 0.49 0.264642953872681 2.03810238838196 0.238552242517471
ENSG00000136874 7.9 9.5 10.2 2.47 3.66 7.0928897857666 3.54155373573303 5.77688264846802
ENSG00000136875 7.4 10.7 15.9 5.1 10.21 6.75999307632446 6.05269384384155 7.08512544631958
ENSG00000136877 24.6 15 19.1 8.97 4.55 90.1141052246094 5.2050724029541 7.25638246536255
ENSG00000136878 6.7 13.7 10.4 1.94 9.03 14.6233263015747 11.7398242950439 4.30154371261597
ENSG00000136881 0.1 0.3 0.1 0 0.15 0 1.5210747718811 0.057508759200573
ENSG00000136883 0.3 1.9 70 0 0.49 0.323485910892487 2.39873456954956 0
ENSG00000136888 95.7 64.1 142.6 33.75 31.08 58.6994552612305 48.9144020080566 45.8618202209473
ENSG00000136891 6.2 8.4 7.7 1.67 2.06 5.74913263320923 4.55144882202148 3.5280613899231
ENSG00000136895 16.3 17 5.7 1.74 4.84 2.75616192817688 6.14892482757568 0.711823225021362
ENSG00000136897 11.3 10.4 12.5 15.16 8.66 6.40511178970337 11.9937295913696 8.38393211364746
ENSG00000136918 0.1 0.1 0 0 0 0.0362855158746243 0 0
ENSG00000136928 0.2 47.9 0 0.13 46.12 0.00790102407336235 4.2592248916626 0.00811125244945288
ENSG00000136929 0 0 0 0 0 0 0.0435407683253288 0
ENSG00000136930 161.4 104.3 122.8 87.12 79.55 34.324275970459 45.3969573974609 29.9243850708008
ENSG00000136931 0 0 0 0 0.04 20.0657920837402 0 0
ENSG00000136933 9.9 12.3 10 1.98 15.66 4.20980262756348 8.73657512664795 1.7717057466507
ENSG00000136936 9.4 12.6 17.9 2.68 9.2 11.6517477035522 13.6425838470459 10.1099147796631
ENSG00000136938 25.3 23.1 32.2 32.81 72.81 134.683059692383 21.5004539489746 28.9456443786621
ENSG00000136939 0 0 0 0 0 0 0 0
ENSG00000136940 6.9 10.4 9.2 7.33 13.96 2.61412501335144 3.99213624000549 1.15604722499847
ENSG00000136942 375.2 118.2 216.8 1067.09 477.53 459.815856933594 56.4939994812012 70.6448059082031
ENSG00000136943 0.2 0.7 17.2 0 1.81 0 1.46578812599182 0.188744127750397
ENSG00000136944 0.9 0.1 2 0 0 0.010854534804821 0 0.00557167502120137
ENSG00000136950 29.7 36.4 20.4 19.23 26.29 3.57619380950928 22.2121772766113 7.70802736282349
ENSG00000136960 8.3 84.4 57.2 1.26 78.94 6.56896305084229 25.2110633850098 3.25757336616516
ENSG00000136982 1.1 1.9 0.9 0.43 0.45 1.08022320270538 1.07722949981689 1.15107810497284
ENSG00000136986 27 31.7 29.9 10.01 9.68 16.5097255706787 16.197135925293 20.4814262390137
ENSG00000136997 7.3 11.4 6.7 7.53 2.09 32.0001678466797 0.855594277381897 9.64724826812744
ENSG00000136999 13.6 11 5.4 1.88 3.3 1.41142296791077 6.27031946182251 0.334874898195267
ENSG00000137033 33.7 16.6 4.9 2.53 1.19 3.02997517585754 5.10264921188354 1.38695383071899
ENSG00000137038 23.6 13.7 20.7 24.79 13.76 9.20752143859863 13.9791116714478 9.70154857635498
ENSG00000137040 10.7 16.2 12.6 3.05 6.1 4.45988273620605 8.48915481567383 7.77998638153076
ENSG00000137054 14.5 7.6 6.1 4.27 4.34 20.9344310760498 8.2124433517456 5.27587890625
ENSG00000137055 14.8 13.1 13.4 9.67 8.98 3.65617108345032 7.51725435256958 16.5238246917725
ENSG00000137070 48.7 14 9.4 8.04 2.94 19.3720226287842 14.831901550293 3.22864460945129
