HPA_heart HPA_brain HPA_kidney AltIso_heart AltIso_brain GTEx_heart GTEx_brain GTEx_kidney
ENSG00000070371 7 2.1 1.6 1.06 1.18 2.01351594924927 1.49096596240997 52.817081451416
ENSG00000070388 0 0.6 0.1 0 0.73 1.82284379005432 1.78709137439728 0
ENSG00000070404 35.6 4.3 9.5 6.23 0.32 21.5098094940186 5.08270406723022 1.65583693981171
ENSG00000070413 18.3 31 24.7 12.29 30.37 20.4716033935547 28.8735198974609 7.77319717407227
ENSG00000070423 16.7 21.9 18.7 14.15 18.14 15.2918529510498 13.1147384643555 9.80800914764404
ENSG00000070444 3.2 8.7 3.5 1.56 9.23 10.8582143783569 5.21571588516235 1.04128849506378
ENSG00000070476 6.2 7.3 10.8 1.84 2.11 12.4488382339478 4.39988660812378 6.30371379852295
ENSG00000070495 19.1 9.6 11.1 13.34 7.4 7.13370990753174 2.82788491249084 3.8821120262146
ENSG00000070501 21.6 16.4 13.2 5.37 5.54 6.09088611602783 9.4099760055542 26.2772827148438
ENSG00000070526 1.8 2.1 0.7 0.96 0.45 1.1327018737793 2.12203860282898 0.383354008197784
ENSG00000070540 62.2 9.3 31.6 38 6.9 20.7358093261719 4.23616456985474 38.4325790405273
ENSG00000070601 0.3 1 0.4 0.26 0.8 0.009411352686584 0.49824520945549 0.811588525772095
ENSG00000070614 20.3 26.1 17 6.34 11.18 10.423942565918 11.6388673782349 3.29591703414917
ENSG00000070669 12.3 39.4 7.1 1.65 17.68 14.9064617156982 30.1294193267822 3.84604549407959
ENSG00000070718 11.3 26.3 10.8 1.94 13.23 3.04033589363098 15.3881034851074 3.17634701728821
ENSG00000070729 0 2.3 0 0 0 0 0.0281165633350611 0
ENSG00000070731 3.5 0.9 10.7 1.19 0.38 2.4801709651947 0.431043267250061 6.47342586517334
ENSG00000070748 0 0 0 0 0 0 0.30256712436676 0
ENSG00000070756 94.8 115.6 157.2 43.74 37.52 304.154968261719 73.6094741821289 28.3134899139404
ENSG00000070759 1.7 3.9 2.7 0.23 7.21 4.44923448562622 1.26799988746643 0.691511929035187
ENSG00000070761 35 29.1 20.9 13.5 20.8 15.7437915802002 38.0189895629883 4.35279369354248
ENSG00000070770 19.5 22.1 21.5 8.73 10.77 16.2163639068604 8.01178359985352 6.74593925476074
ENSG00000070778 20 4.9 10.1 6.72 1.07 5.55276441574097 2.99455094337463 2.64574766159058
ENSG00000070808 8.8 134.7 1.2 1.63 322.44 0.0817433595657349 34.8662223815918 2.7370297908783
ENSG00000070814 6.5 7.4 6.6 3.74 6.57 10.9240465164185 4.39801168441772 2.88136839866638
ENSG00000070831 49.7 70 75.1 80.25 118.91 34.7093200683594 36.7311782836914 22.2746315002441
ENSG00000070882 2.5 7.5 14.3 0.34 1.27 2.06472873687744 1.38469111919403 0.922906577587128
ENSG00000070886 0 0.6 0 0.09 0.44 0 0.75181370973587 0
ENSG00000070915 0 0.2 142.9 0 0 0.0168332885950804 0.0282910745590925 0
ENSG00000070950 1.8 2.9 2.1 0.25 0.36 1.64946126937866 2.05804800987244 0.574266374111176
ENSG00000070961 7 68.1 14.5 1.34 37.16 5.94375848770142 90.1497497558594 5.48673629760742
ENSG00000070985 0 0 0.2 0 0 0.0159360207617283 0.0301309563219547 0
ENSG00000071051 14.4 14.9 16.9 26.14 22.88 11.5822868347168 5.30221700668335 13.0800561904907
ENSG00000071054 41.1 93.4 13.1 15.7 59.08 7.89651489257812 18.3152561187744 8.61649131774902
ENSG00000071073 6.6 12.3 26.4 1.16 1.28 1.44475495815277 12.7635536193848 1.17455458641052
ENSG00000071082 632 348.9 561.3 2239.86 1678.9 331.152099609375 60.8731880187988 36.0234336853027
ENSG00000071127 95.8 59.2 98.4 58.22 29.55 22.9401111602783 9.5292043685913 9.73982524871826
ENSG00000071189 19 16.3 18 17.47 9.44 3.41057538986206 3.04182767868042 5.60653066635132
ENSG00000071203 0 0.1 0.2 0 0 0.0172055289149284 0 0
ENSG00000071205 26.5 2.8 9.2 13.95 1.48 17.9596519470215 1.10965752601624 15.5647048950195
ENSG00000071242 46.6 22.4 12.9 14.11 9.7 14.1288166046143 22.1178817749023 9.30463600158691
ENSG00000071243 9 9.1 9.8 12.49 2.2 4.61697959899902 3.01376724243164 2.78370785713196
ENSG00000071246 16 17.3 3.9 3.62 9.69 2.93895936012268 2.77649426460266 0.306088536977768
ENSG00000071282 23.9 6 13 13.62 2.66 13.8334321975708 1.77879703044891 59.2357482910156
ENSG00000071462 65.1 37.2 45.5 40.12 24.45 20.3396091461182 17.7015857696533 27.1952934265137
ENSG00000071539 0.5 1.2 1.2 0 0.2 0.64695656299591 1.20435309410095 0.0614972785115242
ENSG00000071553 55.2 89.5 74.6 33.12 90.67 24.8270282745361 35.476188659668 7.73632335662842
ENSG00000071564 12 15.9 15.4 2.9 2.78 14.6012601852417 4.1057596206665 1.82212746143341
ENSG00000071575 25.9 34.6 30.5 9.88 9.2 138.546478271484 6.21329975128174 3.13642311096191
ENSG00000071626 25.7 21.3 28.9 33.19 15.55 41.5409469604492 14.0179252624512 11.3918571472168
ENSG00000071655 17.1 15.7 18.9 18.76 13.68 40.7149238586426 19.8578510284424 12.8777103424072
ENSG00000071677 0 0 0 0 0 0 0 0
ENSG00000071794 15.7 18.2 14.6 1.65 4.21 5.58686542510986 15.2052125930786 3.64247608184814
ENSG00000071859 39.2 35.3 38.1 36.73 35.07 52.5770072937012 15.9433832168579 16.4576244354248
ENSG00000071894 19.3 13.1 24.6 0.03 0.04 47.5908241271973 18.2873764038086 6.87823104858398
ENSG00000071909 0 0.1 5.5 0 0 0.00407481892034411 0.0436585210263729 0.0125497225672007
ENSG00000071967 62.3 15.6 25.8 17.17 8.04 56.1908378601074 20.735330581665 12.3787574768066
ENSG00000071991 11.9 3 0.1 3.9 1.87 6.6047592163086 1.81247627735138 0.223770841956139
ENSG00000071994 20.6 20 31.1 4.23 4.12 6.43043994903564 6.3308277130127 5.72492742538452
ENSG00000072041 0.1 17.2 0.2 0 9.84 0.165747284889221 6.65622234344482 0.0191188119351864
ENSG00000072042 15 57.9 82.9 3.79 25.26 19.8768329620361 27.4608116149902 3.45167541503906
ENSG00000072062 224.6 62.4 38.5 82.04 68.04 37.3467178344727 23.6419830322266 55.9177131652832
ENSG00000072071 5.9 30 5.7 3.31 34.88 2.41124033927917 17.2765026092529 0.520372629165649
ENSG00000072080 0 0.1 0 0 0 0 0 0
ENSG00000072110 96.8 41.6 23.1 22.73 21.91 31.0869235992432 37.7600936889648 3.04071927070618
ENSG00000072121 3.6 5.3 5 1.53 2.74 3.78506326675415 2.62932705879211 3.90525650978088
ENSG00000072133 0.6 3.9 6.7 0.14 0.98 2.69878840446472 2.50478410720825 0.112397447228432
ENSG00000072134 22 50.4 11.9 10.09 33.77 16.0986099243164 17.9928741455078 4.36016082763672
ENSG00000072135 13.5 16.2 26.4 6.34 5.16 10.6747760772705 13.1516408920288 2.93343877792358
ENSG00000072163 72.8 13.1 16.1 62.86 10.01 11.5101013183594 8.539231300354 4.39149188995361
ENSG00000072182 0.1 10 0.1 0 1.47 0.116123788058758 1.6449613571167 0.0113536743447185
ENSG00000072195 27.1 15.5 3.1 19.03 5.12 9.62553215026855 4.1322193145752 19.2148933410645
ENSG00000072201 7.4 17.4 11.5 3.24 22.12 0.396855622529984 7.49050283432007 0.785122752189636
ENSG00000072210 32.1 22.7 127.3 9.41 11.87 15.5762577056885 34.0107269287109 12.5710916519165
ENSG00000072274 16.4 20.4 23.2 15.93 8.02 48.9120483398438 10.3705101013184 5.96731615066528
ENSG00000072310 24.3 56.4 27.2 2.78 14.51 32.4313163757324 8.80742931365967 12.5291051864624
ENSG00000072315 0 1.2 0.1 0 0.72 0 0.0204915273934603 0.00556308636441827
ENSG00000072364 13 20.8 22.3 5.37 5.24 14.7574653625488 17.611478805542 12.5291481018066
ENSG00000072401 34.7 12.4 9 56.74 19.64 5.57621145248413 10.7571620941162 78.2185287475586
ENSG00000072415 5.9 15.1 29.4 1.72 9.01 2.54664039611816 13.7251243591309 5.04546689987183
ENSG00000072422 12.1 5.3 31.1 3.35 2.19 3.37206101417542 2.08195853233337 22.3241004943848
ENSG00000072444 0.5 0.5 0.6 0 0 0 0.0875240787863731 0.0075035491026938
ENSG00000072501 14.3 13.9 19.7 2.45 2.16 8.12833023071289 3.97745275497437 5.29098129272461
ENSG00000072506 61.6 25.2 81.4 42.16 16.31 29.2572555541992 15.4883289337158 15.9209728240967
ENSG00000072518 16.2 16.7 12.2 7.67 8.82 5.68628072738647 8.30032062530518 3.68486928939819
ENSG00000072571 1.1 1 0.5 0.07 0.18 0.121939219534397 0.0455419272184372 0.528553545475006
ENSG00000072609 6.7 10.4 6.9 2.65 2.93 3.59870386123657 5.23569917678833 1.04579222202301
ENSG00000072657 0.6 7.7 7.6 0.2 3.78 2.5295102596283 0.753599524497986 0.0652038604021072
ENSG00000072682 25.2 6.9 68 5.1 1.91 1.40895438194275 0.557037532329559 1.93007040023804
ENSG00000072736 6.8 4.8 9.5 1.12 1.47 3.19154524803162 1.1753340959549 4.38151216506958
ENSG00000072756 7.4 12.8 12.6 4.07 1.8 2.91308283805847 3.54495453834534 2.11579394340515
ENSG00000072778 385.2 126 323 347.73 27.56 236.835540771484 73.052375793457 235.992462158203
ENSG00000072786 4.8 4.9 5.8 3.06 1.05 1.54361391067505 1.3394832611084 0.836065828800201
ENSG00000072803 36.2 47.6 23.5 13 31.89 9.04919242858887 28.7557678222656 10.6674480438232
ENSG00000072818 6.8 3.9 4.9 1.39 0.67 2.65514922142029 1.25588130950928 0.226699933409691
ENSG00000072832 1.9 69.1 6.9 0.92 85.11 7.73199129104614 22.947286605835 0.170994013547897
ENSG00000072840 5.1 1.7 26.7 0.99 0.18 12.7290210723877 0.63801908493042 0.267971962690353
ENSG00000072849 20.4 15.3 35.2 6.56 6.53 6.34874868392944 6.04894590377808 3.68937826156616
ENSG00000072858 0.6 10.4 1.3 0.06 2.84 0.194021910429001 0.31638041138649 0.066394791007042
ENSG00000072864 9.2 8.8 5.6 1.98 7.15 2.21195197105408 0.937835156917572 1.03734588623047
ENSG00000072952 7.9 18.5 7.4 2.04 8.31 6.71212005615234 16.1875553131104 2.4149067401886
ENSG00000072954 13.4 13.8 5.1 9.2 13.14 1.03325402736664 15.4999504089355 81.5073699951172
ENSG00000072958 26.9 35.5 32.1 15.18 47.15 15.3970165252686 21.3136520385742 12.4646701812744
ENSG00000073008 19.4 9.8 10.5 8.17 2.85 7.23474073410034 3.94682335853577 3.11731147766113
ENSG00000073009 9.7 11 8.7 2.45 6.06 2.29069256782532 1.98725497722626 1.09265661239624
ENSG00000073050 13.5 11.6 16.4 6.42 10.99 24.1266117095947 9.91434383392334 4.76967430114746
ENSG00000073060 9.1 30.9 5.1 3.12 12.19 21.4192123413086 14.9096975326538 1.96224308013916
ENSG00000073067 0 0 0.2 0 0 0.163227215409279 0.0395668111741543 0.00644501252099872
ENSG00000073111 4.7 2.9 3.1 1.45 1.26 1.50046956539154 1.36341547966003 3.73508071899414
ENSG00000073169 4.7 5.8 15.8 4.99 3.86 20.4133129119873 8.58681774139404 7.31998538970947
ENSG00000073282 0.6 0.1 0.5 0.29 0 0.0938761830329895 0.0621235854923725 7.5701789855957
ENSG00000073331 2.9 2.1 5.4 0 0 10.0377864837646 1.24168646335602 0.906737267971039
ENSG00000073350 2.6 1.9 49.8 0.4 0.52 7.27803945541382 0.388726532459259 0.118723914027214
ENSG00000073417 10.4 14.3 23.8 2.27 8.23 14.1748628616333 11.3926239013672 2.50614047050476
ENSG00000073464 9.7 27.4 3.1 5.95 19.93 0.290628165006638 22.0613975524902 29.2225475311279
ENSG00000073536 3.3 6 4.8 0.6 1.96 9.98664569854736 4.63168144226074 2.1799054145813
ENSG00000073578 291.6 48 124 167.81 42.71 43.0713844299316 25.4022407531738 91.4652252197266
ENSG00000073584 59.5 35.5 51.2 30.57 27.67 13.5403079986572 9.40753746032715 9.37061214447021
ENSG00000073598 0 0.1 0 0.07 0.56 0.615767359733582 1.26128089427948 0.0607838034629822
ENSG00000073605 3 3.1 2.9 0.14 1.13 13.4834661483765 7.7368426322937 0.40135332942009
ENSG00000073614 5.5 6.8 9.6 3.19 3.71 4.71041107177734 2.15163087844849 3.56086659431458
ENSG00000073670 7.4 14.4 0.2 4.05 10.27 1.15490555763245 6.72689151763916 0.0849410220980644
ENSG00000073711 40.9 4.5 19.8 13.57 2.61 1.81635868549347 2.05293130874634 11.9091396331787
ENSG00000073712 47.2 34.1 40.7 30.04 15.55 8.89367771148682 12.0517063140869 10.1551895141602
ENSG00000073734 0 0 0 0 0 0.00643632421270013 0 0
ENSG00000073737 21.6 4.2 0.2 0.83 0.37 0.0421767123043537 0.295058071613312 0.00865978747606277
ENSG00000073754 0.2 0.1 0 0.72 0.04 0 0.00811957288533449 0
ENSG00000073756 3.6 7.9 6.6 0.22 0.95 1.87359690666199 0.217621192336082 0.0493192039430141
ENSG00000073792 6.4 0.5 5.2 4.09 0.05 1.68061316013336 0.376933366060257 0.576253533363342
ENSG00000073803 7.4 22.8 26.5 0 2.75 4.21420288085938 3.94418811798096 0.730879187583923
ENSG00000073849 48 24.1 43.1 12.39 15.21 3.83860850334167 3.26862859725952 2.32862210273743
ENSG00000073861 0.2 0.1 0.2 0.07 0.07 0.0984167009592056 0 0.0126294186338782
ENSG00000073921 74.6 85.3 131.4 20.39 43.01 36.6875801086426 45.2088661193848 29.3751029968262
ENSG00000073969 8.7 141.6 15.5 5.44 115.33 2.12866997718811 113.03938293457 11.7460355758667
ENSG00000074054 17 19.9 12.8 7.67 13.23 9.21706104278564 11.6235380172729 11.0832462310791
ENSG00000074071 30.7 24.7 40.6 7.56 7.8 20.6317234039307 19.3352146148682 10.9389953613281
ENSG00000074181 16.1 8.5 16.4 12.83 11.36 23.7718963623047 2.81086158752441 7.1466326713562
ENSG00000074201 58.9 70.5 51.9 18.69 31 19.6593971252441 14.1783876419067 11.9383573532104
ENSG00000074211 1 83.3 0.2 3.12 95.45 0.386975884437561 57.1242828369141 0.0993181094527245
ENSG00000074219 21.7 1.7 10.6 40.93 3.94 18.6232891082764 0.692500650882721 2.98253488540649
ENSG00000074266 6.4 9 9.1 4.69 5.54 3.93522667884827 2.44781351089478 0.930265307426453
ENSG00000074276 0.1 2.5 13.9 0 0.33 0.014163370244205 0.65609347820282 0
ENSG00000074317 0.4 132.2 0.1 0.15 284.6 0.0899459049105644 38.0945167541504 0.153898596763611
ENSG00000074319 64.2 35.8 54.4 29.24 24.4 14.2840566635132 19.9317569732666 25.3661346435547
ENSG00000074356 15.8 18.8 17 4.47 6.98 12.4958076477051 5.69456624984741 4.20257186889648
ENSG00000074370 5.9 1.2 8.2 1.54 0.3 2.985924243927 0.609866619110107 0.457283020019531
ENSG00000074410 0.3 5.8 211.4 0.02 0.12 0.0581457279622555 39.842113494873 0.124360114336014
ENSG00000074416 76.3 47.8 44.4 17.96 36.45 2.47224545478821 13.7626447677612 7.09614706039429
ENSG00000074527 52.7 12.6 103 10.63 5.51 11.2672538757324 3.42014503479004 1.73486256599426
ENSG00000074582 28.2 17.3 23.9 8.86 6.85 14.5291633605957 6.25621032714844 4.8139214515686
ENSG00000074590 13 25.2 3.7 5.17 19.29 10.6982412338257 4.73643159866333 17.4929122924805
ENSG00000074603 12.4 19.4 12.8 5.99 8.3 3.45530462265015 11.4407091140747 10.4422054290771
ENSG00000074621 1.6 2.9 9.1 0.72 1.03 1.77890419960022 2.01686239242554 0.211951911449432
ENSG00000074657 33.8 37.6 12.3 7.53 7.96 20.7797431945801 20.4017944335938 21.2720069885254
ENSG00000074660 5.6 2.5 5.4 2.06 0.19 3.50725245475769 2.24754595756531 1.0577220916748
ENSG00000074695 29.8 15.8 49.3 9.59 5.5 20.1375427246094 16.3909797668457 20.7237968444824
ENSG00000074696 9.2 77.4 65.8 1.98 17.46 6.81373882293701 30.0502853393555 0.734703302383423
ENSG00000074706 0.7 16.2 2.6 0 12.81 0.219758301973343 8.32079410552979 0.14534205198288
ENSG00000074755 9.5 10 10.3 4.45 3.2 8.44449043273926 4.96852350234985 7.35465908050537
ENSG00000074771 0 0 0 0 0 0 0 0
ENSG00000074800 128.3 340.7 497.3 72.13 273.79 64.0851211547852 175.615203857422 20.6813640594482
ENSG00000074842 28 29 39 28.57 27.96 42.845874786377 15.4442682266235 5.26833391189575
ENSG00000074855 2.3 12 3.3 1.91 5.72 4.22937297821045 10.016547203064 2.05693793296814
ENSG00000074935 21 16.1 14.2 19.26 14.45 17.5324020385742 9.47477340698242 5.33300733566284
ENSG00000074964 23 13.7 31 15.44 5.44 6.30440378189087 3.58579039573669 7.9954948425293
ENSG00000074966 0.3 0.1 1.4 0.07 0 0.0455659106373787 0.0373332016170025 0.0421004854142666
ENSG00000075035 0.1 8.9 1.5 0.17 6.12 0.0650533959269524 14.8703126907349 0.0410980395972729
ENSG00000075043 0.2 22.7 0.1 0 24.54 0.0140814287588 10.3790760040283 0.0144561035558581
ENSG00000075073 1.5 1.2 0.2 1.01 0.52 0.584107041358948 0.798778176307678 0.695818841457367
ENSG00000075089 17.5 27.4 22.6 2.5 10.28 6.18864583969116 14.8271970748901 7.8014931678772
ENSG00000075131 3.9 5.8 4.7 0.46 2.49 2.50945591926575 1.98330950737 1.697833776474
ENSG00000075142 60.1 136 62.4 10.04 35.39 20.9100589752197 88.0150527954102 7.6707410812378
ENSG00000075188 12.7 4.6 11.2 1.55 0.75 3.21814179420471 2.37916946411133 5.89298295974731
ENSG00000075213 1.8 2.8 0.4 0.26 1.15 0.297578573226929 5.35538673400879 0.0381870567798615
ENSG00000075218 0.4 0.5 0.4 0.2 0.14 0.101674064993858 0.20185175538063 0.0104379383847117
ENSG00000075223 20.8 8.4 10.6 3.93 2.5 3.52603960037231 2.43226027488708 5.47254371643066
ENSG00000075234 14.3 4.3 81.5 6.11 2.68 19.0119075775146 3.96742081642151 6.03668260574341
ENSG00000075239 184.6 33.8 329 108.72 12.92 8.98898410797119 11.406683921814 57.4598922729492
ENSG00000075240 26.5 16.1 10.3 4.62 12.39 5.61131763458252 4.94052219390869 2.64263963699341
ENSG00000075275 2.9 0.3 19.3 1.5 0 0.274016201496124 0.0307203698903322 0.0419255867600441
ENSG00000075290 0 0.1 0.6 0 0 0.10487063229084 0.0755366310477257 0
ENSG00000075303 13.1 12.6 13.2 2.46 4.69 3.35764122009277 11.2523765563965 1.32328653335571
ENSG00000075336 55.2 19.3 26.7 53.1 14.5 9.43841648101807 14.9856376647949 18.4112110137939
ENSG00000075340 0.6 25.5 0.1 0 10.69 0.117808483541012 8.33198642730713 0.0841343328356743
ENSG00000075388 0 0 0 0 0 0 0 0
ENSG00000075391 13.3 9.3 6.9 6 3.26 3.14861440658569 6.56590843200684 3.19724059104919
ENSG00000075407 4.2 7.4 6.8 1.5 1.61 5.74051475524902 3.08116292953491 1.31155574321747
ENSG00000075413 39.5 38 28.5 21.89 12.06 23.4768085479736 14.8762378692627 14.7461767196655
ENSG00000075415 549.5 156.4 289.3 317.69 110.08 148.066970825195 81.7585220336914 252.126480102539
ENSG00000075420 29.7 5.3 21.2 8.26 0 13.427453994751 1.42694926261902 6.60136795043945
ENSG00000075426 11.4 18.4 30.5 57.32 23.48 70.229507446289 4.87744808197021 39.038890838623
ENSG00000075429 0 0.6 0.1 0 1.05 0.0484696216881275 0.122191615402699 0
ENSG00000075461 0 24.6 0.1 0 7.06 0 12.9404106140137 0
ENSG00000075539 9.5 14.4 10.7 1.67 1.73 3.24948287010193 6.03246212005615 1.95045149326324
ENSG00000075568 11.3 13.4 13.1 4.1 5.38 10.6900835037231 11.1545133590698 6.57225894927979
ENSG00000075618 9.9 45.1 6.7 6.93 122.87 6.24110841751099 20.8742141723633 0.397343903779984
ENSG00000075624 423.6 786.5 521.8 377.87 3277.02 616.225524902344 734.54296875 142.158584594727
ENSG00000075643 0.2 0.1 1.1 0.12 0.04 10.6813955307007 0.110067673027515 0.308481752872467
ENSG00000075651 22.7 5.5 19.2 5.48 5.34 11.5998106002808 1.1082649230957 0.277433693408966
ENSG00000075673 0 0.1 6.7 0.04 0.37 0 0.0267171356827021 0
ENSG00000075711 30 51.8 36.8 8.02 11.89 5.57464170455933 23.5068435668945 5.05897951126099
ENSG00000075785 145.2 134.3 118.7 103.85 143.65 63.5901679992676 95.3669662475586 111.034706115723
ENSG00000075790 60.7 54 26.2 50.67 30.37 3.95129585266113 12.1284503936768 8.49180221557617
ENSG00000075826 6.1 7.2 4.4 0.74 0.38 18.6534843444824 16.5562152862549 2.40794324874878
ENSG00000075856 14.6 22.6 16.9 6.09 12.84 10.3403244018555 10.4912023544312 7.24980783462524
ENSG00000075884 12.3 2.6 7 0.57 0.2 0.647509157657623 0.149227529764175 0.126498639583588
ENSG00000075886 7.1 0.5 0.1 44.38 0 0.346506237983704 0.742509067058563 0.0304907970130444
ENSG00000075891 0 0.3 39 0 0 0 0.0038056627381593 0
ENSG00000075914 30.3 16.5 31.1 16.57 11.18 10.0313816070557 6.08578109741211 7.1144700050354
ENSG00000075945 39 57.6 18.3 6.01 25.11 8.61071109771729 25.3784999847412 8.48674774169922
ENSG00000075975 27.2 21.8 16.4 7.16 9.97 10.4162073135376 10.3935995101929 10.8232908248901
ENSG00000076003 4 6.9 6 1.25 4.02 4.00170183181763 7.81173372268677 7.05128526687622
ENSG00000076043 119.4 20.5 79.9 44.74 7.74 32.164379119873 6.44326686859131 9.12605571746826
ENSG00000076053 10.3 7.1 13.9 2.29 3.15 0.063792273402214 0.281434893608093 0
ENSG00000076067 7.4 2.1 5.3 3.56 2.14 6.62364959716797 2.46991610527039 2.2681303024292
ENSG00000076108 17.4 16.6 21.9 6.37 7.97 22.0386848449707 6.35805702209473 7.30431318283081
ENSG00000076201 6.9 13.1 10.9 5.18 13.9 20.2205848693848 10.5953187942505 7.16379165649414
ENSG00000076242 28.6 12.9 15.3 17.37 4.98 8.95782089233398 8.7305679321289 14.8277130126953
ENSG00000076248 16.7 10.2 21.3 8.36 9.65 5.380859375 10.878360748291 16.8508892059326
ENSG00000076258 5.8 2 32.1 1.46 0.31 2.69017362594604 0.701167285442352 0.916282653808594
ENSG00000076321 9.9 9.4 11.6 3.5 3.81 4.73052549362183 6.09875726699829 6.25375270843506
ENSG00000076344 12.6 19.9 1.8 2.7 5.71 2.35804581642151 9.9999761581421 0.348087191581726
ENSG00000076351 4.9 8.5 10.3 0.76 2.14 1.75643754005432 2.2535195350647 0.450793087482452
ENSG00000076356 5.5 9.9 4.2 4.03 10.86 9.21723079681396 5.17895936965942 1.93987345695496
ENSG00000076382 0.4 2.4 20.9 0.23 0.79 2.50998067855835 7.22998380661011 0.34908053278923
ENSG00000076513 12.2 16.9 23.4 3.22 5.25 8.0003252029419 13.4509601593018 1.83709633350372
ENSG00000076554 15.8 54.4 60.7 1.65 21.26 0.55834150314331 23.8431015014648 2.96567487716675
ENSG00000076555 20.3 5.3 19.6 20.55 2.02 9.7738790512085 3.82725238800049 32.1815795898438
ENSG00000076641 2.7 4.6 1.6 0.86 1.78 0.452013820409775 0.604177176952362 0.650903046131134
ENSG00000076650 3.4 4 4.8 1.34 2.02 4.7997899055481 4.19356393814087 2.79708170890808
ENSG00000076662 8.9 2.9 10.4 7.32 2.14 2.48251700401306 2.27680492401123 1.54375815391541
ENSG00000076685 56 49 53.5 11.52 10.94 16.1425132751465 15.0951919555664 7.73021125793457
ENSG00000076706 94.2 23.4 24.5 55.29 43.63 49.3331413269043 8.15031814575195 3.83224773406982
ENSG00000076716 6.4 5.5 25.5 1.87 2.33 9.5085391998291 1.34703755378723 5.55281782150269
ENSG00000076770 7.1 0.7 8.2 2.37 0.15 0.717167615890503 0.170008510351181 0.331512123346329
ENSG00000076826 0.2 4.2 8.6 0.22 5.18 0.242053791880608 3.97355532646179 0.0155308935791254
ENSG00000076864 4.4 73.4 78.8 4.5 73.91 0.593611121177673 170.334197998047 0.0358473993837833
ENSG00000076924 11 12.4 17.7 5.79 12.53 43.7822723388672 13.3667545318604 10.7951307296753
ENSG00000076928 16.9 17.1 20 3.98 2.55 41.4212532043457 6.79807710647583 3.50846481323242
ENSG00000076984 9.6 9.3 11.3 7.2 9.55 18.7361602783203 7.0180401802063 10.9752702713013
ENSG00000077009 347.5 0.1 0.6 178.96 0 0.351879090070724 0.0709668025374413 50.5305099487305
ENSG00000077044 13.5 10.6 3.2 3.12 3.26 16.4350299835205 6.91102981567383 7.87151098251343
ENSG00000077063 1.3 14.1 7.3 0.21 3.35 0.965325713157654 12.6067180633545 0.620290338993073
ENSG00000077080 0 23.3 0 0 41.43 0.0205861870199442 29.0951194763184 0
ENSG00000077092 14.1 3.7 12.2 4.26 3.21 3.56035780906677 16.7376270294189 1.24325811862946
ENSG00000077097 39.7 56.9 41.1 11.1 20.43 24.7968406677246 40.8877334594727 20.401029586792
ENSG00000077147 32.1 45.1 61.6 11.29 17.39 17.5976409912109 25.577054977417 12.2262849807739
ENSG00000077150 7.6 3.8 12 3.71 3.42 22.1091270446777 1.29870140552521 2.64735341072083
ENSG00000077152 7.5 7.7 2.8 3.71 4.59 0.411813050508499 10.3385238647461 4.24531984329224
ENSG00000077232 24.9 25 28.5 7.52 8.12 9.70963478088379 29.9836444854736 8.48855304718018
ENSG00000077235 18.7 21.7 18 7.74 13.44 10.6694898605347 14.1701421737671 10.3649082183838
ENSG00000077254 17.4 33.1 27.1 3.57 8.29 10.8771953582764 24.8086071014404 8.16602611541748
ENSG00000077264 0.2 14.4 0.4 0 6.32 0.70656168460846 1.86057448387146 0.0125062363222241
ENSG00000077274 0.3 0 4.5 0.03 0 0.563117027282715 0 0.254910349845886
ENSG00000077279 0 6.4 0 0 0.86 0 2.45460176467896 0.00320375431329012
ENSG00000077312 15.7 13.2 14.7 7.26 11.56 75.7692337036133 20.4193897247314 10.6147928237915
ENSG00000077327 0.1 0.7 0.4 0 0.53 0.0276443809270859 0.0771582424640656 0
ENSG00000077348 9.7 9.9 9.5 3.67 5.48 10.3121385574341 14.1690816879272 10.1591148376465
ENSG00000077380 16.9 32.6 26 30.4 117.59 21.055908203125 27.024621963501 19.4681434631348
ENSG00000077420 1.8 8 3.4 0.31 0.65 0.400475233793259 0.916833579540253 0.305712789297104
ENSG00000077454 11.7 12.9 17.1 5.74 3.4 52.0940017700195 10.4831714630127 6.94915008544922
ENSG00000077458 6.6 10.3 8.3 0.55 0.52 8.79089260101318 6.36118078231812 3.6451849937439
ENSG00000077463 3.4 5.7 7.1 2.68 3.2 6.7304744720459 5.36328554153442 1.51891136169434
ENSG00000077498 0 0 0.1 0 0 0 0 0.0325153805315495
ENSG00000077514 4.7 4.9 25.3 1.15 1.52 4.21736478805542 2.42601752281189 1.08003318309784
ENSG00000077522 990.2 27.3 0.8 330.44 8.13 0.611683309078217 40.4878578186035 483.439819335938
ENSG00000077549 163.3 122.6 101.2 71.14 64.61 50.6210021972656 31.1760520935059 42.3070602416992
ENSG00000077585 17.3 27.3 46.1 3.28 5.97 5.74785470962524 33.4300804138184 0.705529510974884
ENSG00000077616 1.9 4.2 2 0.05 0.68 4.2622594833374 9.12427520751953 0.316151291131973
ENSG00000077684 9.8 9.7 23.5 6.78 6.86 9.93610954284668 4.82938575744629 4.00456714630127
ENSG00000077721 51.8 33.9 35.1 13.13 1.51 13.4700403213501 23.6404819488525 19.3388442993164
ENSG00000077800 0.5 0.3 0.6 0 0 0.180385589599609 0.189479559659958 0.0274348501116037
ENSG00000077809 63.7 147.3 104.3 9.76 10.46 11.6102170944214 23.5143299102783 8.1630334854126
ENSG00000077935 0 0 0 0.03 0.03 0.0483579374849796 0.0656438767910004 0.00763763627037406
