ENSG_ID	Atlas_heart	Atlas_brain	Atlas_kidney
26814		2.605	0.712	0.283
26815	ENSG00000157470	0.231	10.783	1.513
26816	ENSG00000168143	0.883	0.048	2.776
26817	ENSG00000125998	0	0	0.035
26818		0.384	0.296	0.466
26819		0.057	0.013	0.367
26820		0.032	0.734	0.158
26821	ENSG00000118894	0.222	0.067	0.286
26822		2.379	1.977	1.187
26823		0.223	0.339	0.572
26824		0.243	0.234	0.076
26825		0.022	0.437	0.022
26826		2.361	1.639	0.966
26827		0	0	0
26828		0	0.039	0.028
26829	ENSG00000166595	3.276	1.251	2.799
26830	ENSG00000171262	1.744	3.579	2.509
26831	ENSG00000183161	0.321	0.447	0.622
26832	ENSG00000171033	7.756	6.048	0.316
26833		1.046	2.311	0.15
26834		4.788	7.503	3.963
26835		1.007	0.712	0.916
26836		1.117	2.965	1.321
26837		7.246	15.102	5.497
26838		0.713	0.86	0.741
26839		0.679	1.18	0.752
26840		0.672	1.17	0.745
26841		0.404	0.159	0.597
26842		3.047	1.678	2.426
26843		6.928	7.378	14.936
26844		0.018	0.896	0
26845		7.351	2.314	2.278
26846		2.339	0.507	0.084
26847		3.732	3.792	1.886
26848		0.273	0.689	0.694
26849	ENSG00000171823	0.035	0.162	0.211
26850		2.771	6.018	2.085
26851		0.238	1.077	0.284
26852		0.395	5.518	0.966
26853		4.608	3.545	4.583
26854		3.601	3.653	1.818
26855		0	0	0
26856		0.078	0.265	0.208
26857		1.779	2.235	1.215
26858		2.264	2.589	2.566
26859		2.196	2.496	2.498
26860		21.447	9.054	1.309
26861		0.252	1.131	1.041
26862		0.012	0	0.046
26863	ENSG00000204923	0.406	0.168	0.212
26864		0.349	0.539	0.204
26865		10.33	21.171	16.276
26866		0	0.276	0.023
26867		8.883	9.592	8.416
26868		6.973	22.135	1.41
26869		0	0.24	0.192
26870	ENSG00000186431	1.415	1.014	0.08
26871	ENSG00000186431	1.194	0.975	0.067
26872		0.16	0	0.143
26873	ENSG00000090920	0.965	0.326	0.157
26874		0	0.135	0
26875		11.216	4.609	1.866
26876		4.014	0.79	0.25
26877		4.007	0.789	0.25
26878		0.012	0	0
26879		10.101	8.177	0.63
26880		10.087	8.166	0.629
26881		9.422	7.66	0.587
26882		0.171	0.446	0.089
26883		2.277	1.07	3.153
26884	ENSG00000130475	0.012	1.815	0.017
26885		0.65	0.073	0.467
26886	ENSG00000163534	0.03	0.024	0.072
26887	ENSG00000146618	0	0	0
26888		0.351	0.178	0.094
26889		4.466	54.888	0.82
26890		4.58	30.64	0.246
26891		11.879	20.455	9.301
26892	ENSG00000126266	0	0	0
26893	ENSG00000126262	0.391	0.018	0.009
26894		39.131	0	15.361
26895		0.098	0.3	0.159
26896		2.599	0.424	3.748
26897		4.179	2.994	3.282
26898		7.532	47.073	16.955
26899		7.096	44.302	15.982
26900		7.048	43.866	15.867
26901		6.548	40.755	14.76
26902		6.543	40.725	14.753
26903	ENSG00000161958	0.453	0.893	0.273
26904		0.331	5.464	0.751
26905	ENSG00000102466	0.652	2.436	0.111
26906	ENSG00000156427	0.393	0.025	0.122
26907	ENSG00000105550	0	0	0
26908		0	0	0
26909	ENSG00000075388	0	0	0
26910		0	0	0
26911	ENSG00000140285	16.766	0.27	2.111
26912	ENSG00000107831	0.495	0.075	0.109
26913	ENSG00000174721	0.625	3.532	1.367
26914		4.456	2.434	1.81
26915		5.949	3.117	2.451
26916		5.689	2.982	2.34
26917		0.242	10.937	8.25
26918		0.196	9.296	7.493
26919		0.183	4.26	1.976
26920		0.182	4.236	1.974
26921		0.067	0.012	1.903
26922		16.229	0.091	6.485
26923		0.903	0.654	2.044
26924	ENSG00000127951	12.732	5.912	13.384
26925		0.633	5.006	1.531
26926		62.061	7.587	1.719
26927		61.934	7.556	1.708
26928		110.214	1.542	2.274
26929		0.797	2.143	1.1
26930		2.408	5.406	3.004
26931	ENSG00000165197	1.554	0.341	0.237
26932		1.414	1.094	0.85
26933		77.762	6.657	1.893
26934	ENSG00000179943	0.196	0.142	0.286
26935		1.681	0.723	0.347
26936		5.722	3.298	3.539
26937		0.098	0.533	1.238
26938		17.616	25.736	17.958
26939		44.249	8.456	42.44
26940		0	0	0
26941		0.489	1.569	1.229
26942		5.733	2.477	3.903
26943		0.12	0.052	0.171
26944	ENSG00000204315	0.444	1.325	0.303
26945		0.467	1.691	1.215
26946		1.225	1.054	1.328
26947		0.018	0.107	0.035
26948		0.067	0	0.027
26949		0.01	0.021	0.05
26950		0	6.522	0.658
26951		1.325	0.695	0.978
26952		0	0	0
26953		0	0	0
26954		0	0	0.013
26955		0	0	0
26956		0.099	11.486	0.482
26957		2.022	0.411	0.219
26958		1.824	2.014	2.493
26959		0.076	0.339	0.602
26960		0.113	0.388	0.069
26961	ENSG00000235194	0.231	0.966	0.567
26962		0	0	0
26963		0	0.035	0.104
26964		0.031	0	0.008
26965		0.49	1.723	2.553
26966		0.646	7.936	1.362
26967		0.193	3.195	0.494
26968		0.066	0.067	0.082
26969		0.29	0.196	0.384
26970		0	0	0
26971		0.474	0.354	0.835
26972		53.529	1.865	72.754
26973		0.04	0.02	0.02
26974		6.907	2.902	3.314
26975		2.547	2.184	6.138
26976		19.487	23.852	12.29
26977		15.83	10.495	20.056
26978	ENSG00000126500	0.011	0.7	0.297
26979		0.678	3.029	0.795
26980		15.508	4.443	6.915
26981		14.795	3.708	7.59
26982		0.745	0.708	0.679
26983	ENSG00000076258	1.133	0.39	11.451
26984	ENSG00000117507	0.018	0.036	0.122
26985		4.426	1.244	0.931
26986		115.778	20.13	9.423
26987		109.684	19.126	8.94
26988		124.996	22.159	9.944
26989		3.622	6.81	2.625
26990		9.732	8.5	19.719
26991		11.434	7.86	10.628
26992		5.661	4.858	6.802
26993		0	0.074	0
26994		16.578	21.655	9.755
26995		1.045	1.734	0.796
26996		0.051	2.966	1.058
26997		0.05	2.861	1.02
26998	ENSG00000110195	0.077	7.704	22.542
26999	ENSG00000110195	0.066	6.611	19.379
27000		15.149	41.809	34.855
27001		1.774	1.395	1.89
27002		1.733	1.355	1.846
27003	ENSG00000187140	0.072	0	0
27004	ENSG00000204793	0	0	0
27005	ENSG00000168269	0	0	3.457
27006	ENSG00000186766	0.059	0.048	0.776
27007	ENSG00000176678	0.543	0.059	0.163
27008		0.149	0.097	0.275
27009		0.891	0.8	0.816
27010		6.031	4.987	3.466
27011		0.689	0.787	0.695
27012		0.016	0.067	0.033
27013		0.64	0.44	0.892
27014	ENSG00000189299	0	0	0
27015		0.179	1.671	0.74
27016		3.142	6.099	0.31
27017	ENSG00000204479	0	0	0.012
27018	ENSG00000181274	1.623	1.564	1.244
27019		0.473	0.262	2.17
27020	ENSG00000183090	0.011	0.475	0.025
27021		1.924	0.678	7.074
27022		0.068	0.301	0.124
27023		0	0	0
27024		0	0.296	0.051
27025		0.658	0.77	0.389
27026		0.752	0.127	0.492
27027	ENSG00000186765	0	0	0.012
27028		0	1.354	0
27029		0.395	2.526	0.562
27030		1.634	11.986	2.261
27031		9.276	9.9	9.394
27032		14.574	0.03	0.112
27033	ENSG00000131808	0	0.02	0
27034	ENSG00000168843	0	3.185	0.015
27035		43.503	53.459	66.455
27036	ENSG00000132446	0	0	0
27037		0.552	4.07	0.412
27038		1.28	0.971	0.713
27039	ENSG00000180917	1.532	1.186	3.306
27040	ENSG00000180917	1.479	1.145	3.192
27041		20.723	22.584	20.168
27042		0.311	0.909	3.109
27043	ENSG00000069509	12.906	20.435	11.552
27044		0.079	0.107	0.131
27045	ENSG00000171124	0	0	0.452
27046	ENSG00000130383	0	0	0.037
27047		0	0	5.188
27048	ENSG00000180549	0	0	0.008
27049		2.125	10.187	2.728
27050		1.68	8.59	2.279
27051		0.61	1.519	1.51
27052		0.871	0.566	0.419
27053	ENSG00000129245	6.719	6.924	3.202
27054	ENSG00000221857	11.349	3.533	0.915
27055	ENSG00000089356	0.172	0.25	0.024
27056	ENSG00000089356	0.24	0.195	0
27057	ENSG00000089356	0.163	0.304	0.054
27058	ENSG00000089356	0.154	0.287	0.051
27059	ENSG00000089356	0.154	0.286	0.051
27060	ENSG00000089356	0.142	0.264	0.047
27061	ENSG00000150201	0	0	1.13
27062		12.595	4.45	4.106
27063		12.615	4.435	4.093
27064		12.414	4.386	4.048
27065		0.862	13.632	4.495
27066		3.398	4.516	1.451
27067		8.841	5.123	4.594
27068		3.006	1.339	4.895
27069		2.935	1.308	4.78
27070		2.914	1.299	4.746
27071	ENSG00000188763	0	0	0
27072		0.935	1.779	1.09
27073		0.7	12.727	0.342
27074		0.746	13.149	0.371
27075		0.52	0.458	0.896
27076	ENSG00000156575	0	0.131	0
27077	ENSG00000187730	0.019	1.201	0
27078		0.627	0.685	0.218
27079		0.014	19.046	0
27080		0.014	18.373	0
27081		0	1.627	0
27082		4.136	1.593	0.533
27083		0	0	0
27084	ENSG00000189064	0	0	0
27085		1.846	4.652	7.429
27086	ENSG00000205775	0	0	0
27087		0	0.127	0.3
27088	ENSG00000175229	0.034	0.662	0.101
27089		2.322	4.324	3.185
27090		0.08	0.511	1.603
27091		0.082	0.028	0.245
27092		10.635	8.838	6.262
27093		1.007	1.117	1.225
27094	ENSG00000119514	0.171	0.347	0.815
27095		0.076	6.589	0.246
27096		0.662	1.398	0.439
27097	ENSG00000182687	0	0	0
27098		1.167	0.843	1.928
27099		108.337	66.466	54.944
27100		0.227	0.12	0.142
27101	ENSG00000109534	14.37	7.706	14.255
27102		16.784	29.868	16.531
27103		3.791	3.547	3.088
27104		6.612	17.285	0.343
27105		6.401	16.696	0.333
27106		6.346	16.608	0.332
27107		7.385	0.033	0
27108	ENSG00000141448	5.608	0.011	0.631
27109	ENSG00000143614	5.064	8.859	4.496
27110	ENSG00000111780	0.907	0.369	1.759
27111	ENSG00000171766	2.163	8.63	123.686
27112	ENSG00000160844	0.43	4.332	0.661
27113	ENSG00000160844	0.426	4.197	0.805
27114		0.046	0.07	0.251
27115		0.489	1.128	0.813
27116		0.061	0.071	13.696
27117		8.783	2.534	3.09
27118		1.913	2.845	3.027
27119		3.593	3.739	7.27
27120	ENSG00000164900	0	0	0
27121		0.349	0	0.358
27122		0.122	0.306	0.778
27123		0.015	0.031	0
27124		0.014	0.125	0
27125		0.068	0.069	0.017
27126	ENSG00000137270	0.034	0.055	0.503
27127	ENSG00000187210	0.655	0.291	0.241
27128		2.175	0.47	1.96
27129	ENSG00000124091	0.244	0.184	0.503
27130		74.018	1.254	1.26
27131	ENSG00000130513	0.016	0	0.371
27132		1.833	4.619	7.377
27133	ENSG00000164404	0	0.131	0.101
27134		0.791	1.57	1.242
27135		0.302	0.598	0.585
27136		6.581	7.519	8.856
27137		3.909	4.431	4.174
27138		3.544	3.736	3.333
27139		4.645	5.011	0.495
27140		6.742	3.939	1.225
27141		0.987	2.076	1.233
27142		0.067	0.432	0.028
27143		3.767	7.466	7.264
27144		1.097	0.727	2.26
27145		0.052	0.018	0.043
27146		2.398	3.176	2.155
27147		2.55	3.365	2.45
27148		0	0.016	1.891
27149		0	0.016	1.975
27150		0.68	0.273	0.565
27151		0.59	0	0.138
27152		0.408	0	0.095
27153		0.873	0.788	3.678
27154	ENSG00000118702	0.288	0.084	0.041
27155		0	0	0.039
27156		0	0	0.035
27157		0	0	0.023
27158		0	0	0.021
27159		0.424	0.313	0.575
27160		0.617	0.333	0.814
27161		0.557	0.301	0.735
27162		12.384	12.195	13.322
27163		2.584	0.733	1.086
27164		2.644	0.687	1.469
27165	ENSG00000179144	27.06	8.941	9.474
27166	ENSG00000171115	6.643	1.22	2.257
27167	ENSG00000131153	0.126	0.064	0.016
27168	ENSG00000181938	0.812	0.433	0.432
27169	ENSG00000179855	0.095	0.097	0.172
27170		8.437	6.023	5.047
27171		5.674	3.842	3.406
27172		5.494	3.795	3.362
27173		0.271	1.329	6.356
27174	ENSG00000121742	0	13.332	0
27175	ENSG00000198835	0.008	1.014	0.008
27176	ENSG00000176402	0.089	0	0.155
27177		0.469	0.387	3.38
27178	ENSG00000196475	0	0	0
27179		0.409	0.764	2.417
27180		1.815	1.332	4.599
27181		0.075	0.137	0.713
27182		0.019	0.116	0.057
27183		0.829	3.407	0.066
27184	ENSG00000090863	13.763	16.97	14.143
27185	ENSG00000090863	10.179	12.404	10.629
27186	ENSG00000090863	12.871	15.443	13.279
27187		0.071	0.033	0.016
27188		0.056	0	0.11
27189	ENSG00000124767	4.219	6.796	5.057
27190		0	0	1.236
27191		0.083	0.464	0.134
27192	ENSG00000145451	0	1.329	0.005
27193	ENSG00000145451	0	1.313	0.005
27194		1.294	10.812	0.476
27195		1.195	10.117	0.494
27196	ENSG00000182512	51.994	24.106	31.699
27197		4.963	16.097	27.14
27198		2.589	1.223	1.022
27199		1.515	1.998	2.484
27200	ENSG00000120820	0.824	0.525	0.306
27201		3.482	5.323	4.966
27202	ENSG00000182327	0.109	0.037	0.018
27203		10.191	4.157	6.761
27204		83.447	139.088	15.107
27205	ENSG00000149124	0	0	19.432
27206	ENSG00000156689	0	0.192	0.067
27207		0.204	0.138	0.149
27208		2.795	3.883	1.438
27209	ENSG00000087338	0.58	1.26	1.604
27210		3.353	4.262	4.22
27211		5.351	16.387	6.315
27212	ENSG00000130755	6.309	4.274	1.752
27213		0	0	0
27214		0.318	0.349	0.451
27215		0.106	1.981	0
27216		10.361	13.993	9.452
27217		4.527	6.618	5.028
27218	ENSG00000060558	0.07	0.16	0.009
27219		1.242	9.604	3.453
27220		1.644	13.666	1.041
27221	ENSG00000087258	1.333	12.372	0.218
27222		22.865	47.997	15.181
27223		0.169	3.769	0.141
27224		34.342	17.527	27.887
27225		0.382	2.213	1.469
27226		2.497	3.542	3.07
27227		2.487	3.527	3.057
27228	ENSG00000127920	2.384	1.748	2.002
27229	ENSG00000162188	0.062	81.702	0.144
27230	ENSG00000167414	0	0.178	0
27231		0	0	0.118
27232		0.125	0.182	0.071
27233		1.469	5.116	1.375
27234		17.446	9.595	11.483
27235		9.209	8.978	5.035
27236		7.234	3.662	4.898
27237		1.069	1.896	1.257
27238		5.91	8.442	5.204
27239	ENSG00000147437	0.139	0.458	0.216
27240	ENSG00000125787	0	0	0
27241		1.631	1.358	1.785
27242		1.615	4.669	2.424
27243		0.018	4.453	1.25
27244		2.541	2.625	1.529
27245		9.24	10.275	8.395
27246		0.079	0.064	0.289
27247		0.633	0.27	0.624
27248		0.017	3.799	1.14
27249		0	0	0
27250	ENSG00000196368	0.054	0.917	0.077
27251		30.494	21.602	30.844
27252		57.489	34.899	32.136
27253		5.12	35.445	23.453
27254		15.096	12.701	15.257
27255		9.149	5.145	13.73
27256		0.222	0.157	0.355
27257		0	0	0
27258	ENSG00000175393	0	0	0
27259	ENSG00000206474	0	0	0
27260	ENSG00000234560	0	0	0
27261		4.416	5.543	7.276
27262		3.851	5.585	2.871
27263		0.241	0.356	0.196
27264		2.018	1.567	1.419
27265		0.592	1.512	0.873
27266		14.673	9.37	9.838
27267		3.912	7.434	4.716
27268		3.895	7.403	4.696
27269		30.111	19.818	13.919
27270		20.181	12.403	12.207
27271		0.159	0.108	0.519
27272		0.049	0.067	0.09
27273		0.049	0.067	0.09
27274		0.053	0	0
27275	ENSG00000076650	1.469	2.784	2.614
27276		0.718	1.246	0.924
27277	ENSG00000062194	13.159	17.361	13.151
27278	ENSG00000062194	12.939	17.071	12.936
27279	ENSG00000183098	1.127	0.662	1.936
27280		0.075	0	0.05
27281		0	0	0
27282	ENSG00000184155	0	0	0.04
27283	ENSG00000068394	2.268	3.142	1.336
27284		2.016	114.608	0.773
27285		0.806	55.291	0.306
27286		4.424	7.306	5.695
27287		4.044	6.657	5.139
27288		3.979	6.577	5.05
27289		0.37	0.401	0.344
27290		0.233	0.065	0.032
27291	ENSG00000165370	0	0.546	0
27292		3.753	5.94	4.567
27293		0.013	0.027	1.16
27294		0.011	0	0.002
27295		0.005	0.06	0.459
27296		6.153	1.518	8.862
27297		0.009	0.725	0.013
27298		0.798	0.245	1.785
27299		0.42	0.333	0.357
27300		2.271	0.162	0.121
27301		0.102	0.083	0.041
27302		0.287	0.471	0.417
27303	ENSG00000257008	0	0	0
27304	ENSG00000173302	0	0	0
27305	ENSG00000186400	0	0	0
27306		0.146	0	0.048
27307		0.204	0.17	2.508
27308	ENSG00000196143	0	0	0
27309		0.135	0.137	0.144
27310		0.031	0.031	0.054
27311	ENSG00000176198	0	0	0.038
27312		0.842	0.251	1.563
27313	ENSG00000152749	1.754	2.512	1.551
27314		0.249	0.217	0.106
27315	ENSG00000172209	2.407	2.172	0.394
27316	ENSG00000142511	0	0	0
27317		1.621	1.105	0.991
27318	ENSG00000176219	0	0	0
27319	ENSG00000177464	3.563	1.866	1.376
27320	ENSG00000203737	1.608	1.931	1.864
27321		2.184	14.11	27.54
27322		2.159	13.949	27.274
27323		2.094	13.526	26.401
27324		0.25	0.278	0.323
27325	ENSG00000140030	1.254	0.929	0.814
27326	ENSG00000134830	0.116	0.147	0.101
27327	ENSG00000139572	0.05	0.253	0.037
27328	ENSG00000181656	0.054	1.039	0.128
27329		0	0	0.038
27330		0	0	0.037
27331		0.071	0.096	0.695
27332		0.054	0.183	0.286
27333		1.23	2.358	1.611
27334		0.985	1.873	1.303
27335	ENSG00000204246	0	0	0
27336		2.19	1.29	0.67
27337		2.69	3.484	3.325
27338		2.512	3.306	3.331
27339		0.508	0.302	2.26
27340	ENSG00000177885	10.01	18.593	8.096
27341		0	0.119	0
27342		0.166	0.505	1.013
27343		0.021	0.051	1.511
27344		0.028	0.87	0.055
27345		0.065	12.491	0.01
27346		0.159	42.69	0.132
27347		0.035	8.302	0.19
27348		0.063	5.844	0.228
27349		0.121	2.04	0.207
27350		0.582	4.536	0.17
27351		0.14	4.431	0.016
27352		0.212	8.232	0.174
27353	ENSG00000105464	0.059	0.498	0.011
27354		0.143	0.228	0.091
27355		0.262	0.706	0.492
27356		0	0	0
27357		0.668	1.968	0.443
27358		0.163	0.74	0.248
27359		0	0.079	0.011
27360		0	0.127	0.005
27361		0.033	5.321	0.049
27362		0.1	0.093	0.163
27363		0.491	0.35	2.914
27364		0.382	0.51	0.713
27365		0.382	0.51	0.713
27366		0.527	0.559	0.673
27367		0.009	0.087	0.136
27368		1.856	5.564	2.255
27369		8.142	16.895	7.491
27370		16.728	3.653	2.475
27371		5.571	6.516	13.049
27372		0.677	1.496	2.303
27373	ENSG00000243955	0	0	25.129
27374		10.486	6.206	14.625
27375		9.7	5.951	13.594
27376		0.11	0.032	0.094
27377		0.357	1.547	0.386
27378		5.557	3.523	3.472
27379		0.387	0	0.665
27380	ENSG00000169840	0	0	0
27381		0	0	0
27382		2.333	5.719	1.28
27383		5.628	10.77	7.263
27384		4.478	8.337	5.778
27385		0	0	0
27386		3.19	3.423	2.867
27387		5.41	4.934	8.563
27388		0.648	0.232	0.644
27389		31.163	8.69	11.925
27390		0.621	1.045	1.302
27391		0.889	0.789	0.871
27392		0.105	0.099	0.16
27393		0.419	0.645	0.714
27394		0.696	0.602	0.486
27395	ENSG00000170627	0	0	0
27396		1.786	4.297	1.23
27397		7.967	8.161	5.576
27398		5.404	4.817	3.69
27399		4.465	26.201	3.933
27400	ENSG00000101890	0.005	0	0
27401		2.352	2.471	2.577
27402		3.139	3.789	5.573
27403		9.816	6.948	11.774
27404		0.013	0.103	0.164
27405		0.181	1.365	0.275
27406		0.063	0.028	0.495
27407		27.989	3.927	6.752
27408		0.525	0.152	0.373
27409		6.827	1.621	3.023
27410	ENSG00000111713	0.22	0.048	0.249
27411	ENSG00000145649	0.042	0.254	0.021
27412	ENSG00000113088	0.071	0	0.089
27413		0	0	0
27414	ENSG00000184897	0.173	0.554	0.345
27415	ENSG00000179055	0	0.291	0.267
27416	ENSG00000168828	0	0	0
27417		3.979	3.606	2.777
27418		15.003	16.024	11.322
27419	ENSG00000164032	5.236	8.922	4.816
27420	ENSG00000123569	0	0	0
27421	ENSG00000113196	0.311	0	0
27422		0.164	0	9.509
27423		0.257	0.523	0.28
27424	ENSG00000103044	0	0	0
27425	ENSG00000152240	2.471	2.191	2.392
27426	ENSG00000152240	2.386	2.116	2.357
27427		4.108	2.535	3.21
27428		4.088	2.523	3.194
27429	ENSG00000131351	0.141	0.078	0.293
27430		0	0.127	5.439
27431		24.79	15.803	9.495
27432	ENSG00000171496	0.06	0	0.08
27433	ENSG00000171501	0	0	0
27434	ENSG00000197887	0	0	0
27435	ENSG00000204703	0	0	0
27436	ENSG00000178358	0.131	0.038	0.093
27437	ENSG00000204657	0.14	0.178	0.017
27438	ENSG00000196071	0	0.282	0
27439	ENSG00000177186	0	0	0
27440	ENSG00000177201	0	0	0
27441	ENSG00000196240	0	0	0
27442	ENSG00000182783	0	0	0
27443	ENSG00000183310	0	0	0
27444	ENSG00000203661	0	0	0
27445	ENSG00000198104	0	0	0
27446	ENSG00000177462	0	0	0
27447		0.491	8.475	1.464
27448		0	20.993	2.506
27449		0	0	0
27450	ENSG00000238243	0	0.16	0.02
27451	ENSG00000174339	0	0	0
27452		0	0	0
27453	ENSG00000172188	0	0	0
27454	ENSG00000178306	0	0	0
27455	ENSG00000181935	0	0	0
27456	ENSG00000185926	0	0	0
27457	ENSG00000181903	0	0	0
27458	ENSG00000086506	0	0.466	0
27459		6.529	5.809	10.801
27460	ENSG00000004961	13.639	7.29	6.549
27461		0.973	1.592	1.193
27462	ENSG00000103145	23.705	36.736	28.329
27463	ENSG00000103145	19.808	30.697	23.692
27464		1.265	2.337	1.966
27465		0.202	0.28	0.229
27466		0	0	0.175
27467		0	0	0.174
27468		0	0	0.029
27469	ENSG00000143630	0.005	0.173	0.18
27470		0	0	0.009
27471		0.351	1.481	0.82
27472		2.444	3.916	2.898
27473		0.343	0.777	0.33
27474	ENSG00000166884	0	0	0
27475		1.992	3.483	0.317
27476		1.949	3.408	0.31
27477	ENSG00000112273	0	0	0
27478		16.856	45.975	8.157
27479		44.104	26.146	23.104
27480		0.292	1.03	0.685
27481	ENSG00000187105	0.054	0.197	0.262
27482		1.476	1.299	1.609
27483	ENSG00000112406	7.366	2.885	1.534
27484		0.022	0.11	0.107
27485		10.097	3.675	3.568
27486		0.632	0.489	1.364
27487		5.802	5.233	5.529
27488	ENSG00000136929	0.164	0.334	0.026
27489		0.137	0.181	0.44
27490		0.021	4.489	0.021
27491		0	0.054	2.615
27492		0	0.054	2.608
27493	ENSG00000181333	0.013	0.019	0.078
27494		2.876	4.057	2.163
27495		8.087	6.325	6.33
27496		8.044	6.291	6.297
27497		3.572	2.612	7.89
27498		17.328	6.936	15.01
27499		1.618	0.631	1.72
27500		1.686	0.584	1.667
27501		1.582	0.539	1.522
27502		0.287	0.269	0.165
27503		0.89	0.66	1.116
27504		0	0.019	0
27505	ENSG00000143512	0.014	0	0
27506		0.119	0.271	2.391
27507	ENSG00000196312	0.047	0	0
27508	ENSG00000177374	0.024	0.024	0.035
27509		22.056	14.541	40.18
27510		6.245	9.722	5.334
27511		6.218	9.311	5.585
27512	ENSG00000131097	0.119	0	0.059
27513		54.889	13.395	33.744
27514		0.454	1.367	0.556
27515	ENSG00000111911	6.03	8.825	5.915
27516		1.849	3.392	3.478
27517		5.23	6.036	4.425
27518		5.51	6.174	4.538
27519		12.844	16.827	11.177
27520		0	0	0
27521	ENSG00000124575	8.973	8.631	6.347
27522	ENSG00000187475	0.051	0	0.026
27523		0	0.318	0.117
27524	ENSG00000180573	2.766	8.258	7.403
27525		0.529	4.232	0.888
27526		0.188	0	0
27527		0	0.165	0
27528	ENSG00000146047	0	0.78	0.085
27529	ENSG00000196226	0.13	0	0.043
27530		0.979	2.682	2.752
27531	ENSG00000158373	8.733	22.966	22.512
27532		0.043	0.436	0.085
27533	ENSG00000196374	0.167	0.34	0.208
27534	ENSG00000233822	0.208	0.422	0.206
27535		0.159	0.808	0.593
27536		0.079	0	0
27537		1.462	1.061	2.908
27538		3.022	0.625	1.07
27539	ENSG00000184270	0.375	0.254	0.497
27540		0	0	0
27541	ENSG00000196890	0.371	0.503	0.082
27542		1.582	2.942	1.791
27543	ENSG00000127124	0.403	1.23	0.192
27544		28.224	34.407	5.525
27545		26.62	32.429	5.194
27546		0	0	0
27547		5.573	2.406	11.11
27548		5.525	2.385	11.015
27549		0.121	0.909	0.733
27550	ENSG00000237541	0.415	0	0.13
27551	ENSG00000237541	0.415	0	0.13
27552		29.479	37.557	62.41
27553		2.534	3.383	2.52
27554		2.63	10.191	3.54
27555		2.662	4.333	3.364
27556		1.047	1.065	0.366
27557		0.806	0.564	1.169
27558		0.754	0.527	1.094
27559		0.045	0.009	0.027
27560	ENSG00000182652	0	0	0
27561		21.247	15.161	13.106
27562		20.412	14.64	12.616
27563	ENSG00000176256	0.016	0.065	0
27564		0.302	5.965	0.18
27565		2.766	17.852	6.064
27566		5.877	40.239	11.293
27567		0.832	0	3.934
27568	ENSG00000118418	14.128	9.956	14.515
27569	ENSG00000158497	0	0	0
27570		0.635	0.193	0.106
27571	ENSG00000103415	21.178	17.341	14.818
27572	ENSG00000188816	0	0.047	0.091
27573		0.769	3.526	1.378
27574		0.726	3.331	1.313
27575		0	0	18.178
27576		0	0.028	2.582
27577	ENSG00000150540	3.627	2.104	6.729
27578		293.308	137.947	248.796
27579		18.346	31.862	21.768
27580		35.527	30.376	42.836
27581		28.462	45.405	32.469
27582		28.314	45.169	32.3
27583		46.58	55.841	41.424
27584	ENSG00000103942	8.044	10.76	3.01
27585	ENSG00000103942	10.309	12.847	4.088
27586		0.246	0.294	0.504
27587		0.169	0.402	0.384
27588		1.634	1.489	2.989
27589		0.729	2.846	8.063
27590		3.623	5.511	2.682
27591		2.833	6.089	0.372
27592		2.728	5.863	0.359
27593		0	0	0.119
27594	ENSG00000105996	0.084	0	0.188
27595	ENSG00000106004	0.014	0.085	1.336
27596	ENSG00000106006	0	0	0.215
27597	ENSG00000182742	0.477	0.056	1.678
27598	ENSG00000120068	0	0.042	2.065
27599		0.041	0.099	0.742
27600	ENSG00000180806	0	0	2.13
27601	ENSG00000128710	0.062	0	6.187
27602	ENSG00000128714	0	0	0
27603	ENSG00000128709	0	0	1.111
27604		279.095	0.238	103.679
27605	ENSG00000121905	0	18.217	0.013
27606		0.083	33.762	1.154
27607		0	0.032	1.13
27608	ENSG00000172208	0	0	0
27609		0.655	2.281	1.991
27610		0.664	0.781	0.403
27611	ENSG00000172987	0.111	4.305	0.23
27612		0.211	0.464	0.035
27613		0.548	1.497	0.914
27614	ENSG00000113749	1.747	0.539	0.066
27615	ENSG00000134489	0.027	0.033	0.054
27616		0.931	0.583	1.968
27617		3.594	13.863	4.879
27618		1.813	5.164	2.651
27619	ENSG00000125430	0.257	0.205	0.146
27620	ENSG00000249853	0.027	3.88	0.027
27621		0.069	2.058	1.681
27622		0.325	7.544	0.181
27623	ENSG00000117594	3.873	1.633	0.55
27624		0.013	0.468	0.076
27625		0.012	0.571	0.109
27626	ENSG00000176387	0.04	0	5.694
27627		2.42	1.22	4.082
27628		10.809	6.817	12.849
27629		3.172	3.514	5.639
27630		0.132	0.012	0.042
27631	ENSG00000087076	0.121	1.899	3.612
27632	ENSG00000204228	0.302	0.115	0.769
27633		0.01	0	0.114
27634	ENSG00000099377	0.23	0.139	1.052
27635		32.47	16.218	21.215
27636	ENSG00000025156	10.792	8.085	2.925
27637		0	0	0
27638		0	0	0
27639		5.704	6.104	5.15
27640		5.697	6.097	5.144
27641		3.472	12.943	7.473
27642		0.021	0.071	0.014
27643		0.06	0.03	0.015
27644		668.151	695.152	439.26
27645		66.019	48.073	65.05
27646		0.682	1.135	0.524
27647	ENSG00000169271	23.822	0.546	0.024
27648		160.278	221.487	152.476
27649		10.549	24.468	7.701
27650	ENSG00000126550	0	0	0
27651	ENSG00000135312	0.048	0.226	0
