ENSG_ID	Atlas_heart	Atlas_brain	Atlas_kidney
9070	ENSG00000254908	0	0	0
9071		0	0.046	0.101
9072		1.182	0.424	1.653
9073		2.536	2.244	2.098
9074		12.668	7.133	7.482
9075	ENSG00000132823	9.795	10.605	7.466
9076		0.123	0.466	0.408
9077	ENSG00000149635	0	0	0
9078		0	0	0
9079	ENSG00000130701	0	0	0.007
9080		0.733	0.031	0.046
9081		0	0	0
9082		0	0	0
9083		0	0	0
9084		12.581	9.044	14.217
9085		11.729	8.455	13.266
9086		10.883	7.807	12.361
9087		13.487	21.645	13.256
9088	ENSG00000131050	0	0	0
9089	ENSG00000132631	0	0	0
9090		3.884	5.269	5.937
9091		0.396	1.608	1.526
9092		0	0	0.036
9093		0.009	4.122	0
9094		1.062	3.953	0.624
9095	ENSG00000205930	0.063	0.128	0.468
9096		2.502	3.885	4.279
9097		0.038	0.051	0.087
9098		0.019	0.249	0.95
9099		0.018	0.244	1.119
9100	ENSG00000174992	0	0	0
9101		2.71	0.437	1.013
9102	ENSG00000184809	0.051	0.131	0.038
9103	ENSG00000182912	0	0	0
9104	ENSG00000154642	1.029	2.504	0.86
9105		2.314	2.273	3.452
9106		6.399	6.771	2.821
9107		0.45	1.422	0.648
9108		0	0	0
9109	ENSG00000205856	0.023	0.329	0
9110	ENSG00000198535	0.005	0.022	0.048
9111	ENSG00000205502	0.035	0	0
9112		0.481	0.358	1.711
9113		0.591	1.111	0.999
9114		1.266	1.658	3.623
9115		0.385	0.622	0.314
9116		0.494	0.975	0.694
9117		0	0	0
9118	ENSG00000177673	0	0	0
9119		0.075	0.087	0.064
9120		0.705	0.811	1.347
9121		0.017	0.053	0
9122	ENSG00000187944	0	0.027	0
9123		1.523	1.583	4.006
9124		0.357	0.427	0.073
9125	ENSG00000102128	0	0	0
9126		0	0	0.064
9127		5.738	4.93	6.401
9128		0.223	1.017	1.276
9129		2.503	3.016	2.865
9130		2.422	2.918	2.772
9131		0.933	1.079	1.864
9132		3.127	3.034	4.273
9133		0.037	0	0
9134	ENSG00000198685	0.007	0	0.048
9135		1.265	0.847	1.287
9136		0	0.123	0.3
9137		3.022	4.469	2.335
9138	ENSG00000179564	1.105	0	0.026
9139	ENSG00000183977	0.093	0.071	0.323
9140		1.004	1.484	0.726
9141		0.033	0.218	0.115
9142		1.497	1.894	1.178
9143		5.755	5.577	6.656
9144		8.132	1.74	1.559
9145	ENSG00000163915	0.019	0.058	0.198
9146		0.015	0.225	0.044
9147	ENSG00000221883	0.21	0.664	0.325
9148		0.416	0.034	0.19
9149		0	0	0
9150		0.877	1.307	8.841
9151	ENSG00000174749	1.552	0.389	0.728
9152		0.391	1.364	1.425
9153		0.124	0.894	0.426
9154		0	0	0.004
9155		3.167	4.78	3.994
9156		0	0.1	0
9157	ENSG00000164123	0	0.046	0.159
9158		0.021	0	0.064
9159		0.379	0.465	1.249
9160		1.288	4.148	2.94
9161	ENSG00000251380	0	0.036	0.006
9162		4.123	4.153	6.563
9163	ENSG00000120306	1.782	1.166	5.623
9164		6.644	10.56	6.348
9165		0.576	0.219	0.823
9166	ENSG00000161800	0.901	1.997	0.688
9167		4.618	3.668	7.073
9168		2.935	6.05	3.469
9169	ENSG00000196900	0	0	0
9170	ENSG00000205765	1.924	2.837	2.663
9171		20.501	0.072	2.856
9172		2.956	0.567	0.416
9173		0	0.079	0
9174		0.202	0.295	0.392
9175		17.468	13.281	12.828
9176		0.039	0.078	0.031
9177		7.149	11.502	4.687
9178		7.495	12.945	5.188
9179		1.498	2.164	1.562
9180		3.183	2.456	3.062
9181	ENSG00000223638	0	0	0.02
9182		2.209	0.933	1.335
9183		0.039	0.105	0.051
9184		0.017	1.608	0.435
9185		0.072	0.415	0.08
9186		0.015	0.248	0.015
9187		1.66	1.586	7.413
9188		0.092	0.042	0.551
9189		1.504	3.628	1.923
9190	ENSG00000130349	18.786	17.109	19.174
9191	ENSG00000130349	11.244	10.24	11.513
9192		3.846	4.681	1.673
9193		0	0.093	0.091
9194	ENSG00000189325	0	0.02	0.01
9195		0.027	0	0.106
9196		0.122	0	0
9197		0	0.332	0.217
9198		14.274	11.086	18.436
9199		4.772	5.713	4.554
9200	ENSG00000106341	0.052	0.337	0
9201		0.012	0.187	0.034
9202		0.602	0.322	0.735
9203		9.677	15.61	10.609
9204	ENSG00000160813	0.16	0.081	0.159
9205		0.918	0.363	1.256
9206	ENSG00000164898	0.922	0.341	0.306
9207		2.551	0.363	0.77
9208		0.914	2.167	1.575
9209	ENSG00000205174	0	0	0
9210		0	0	0.056
9211	ENSG00000222004	0	0	0.056
9212	ENSG00000164500	0	0	0
9213	ENSG00000184608	0.076	0.217	0.152
9214		0.04	0.283	0.049
9215		0.184	0.809	0.01
9216	ENSG00000176907	10.14	4.279	16.892
9217		6.565	6.821	6.286
9218		4.643	4.824	4.446
9219		1.519	0.971	1.383
9220		0.595	1.105	2.122
9221		1.683	1.274	1.389
9222		5.397	6.569	4.16
9223		0.008	0.017	0.025
9224		0.347	0.151	0.118
9225		2.841	3.322	3.112
9226		0	0	0.154
9227		0.323	0.432	1.412
9228		0	0.04	0.078
9229		0.126	0.684	0.33
9230	LRG_81	9.4	13.271	7.372
9231		0.269	0.309	0.466
9232	ENSG00000153714	0.492	1.211	0.469
9233	ENSG00000188959	0.204	0.043	0.063
9234		0	0.097	0.174
9235		2.404	0.34	0.893
9236		0.526	2.688	0.174
9237		2.116	10.036	1.254
9238	ENSG00000157653	0.046	0.148	0.29
9239		0.175	0.116	0.28
9240	ENSG00000179058	0	0	0.023
9241	ENSG00000183784	0.067	0	0.266
9242		0.199	0.187	0.571
9243	ENSG00000147894	3.863	10.091	1.577
9244		1.681	2.993	3.882
9245		0.3	0.961	0.95
9246		2.907	6.357	2.873
9247		0.165	0.042	0.102
9248		0.031	0	0.429
9249		0.783	6.846	19.12
9250	ENSG00000174990	0	0.105	0
9251		2.263	5.264	2.808
9252	ENSG00000178538	1.326	3.243	1.4
9253		0.072	0	0
9254		0.356	2.509	1.427
9255		0.837	0.591	0.122
9256	ENSG00000130255	0.903	2.681	0.932
9257	ENSG00000100314	0	3.715	0
9258		0.051	0.2	0.156
9259	ENSG00000158966	1.131	5.051	2.257
9260		0.041	1.34	0.043
9261		2.672	1.743	0.231
9262		2.668	1.742	0.233
9263		2.662	1.738	0.233
9264		2.66	1.735	0.231
9265		0.106	1.367	1.383
9266		0.015	0.309	0
9267		0.015	0.329	0
9268		0.015	0.305	0
9269		0.014	0.298	0
9270	ENSG00000196557	0.088	0.258	0.42
9271		0.018	0.068	0.003
9272		0.381	0.902	0.198
9273		0.099	1.07	0.022
9274		0.091	0.992	0.02
9275		3.825	5.448	1.187
9276		3.751	5.36	1.104
9277		0.112	3.881	0.372
9278	ENSG00000108878	0	0	0.015
9279		48.612	305.652	141.908
9280	ENSG00000142408	0	0.267	0
9281		0.508	15.852	0.109
9282		0.489	15.256	0.105
9283		0.772	18.302	0.031
9284	ENSG00000172137	0.281	5.943	0
9285		0.351	0	0.466
9286		0.081	0	0.081
9287		11.593	7.809	6.486
9288		11.133	7.483	6.321
9289		164.756	16.186	19.417
9290		0.01	0.252	0.221
9291		51.735	272.232	42.25
9292		51.504	270.812	42.072
9293		42.904	214.205	30.951
9294		1.721	1.416	2.983
9295		0.002	7.401	0.02
9296	ENSG00000183049	1.191	5.611	0.388
9297		2.552	12.379	0.345
9298		2.507	12.075	0.336
9299		2.464	11.878	0.33
9300		1.094	10.769	3.685
9301		1.087	10.858	3.663
9302		1.063	10.52	3.58
9303	ENSG00000163888	0	1.114	0.041
9304		0.142	18.153	0.37
9305		1.623	6.614	2.544
9306		1.447	5.697	2.276
9307		0.984	3.937	1.03
9308		2.199	2.189	2.193
9309		35.582	155.857	68.143
9310		9.03	4.469	14.695
9311	ENSG00000092529	0.463	3.16	7.494
9312		0.335	1.208	1.584
9313		0.016	0.105	1.099
9314	ENSG00000198106	0.306	0.251	0.259
9315	ENSG00000126247	7.946	6.281	9.208
9316		3.127	5.409	3.089
9317		0	2.153	0.111
9318		0	0	0.062
9319		1.636	0.218	0.8
9320		3.649	1.295	1.932
9321		1.582	0.652	1.297
9322		0	0.125	0
9323	ENSG00000153048	1.327	1.747	2.736
9324		0.995	2.364	1.679
9325		2.931	5.337	2.131
9326		2.666	4.855	1.965
9327		2.621	4.773	1.939
9328		1.722	1.201	1.514
9329	ENSG00000164326	0.448	7.537	0.061
9330		0.057	1.009	0.568
9331		5.173	9.572	5.922
9332		0.364	0.044	0.524
9333		0.721	2.774	1.702
9334		0.66	0.976	0.438
9335		1.515	1.76	1.134
9336		0.093	0.029	0.114
9337		0.273	0.148	0.036
9338		0.307	0.119	0.044
9339		0.263	0.204	0.037
9340		4.48	1.807	4.7
9341		4.425	1.785	4.642
9342		3.347	3.622	2.746
9343		64.951	8.656	18.167
9344		0.145	0.687	0.711
9345		17.948	9.411	16.25
9346		0	0	0.013
9347		0.899	2.211	1.338
9348		0.888	2.167	1.314
9349		0.555	0.554	0.165
9350		0.525	0.524	0.157
9351	ENSG00000067955	3.816	3.713	2.528
9352	ENSG00000067955	3.796	3.701	2.515
9353	ENSG00000110395	1.405	2.369	1.149
9354		4.908	5.31	4.095
9355	ENSG00000102924	0.865	1.123	0.046
9356		10.348	26.822	8.199
9357		9.752	25.14	7.747
9358		16.096	25.123	8.166
9359		0.748	0.473	0.878
9360		5.571	6.901	5.689
9361		4.972	6.141	5.062
9362		0.187	0.924	0.712
9363		0.483	0.768	0.366
9364	ENSG00000135736	0.192	0.078	0.26
9365		0.119	2.745	0.62
9366		19.991	41.886	23.151
9367		0.264	0.124	0.02
9368		0.008	0.05	0.057
9369		1.741	1.309	0.364
9370	ENSG00000103021	0.252	2.451	0.349
9371	ENSG00000103021	0.259	2.505	0.37
9372		6.285	11.692	7.205
9373		0.893	1.044	1.305
9374		1.031	0.66	1.191
9375	ENSG00000007080	3.365	2.844	2.708
9376	ENSG00000007080	3.166	2.675	2.548
9377		0.697	0.952	0.432
9378		0.249	0.565	0.698
9379		0.229	0.69	0.65
9380		0	0	0
9381		0.103	0.105	0.171
9382		2.014	1.762	2.498
9383		0.319	0.961	0.603
9384		1.597	0.928	1.641
9385		0	0	0.104
9386		0	0	0.172
9387		0.13	0.167	0.178
9388		11.216	24.857	11.313
9389		0.097	0.056	0.028
9390		0.121	0.757	0.269
9391	ENSG00000180329	8.362	10.97	7.25
9392		7.767	5.65	6.14
9393	ENSG00000183978	2.748	3.17	7.362
9394		0.883	0.91	2.122
9395	ENSG00000133773	2.384	2.305	1.91
9396		0	0	0
9397	ENSG00000162069	0	0.126	0.051
9398	ENSG00000232112	18.038	36.662	18.141
9399		0	0.232	0
9400		7.845	14.559	7.331
9401		0.954	2.403	1.2
9402		0.945	2.321	1.191
9403		0	0.141	0.012
9404		4.542	1.592	3.226
9405		0.141	0.491	0.32
9406		0.744	0.536	0.725
9407	ENSG00000175602	0.666	3.321	0.12
9408	ENSG00000205476	0.345	0.287	0.268
9409	ENSG00000179071	0.346	0.702	0.947
9410		5.172	2.37	3.952
9411	ENSG00000173013	0.364	1.409	1.094
9412		2.628	4.702	2.489
9413		0.398	0.289	0.777
9414	ENSG00000185972	0	0.059	0
9415	ENSG00000163394	0.011	0.09	0.022
9416		0	1.037	0
9417	ENSG00000213494	0	0	0.037
9418		0	0	0
9419	ENSG00000102970	0	0	0
9420	ENSG00000167236	0.812	0	0.226
9421		0	0	0
9422	ENSG00000006075	0.07	0	0
9423		0	0	0
9424		17.817	9.344	16.212
9425		17.597	9.202	15.992
9426	ENSG00000133101	0.253	1.749	0.03
9427	ENSG00000133101	0.253	1.747	0.03
9428	ENSG00000133101	0.238	1.661	0.028
9429		0.473	1.268	0.612
9430	ENSG00000100814	6.782	3.213	5.117
9431		7.479	9.94	6.195
9432		30.443	14.706	2.704
9433		1.173	1.996	0.751
9434		0.172	0.505	0.124
9435	ENSG00000107443	0.946	0.656	1.357
9436		1.676	2.093	2.314
9437		6.632	7.875	4.81
9438		1.366	1.523	1.683
9439	ENSG00000171222	0.253	0.129	0.273
9440		0	0	0
9441		0	0	0
9442	ENSG00000183813	0.045	0	0.09
9443		1.207	1.335	0.446
9444		29.712	31.696	26.764
9445		8.051	14.545	6.744
9446		22.615	24.75	24.377
9447		21.476	23.496	23.148
9448		187.223	8.05	27.868
9449		183.516	7.891	27.321
9450		1.701	1.05	0.372
9451		22	8.7	34.216
9452		22.867	8.871	34.999
9453		0	0	0
9454	ENSG00000134061	0.845	1.228	0.3
9455		0	0	0
9456		0.115	0	0.207
9457		0	0	0.093
9458		0	0	0.07
9459		0	0	0.066
9460		0.39	0.099	0.242
9461		0.127	0.111	0.054
9462		4.743	0.561	0.828
9463		4.634	0.542	0.801
9464		4.435	0.533	0.773
9465		4.361	0.519	0.753
9466		0.05	0.068	0.041
9467		0.045	0.06	0.037
9468		6.646	1.009	0.421
9469		3.086	0.936	1.423
9470	ENSG00000198087	3.267	1.751	11.219
9471	ENSG00000169217	2	4.354	1.827
9472		0.168	0.542	0.059
9473		201.681	1.947	3.904
9474		190.07	1.837	3.692
9475		0.654	0.358	0.375
9476		0.333	0.25	0.184
9477	ENSG00000117877	0.21	0.334	0.141
9478		12.305	18.404	3.24
9479		16.852	9.339	29.877
9480		16.484	9.129	29.279
9481		16.476	9.133	29.347
9482		18.029	9.957	30.493
9483		4.178	10.991	3.008
9484	ENSG00000169442	2.326	1.2	0.808
9485		13.728	3.469	2.48
9486		1.473	0.033	1.368
9487		24.201	12.666	18.568
9488		24.181	12.656	18.551
9489		0.805	2.566	1.401
9490	ENSG00000173762	0	0	0
9491		18.691	22.674	33.481
9492		67.6	127.108	135.67
9493		0.104	0	0.177
9494		0.061	0.082	0.067
9495		0	0	0
9496		1.831	1.819	0.349
9497		0.193	0.108	0.079
9498		0	0	0.018
9499		0.052	0.426	0.078
9500		5.453	1.261	1.97
9501		1.426	0.295	0.33
9502		1.361	0.281	0.321
9503		15.788	19.198	14.573
9504		3.591	3.151	3.395
9505		0	0.013	0.162
9506		0	0.013	0.162
9507		0.777	1.312	0.997
9508		9.178	10.984	6.079
9509		4.303	4.451	2.981
9510		0	0.112	0
9511		0	0.029	0.021
9512		0.716	1.139	0.875
9513		0.265	1.607	0.832
9514		1.921	4.011	0.945
9515		0.073	0.121	0.026
9516		1.699	0.613	0.44
9517		1.668	0.601	0.432
9518		3.779	7.362	3.067
9519		0.189	2.468	0.337
9520		6.963	4.179	0.441
9521	ENSG00000129910	0	0	0
9522		0	0	9.712
9523		0.02	0.01	0.05
9524		0.087	0.211	0.03
9525		0.035	0.576	0.88
9526		0.874	3.243	28.646
9527		0	0	0.029
9528		0.941	1.282	2.647
9529		0.718	0.614	0.421
9530	ENSG00000065883	2.703	3.369	2.941
9531		3.15	8.805	5.507
9532		8.12	7.362	3.341
9533		1.975	3.06	2.747
9534		1.836	2.844	2.561
9535		9.702	5.703	4.474
9536		0.995	1.224	1.736
9537		4.047	5.804	3.532
9538		0.079	0.161	3.229
9539		0.495	1.24	1.042
9540	ENSG00000008086	1.266	10.447	1.648
9541	ENSG00000124762	2.242	1.524	0.705
9542	ENSG00000147889	0	0.033	0
9543	ENSG00000147889	0	0.065	0
9544		8.07	8.686	3.673
9545		0.035	1.385	0.018
9546	ENSG00000123080	0.831	0.327	0.462
9547	ENSG00000129355	1.4	4.633	0.486
9548	ENSG00000129355	1.146	3.792	0.398
9549	ENSG00000184258	19.345	214.416	2.897
9550		9.121	18.735	6.685
9551	ENSG00000204539	0.381	0.074	0.08
9552	ENSG00000167513	0.035	0.042	0.028
9553	ENSG00000131264	0	0	0
9554		7.637	8.776	6.776
9555		0.401	0.154	2.913
9556		0.016	0.032	0.01
9557		3.186	3.061	5.353
9558	ENSG00000172216	1.664	1.155	0.979
9559		0.713	0.395	0.677
9560	ENSG00000183307	0.063	0.505	0.007
9561		0.016	0	0.062
9562	ENSG00000143126	0.216	3.908	0.711
9563		0.556	0.515	0.226
9564		0.051	0.207	0.072
9565		1.041	1.311	0.649
9566		0.377	0.175	0.129
9567		0	0	0
9568		0.63	0.549	0.192
9569	ENSG00000138092	0.769	2.518	1.107
9570		1.065	2.407	1.558
9571		3.633	3.823	3.413
9572		1.046	0.691	2.732
9573		8.4	19.388	2.653
9574		9.079	6.709	5.911
9575		1.144	2.192	1.144
9576		2.354	5.807	1.908
9577	ENSG00000147869	0	0.063	0
9578		24.836	24.154	27.755
9579	ENSG00000147400	2.278	7.332	5.923
9580		10.395	18.462	9.696
9581	ENSG00000152093	0	0	0
9582		16.39	3.747	1.631
9583		27.879	6.596	2.845
9584		22.485	4.948	2.261
9585		26.494	6.274	2.713
9586		1.064	0.527	2.033
9587		0	0	0
9588		0	0	0
9589		4.111	3.498	3.738
9590		0.04	0.646	7.477
9591		5.826	6.716	4.977
9592	ENSG00000128965	0.039	0.239	0.104
9593		0.231	0.604	3.03
9594		0	0.031	0
9595		0	0.03	0
9596		3.225	2.371	2.753
9597		15.934	26.359	13.444
9598		1.908	4.595	3.499
9599		16.047	14.705	17.329
9600		15.715	15.851	12.394
9601		0.192	1.295	0.304
9602		3.973	7.196	3.9
9603		6.384	6.541	6.306
9604		3.637	6.601	4.557
9605		0.515	0.637	0.554
9606		0.495	0.648	0.533
9607		0.61	1.305	0.942
9608		0.459	0.712	0.863
9609		21.944	177.357	27.251
9610		2.612	1.624	0.114
9611		0.027	0	0
9612		0.866	2.375	1.237
9613		1.245	0.81	1.255
9614		0.664	1.711	0.759
9615		0.333	0.579	0.929
9616	ENSG00000101421	35.213	27.767	16.335
9617	ENSG00000086065	36.376	37.715	45.761
9618		2.938	3.921	1.436
9619		6.384	11.986	4.707
9620	ENSG00000166664	0.033	0.122	0.02
9621		0	1.825	0
9622	ENSG00000181072	6.12	0.479	0
9623	ENSG00000181072	5.667	0.476	0.027
9624	ENSG00000180720	0	0.645	0.013
9625		0.018	0.084	0.018
9626		0.067	0.411	0.034
9627		0	0.373	0.078
9628		0	0	0
9629		0.47	1.992	0.099
9630		0.04	0.07	0.057
9631	ENSG00000198108	1.73	2.257	0.265
9632		8.208	8.244	10.047
9633	ENSG00000005194	0.664	0.774	1.066
9634		0	0	0
9635		1.618	1.924	2.807
9636		0.482	0	0.044
9637		0.148	0.195	0.319
9638		18.133	7.121	15.304
9639	ENSG00000122873	6.819	4.62	4.932
9640	ENSG00000230055	0.495	0.158	0.675
9641		12.68	17.649	9.805
9642		9.073	19.386	5.653
9643		2.071	1.278	1.803
9644		0.569	0.694	0.538
9645	ENSG00000104879	57.889	0	0.06
9646		0.094	1.171	0.146
9647		37.5	0.185	1.174
9648		0	0.82	0
9649		1.13	4.249	1.176
9650		0	0.772	3.814
9651		1.378	30.806	0.423
9652	ENSG00000159261	0	0	0.256
9653	ENSG00000159261	0	0	0.191
9654		0	0	0.103
9655		8.775	11.75	10.444
9656	ENSG00000165376	0.05	0.743	15.571
9657	ENSG00000165215	0	0.03	0.189
9658		0	0	6.693
9659	ENSG00000160318	0	0	0.057
9660		1.551	2.398	2.352
9661		0	0	0
9662	ENSG00000166509	0	0	0.067
9663		0.142	0.064	0.173
9664		0.128	0.031	0.015
9665		0	0	0.036
9666		0	0	0.031
9667		0	0	0.03
9668		0	0	0.025
9669		0	0	0.023
9670		6.153	3.648	1.493
9671		3.735	2.127	0.891
9672		3.474	1.918	0.818
9673		0.088	0.418	0.175
9674	ENSG00000213719	75.149	27.774	62.011
9675		19.925	0.723	7.139
9676		2.109	5.265	0.464
9677		26.909	25.471	25.397
9678		1.182	1.279	0.977
9679	ENSG00000205056	0	0	0
9680	ENSG00000165959	0.686	1.884	5.187
9681		0.283	0.218	0.756
9682		25.409	48.467	17.419
9683		9.393	10.483	7.134
9684		0.652	2.238	1.327
9685		4.024	7.98	6.376
9686		0.013	0	0.026
9687		0.456	10.282	3.058
9688		5.924	16.393	9.719
9689		20.136	18.193	8.261
9690		0.942	0.724	0.212
9691		6.33	14.919	8.573
9692		4.835	9.792	6.411
9693	ENSG00000079101	0.07	1.89	0.836
9694		0	10.424	0
9695		30.267	59.569	40.761
9696		2.721	14.593	4.807
9697		42.159	24.216	36.962
9698		0.886	0.887	0.347
9699		0	0	0.335
9700		0.107	0	0.23
9701		0.653	0.486	0.681
9702		76.16	35.443	34.488
9703		75.62	35.191	34.244
9704	ENSG00000133313	1.662	3.788	15.049
9705		0.017	0	0.017
9706		2.646	2.29	2.228
9707		0	2.308	0.042
9708		0.007	0.12	0.147
9709	ENSG00000149970	0.193	26.127	0.175
9710	ENSG00000149970	0.186	25.307	0.169
9711		30.3	43.006	41.937
9712		27.811	54.735	37.453
9713		2	2.17	2.354
9714		1.606	1.818	1.909
9715		3.552	5.492	3.889
9716		3.118	2.667	4.347
9717	ENSG00000146910	0	0.119	0
9718	ENSG00000188822	0.021	0	0
9719		0.259	1.404	0.1
9720		0	0	0
9721		0.588	64.649	2.852
9722		0.582	64.027	2.824
9723	ENSG00000184144	0.085	8.474	0.024
9724		0.326	7.152	0.826
9725		0.053	10.26	0.036
9726		0	10.678	0.026
9727		0.916	1.779	1.626
9728		1.363	1.911	5.225
9729		1.293	1.802	4.959
9730		1.226	1.709	4.702
9731		1.161	1.618	4.452
9732		3.758	3.68	29.859
9733	ENSG00000188986	0.676	0.856	0.455
9734		0.277	3.17	1.065
9735		5.367	4.332	4.591
9736	ENSG00000136152	3.531	3.153	4.848
9737		1.472	2.257	1.623
9738		0.217	0.349	0.617
9739	ENSG00000121058	3.703	4.792	4.31
9740		0.113	0.069	0.44
9741		8.984	1.338	6.634
9742		0.272	0.128	0.094
9743		0.278	0.126	0.092
9744		0.276	0.125	0.091
9745		0.275	0.124	0.091
9746		0.273	0.123	0.091
9747		0.272	0.123	0.09
9748		0.272	0.123	0.09
9749		0.253	0.123	0.09
9750		0.271	0.122	0.09
9751		10.301	1.449	6.022
9752		0.033	0.061	0.013
9753		1.597	0.996	3.621
9754		1.427	0.89	3.243
9755		0.621	0.062	0.139
9756		0.568	1.148	0.211
9757		0.005	0.022	0
9758		0	0.067	0
9759		41.919	2.202	8.139
9760		4.986	7.971	5.581
9761	ENSG00000080573	0.836	0.552	0.096
9762		13.48	1.426	3.318
9763		4.931	0.565	1.164
9764		4.517	0.517	1.119
9765		26.308	1.838	2.377
9766		22.585	1.603	2.084
9767		0.047	0.054	0.158
9768		1.406	0.076	0.085
9769		0.075	0.136	0.029
9770		0.024	0.932	0.049
9771		0	0.428	0.138
9772	ENSG00000184374	0.242	0.559	0.131
9773		2.456	2.362	3.92
9774		7.685	10.51	8.763
9775		0.331	0.296	0.171
9776		6.537	4.837	7.982
9777		16.368	14.474	17.265
9778		1.639	3.099	3.602
9779		1.43	2.74	3.156
9780	ENSG00000158623	2.013	6.65	2.066
9781		3.114	5.181	2.153
9782		1.243	2.794	1.729
9783		1.222	2.745	1.699
9784		12.244	25.59	6.815
9785	ENSG00000005243	6.008	2.224	3.449
9786		1.269	0.747	1.828
9787		2.248	3.214	3.084
9788		0.111	0.173	0.084
9789		0.664	0.461	0.787
9790	ENSG00000131148	4.616	3.797	2.802
9791		413.375	169.154	186.868
9792		0	0	0.039
9793		0.106	0.135	0.138
9794		0.038	0	0.062
9795		0.221	0.323	0.489
9796	ENSG00000080618	0.549	0.451	0.304
9797		6.83	8.971	9.182
9798		18.158	243.911	9.477
9799		0.076	2.487	0.175
9800		1.388	2.936	2.85
9801		0.383	5.666	0.225
9802	ENSG00000135678	2.452	0.82	6.701
9803		1.57	1.644	1.829
9804		1.536	1.609	1.79
9805		1.398	1.464	1.629
9806		1.387	1.453	1.616
9807		1.377	1.443	1.605
9808		11.222	4.604	11.813
9809		0.07	0.053	0.087
9810		1.481	4.577	1.082
9811		0.66	0.572	0.544
9812		3.083	3.421	3.467
9813		0.394	0.844	0.752
9814	ENSG00000110090	1.739	1.968	3.881
9815		0	0	0
9816		0	0	0
9817		0.047	1.129	0.053
9818	ENSG00000157184	1.862	1.041	3.35
9819		13.748	2.684	12.319
9820		0.265	0.491	0.209
9821		0.502	6.354	0.768
9822		0	0.396	0.177
9823	ENSG00000130545	0	0	0.048
9824	ENSG00000130545	0	0	0.134
9825		3.413	5.489	3.99
9826		3.339	5.427	3.939
9827	ENSG00000169509	0	0	0
9828		1.509	2.587	1.406
9829		3.027	3.322	3.207
9830		1.637	2.266	3.195
9831		1.42	1.767	0.934
9832		1.984	1.221	1.233
9833		2.914	0.783	0.982
9834		3.015	1.399	1.023
9835		3.496	1.613	1.348
9836		0	0.031	0
9837		0.011	0.157	0.011
9838		0.376	0.64	6.361
9839	ENSG00000119878	0.759	2.154	1.025
9840	ENSG00000124812	0.031	0	0.021
9841		0	0.056	0.028
9842	ENSG00000103196	4.152	1.42	3.285
9843	ENSG00000006016	0.31	0.084	0.062
9844		0.017	0.808	0.025
9845		8.863	0	2.981
9846		2.935	3.245	2.68
9847		0	0	0
9848	ENSG00000196431	0	0	0.046
9849		0	0	0.152
9850	ENSG00000118231	0	0	0
9851		0.646	2.297	7.881
9852		7.154	3.361	3.645
9853		0.45	0.872	0.771
9854		529.548	31.342	36.011
9855		1.632	2.333	0.776
9856		2.66	7.81	0.781
9857	ENSG00000164400	0	0	0
9858		0.815	1.405	0.577
9859		0.369	0.905	0.313
9860		0	0	0
9861		0.25	0.13	0.019
9862		6.668	4.247	1.528
9863	ENSG00000136488	0	0	0
9864	ENSG00000136488	0	0	0
9865	ENSG00000213218	0	0	0
9866		0.946	1.272	0.717
9867		0.001	1.702	0.144
9868	ENSG00000182902	0.071	4.847	0.178
9869		0.013	0	0.078
9870		0.027	0.413	0.082
9871		42.89	22.151	19.848
9872		3.519	8.11	4.53
9873		3.409	7.856	4.388
9874		1.281	1.699	2.339
9875		2.043	4.366	2.257
9876		2.496	2.144	2.867
9877		0.4	0.37	0.107
9878	ENSG00000174502	0.486	0.205	0.653
9879	ENSG00000110925	1.51	3.129	1.087
9880	ENSG00000129170	266.368	0	0.014
9881	ENSG00000170373	0	0	0
9882	ENSG00000175315	0	0	0
9883		0	0	0
9884	ENSG00000232478	0	0	0
9885	ENSG00000242185	0	0	0
9886		0	0.038	0
9887		0	0	0
9888		0	0	0
9889		0	0	0
9890		0	0	0
9891		0	0	0
9892		0	0	0
9893		1.312	1.526	7.477
9894		5.819	6.809	7.048
9895		5.791	6.761	7.016
9896		4.103	4.545	4.983
9897		0.791	0.488	1.504
9898	ENSG00000175215	10.959	8.838	10.013
9899	ENSG00000116761	0.475	0.378	1.438
9900		0	0	0.02
9901		3.521	0.401	0.013
9902	ENSG00000146411	2.69	3.113	1.599
9903		16.675	10.891	30.653
9904		14.672	9.241	27.136
9905		15.436	10.029	28.675
9906		0.316	0.316	0.716
9907		113.764	37.097	117.091
9908		15.797	8.703	26.076
9909		3.131	1.344	2.201
9910		1.139	3.029	1.602
9911	ENSG00000100448	0.202	0	0.201
9912	ENSG00000136943	0.087	0.406	2.766
9913	ENSG00000151792	2.835	2.416	6.783
9914	ENSG00000163131	7.313	2.246	1.665
9915		0.065	0.22	0.183
9916		0.168	0.268	0.184
9917	ENSG00000151812	0	0.021	0.094
9918		0.133	0.137	49.321
9919	ENSG00000180891	0.986	0.622	0.82
9920		0.043	0.245	0.787
9921		0	0	6.971
9922		5.811	8.983	5.148
9923		12.143	12.388	9.858
9924	ENSG00000044090	0.579	1.376	1.886
9925		0.945	2.659	1.464
9926		19.411	18.067	14.562
9927		0.573	0.849	0.683
9928		0.061	0.031	0.045
9929	ENSG00000156234	0.046	0	0.062
9930	ENSG00000081041	5.145	2.016	1.849
9931	ENSG00000138755	0.139	0.208	0.233
9932		0.195	0	0
9933		0.038	0.275	0.038
9934		0.312	0.158	0.498
9935		0.246	0.14	0.421
