HPA_heart HPA_brain HPA_kidney AltIso_heart AltIso_brain GTEx_heart GTEx_brain GTEx_kidney Atlas_heart Atlas_brain Atlas_kidney
ENSG00000000003 2.14806168463084 2.68401886834273 4.01917136825653 2.90240401843745 2.86537587342695 2.51968562697824 2.80939019524051 3.66818413258391 2.17442171891855 2.80367433165595 4.09649221161007
ENSG00000000005 0.485538961533692 0.010549060269252 0.637073827047095 0.536946149207451 0.215567859036388 0.359197359089767 0.240512102685574 0.505862140017808 0.119436460331771 0.371290701412315 0.696284185750911
ENSG00000000419 4.43495374856165 3.67201678772473 4.19304156640665 4.23599332382623 3.5652585694949 4.6175778629685 3.81393801525461 3.93249689035072 4.49883421581146 3.86677523063761 3.88373890622983
ENSG00000000457 1.93672516789127 2.00135536100242 2.39030854572568 2.03678806791434 1.92026466882299 2.28519328720895 1.66917405446055 2.26184794902111 1.92515546123758 2.02285000794783 2.49824931840811
ENSG00000000460 0.623443277757906 0.71367323598301 0.73413847721948 0.544024225982899 0.505963802163142 0.599678405999318 0.609025175752766 0.548929418577685 0.596987121086868 0.534953822089938 0.611430564869218
ENSG00000000938 1.40277820036356 1.29361876155498 1.29361876155498 1.58678469556282 1.22520226029354 0.716689155295314 2.2258589303638 1.41880775531336 1.9554212576315 1.10777283664341 1.04474556333115
ENSG00000000971 5.20193368630274 2.67973481092819 3.59623235657407 4.71483286401398 2.89586808198661 3.95056342703714 3.90715886891805 4.03170236704414 5.78959407320908 3.09259177226206 3.36254893698106
ENSG00000001036 3.91903552620843 3.07134601215798 4.49593237757195 4.53637529305922 3.62287527529855 4.0652602036193 3.58144434201572 3.82649220354628 3.54936645406482 3.51553118807563 4.25089594559608
ENSG00000001084 2.52241431726708 3.40704003244634 3.23324780647658 2.52731758480636 3.59738270102772 2.48237791518409 3.05774520521986 3.49864571582807 2.48421085027438 3.24965918092735 3.21549842626424
ENSG00000001167 2.03132372585096 2.71415685317499 2.42358916637399 2.02813559844283 2.65783199156669 2.13899930353765 2.12763782824673 2.69501866764776 2.09425235059381 2.66354739440434 2.38440609648159
ENSG00000001460 1.25652795179096 2.09849120740101 1.85717256324941 1.12789251807802 2.7904967777258 1.40506247041555 2.09597897590996 1.81174643442049 1.26342739386806 2.49654025711344 1.55558657978046
ENSG00000001461 2.89325680424877 4.25531399584235 3.11414495068877 2.99190452251857 4.29574410426838 2.79065388216315 4.7447947982396 2.79888734700015 2.71098731918656 4.77549209049868 3.03912844803614
ENSG00000001497 2.65880285004828 3.31675617135435 3.13199717843239 2.99279039848325 3.02726157409507 2.70417529354358 3.79281712292928 2.65573387230709 2.69628186883928 2.93961164650276 3.4246741871371
ENSG00000001617 2.07525113726856 0.71050558967399 2.71164773173768 2.45873484718445 1.46370351918689 1.41904500913838 1.5252105517096 3.18368454256433 1.8021843635633 1.72362115976244 2.12040604808435
ENSG00000001626 -0.067770517398667 0.565192876312921 0.624596684849922 0.36556158132429 0.458004045365522 0.103117127350884 0.164256667674534 1.10437044914375 0.263731392056167 0.284964386946898 0.741684626071032
ENSG00000001629 2.53689686606065 3.51100837251535 3.57097662120095 2.76201204748531 3.66550790480187 2.91856533553472 3.77341785080243 2.8176938887018 2.63001445996928 3.68376953796682 3.33434297132677
ENSG00000001630 2.96122271323711 4.45258016424917 3.76998273392636 2.90734264445846 4.96139106893317 2.53042382526488 3.90760797604371 4.42715943357297 3.25265507160136 4.63447034625069 3.9601937328585
ENSG00000002016 1.34631426360547 1.89687406238838 1.83463980497446 1.47627667588455 1.49301758506832 1.6132622601049 1.63425407872053 1.66354851712906 1.46920109661957 1.39601238973136 1.92386449027414
ENSG00000002330 3.27192240469625 3.24475715211899 3.53361600928514 3.56177930770019 3.09705705253269 3.07690362979785 3.13102752195197 3.74632253063951 2.6448355128719 3.62500404081482 3.16500288459234
ENSG00000002549 4.99990654077624 4.67739702078632 5.62991480458655 5.16209681095463 5.06861103258104 4.76785993533398 4.66012769551491 5.84423399395518 4.76051367852697 5.34352543380794 5.32705112418937
ENSG00000002726 -0.305374929691909 -0.557264628372761 4.64411890250543 1.5492037079276 1.5492037079276 0.340522908026963 0.353615303136138 4.32414328542377 0.0766529533621112 0.438036716174543 4.69697280417579
ENSG00000002745 0.0232275351935445 0.340627334687294 0.138530707372903 0.0914515657592292 0.341932770844893 0.176394153984409 0.199898393732808 0.224041134331457 0.0504416284782854 0.625993429016212 0.0438238536739154
ENSG00000002746 -0.407674864466682 1.7380448811924 2.74572985805976 0.40134322080561 2.86622796851753 0.703126435529785 1.56206457210814 2.14728743986066 0.224509157507139 2.52535396079924 1.96480034210424
ENSG00000002822 2.55936846757775 2.39320315993437 2.24814272930269 2.12792086095685 2.69798891989045 2.09549145086853 2.3931198034434 2.30040731922801 2.08629056347887 2.59958081984583 2.43602951040611
ENSG00000002834 3.71769227302424 4.58342435474235 4.72505187607227 3.91121939467355 5.05608755430416 3.66395134634469 4.50213603742025 5.21083094488599 4.19357580961486 4.04803580189756 4.88994036103358
ENSG00000002919 2.35033085292976 2.66878378035193 2.87772131808979 2.36686510079159 2.81305914154682 2.30480992966095 2.81203586025367 2.98831832549491 2.32213746964244 2.7806973025508 2.5239333340131
ENSG00000002933 4.11075414121481 2.74315751147008 6.01722876599494 5.03528652127557 4.12791427153837 2.83543252147869 3.92003601064043 7.0427895658431 3.77244055265509 3.18229205642184 6.48227600014365
ENSG00000003056 4.74969478320458 4.41993959313769 4.77619080966724 4.59339343442792 4.79567842558803 4.35722170642108 4.04974087539584 4.76915991199413 4.45432578141152 4.68201531306362 4.60458871778142
ENSG00000003096 2.23820233296471 1.86859903796471 2.77017677223301 2.27263531946305 2.16503624771002 2.33116465238804 1.86920486647052 2.54508227137972 1.45106797894043 2.53614716766011 3.28928322064983
ENSG00000003137 1.22014661693318 1.63225735919826 1.7043617997263 0.745260478582117 2.56043172844782 0.848015636201847 1.13460900341962 2.66619588060027 1.27967879453148 1.79253071338351 1.56334891173409
ENSG00000003147 4.1349737042772 3.2664745459998 3.08457590012375 3.82765330591614 2.97904525112733 4.02019750340134 3.08534757846597 3.19218740310604 4.23455347866298 3.38585757991437 2.92317692038475
ENSG00000003249 1.39495172961509 3.1822276469957 2.22221631782343 1.4471152343797 3.81844110355426 1.24758140687975 3.17001126399191 2.98731253784004 1.51228354778137 3.53563277665431 2.2528654384861
ENSG00000003400 1.7259289623264 1.14176945396698 2.08477236910172 1.67997371828868 1.36356075608497 1.95592438540633 1.50213319105766 1.75120772484496 1.9739470137577 1.12829100742109 2.13387488195742
ENSG00000003402 5.53926830752394 3.67344020409357 4.91107331027477 5.71387343426764 3.94087884448881 5.97044262764166 3.82670895094776 4.28806273832132 6.01722168081205 3.80788559774853 5.03219416704717
ENSG00000003436 3.73512376278332 1.80097174249601 4.29044990736248 4.49069425615551 2.35011287513295 3.66094585294657 2.06144850688145 4.39964280275486 4.59487169735363 1.56440489399244 4.56167528010104
ENSG00000003509 3.36350394793837 2.62227429485992 2.98309783617682 3.24118099661497 2.47989884124337 3.4637718615542 2.71159045730457 2.79531230742981 3.29617976883124 3.16410532359359 2.6772064836143
ENSG00000003756 4.83353238831645 5.12548196065255 4.88679946923567 4.79056952389806 4.69286547475725 4.9733706372395 5.07704862353827 4.74124460142107 4.67696381967427 5.17566014546726 4.8089754498332
ENSG00000003987 0.0294297411086555 2.55123733897907 0.455847442456072 0.271878168970019 2.2715899021962 0.656436184265747 1.83559063953283 0.811440635222243 0.498009847142613 2.29528597173047 0.793743568504805
ENSG00000003989 2.63849889885913 2.37063794940245 2.28977396501967 3.13959715017022 1.70395345509226 3.17710843070938 1.44008525742428 2.82717150320267 3.75561125367142 1.86654867942946 2.13778056667844
ENSG00000004059 4.8824617520724 5.08898615667957 4.87599542765864 4.71197371114532 5.66664023396374 4.61458621395088 4.78850634151763 5.44652776711205 4.48137588095288 4.84983151301019 5.00049048539389
ENSG00000004142 4.98538468327406 4.13433277312347 4.93937869469492 5.1400081768062 4.41081968439202 5.2294188720188 4.01993262988986 5.25482513885429 4.30435995280134 4.62929662318908 4.74307631601458
ENSG00000004455 4.10563766956951 3.05212109677635 4.7490934904249 3.4081963573062 3.4081963573062 3.64485272402214 3.45581896530909 4.71072587396996 4.07922734195096 2.99286527529798 4.74137471290498
ENSG00000004468 0.773455446703338 2.61749901010952 0.44948247648548 1.37261487181201 1.32382374309549 1.47556950688475 1.4183777586612 1.04418291604818 2.09138487660587 2.22561883782184 0.0933235969050059
ENSG00000004478 3.94695376138947 4.59055432082202 4.91579580077986 4.14342218287326 5.20025628691498 4.10720407905987 4.5853970001281 4.94759236883161 3.95444578310474 4.71177986041129 4.60428671600844
ENSG00000004487 3.80798944379064 3.98815412105271 4.02948975806154 3.57762781499916 4.34150030102104 3.84453157048723 3.97872888005823 4.03880947724557 3.69622965093027 4.55809772675241 3.69726299065626
ENSG00000004534 4.93214294681104 5.06217204896673 4.73235116100262 4.62259877907518 4.65467322539345 5.01140954490404 4.78031677548396 4.80290117890744 4.85950375035728 4.77588114965642 5.12944931255154
ENSG00000004700 3.4348731018141 2.51476999278195 3.01038717284628 3.12823393679677 2.62112888002858 3.41981501202931 2.56783289336693 2.75098629049941 3.42053410050968 2.65615797698865 2.82084973633616
ENSG00000004766 2.34164700495168 3.07960698393029 2.77991881305327 2.36135054775946 2.60496682991297 2.73154467660493 2.75995278128896 2.56141625123047 2.2954069433298 3.23195922307863 2.71914845477328
ENSG00000004776 8.14692032427635 4.22084728795766 4.21077619159583 7.97728217530907 4.7659894947444 8.47292488839266 4.7695816918528 5.01455904317048 9.03179731784806 4.65444168210625 4.70367127952465
ENSG00000004779 6.4033532818356 4.90830045477841 5.49679184812236 6.39116343119206 5.19485052704168 6.67302018295803 5.1790276056823 5.15558116728707 6.2898575368265 5.38437375564874 5.12375785991885
ENSG00000004799 5.51052075273034 4.39812881257134 6.47665133565084 7.7941484013584 4.23063448331078 6.51800891237811 4.4066705914454 6.99894387287003 8.22661143877456 3.68107280418736 5.8470339689501
ENSG00000004809 0.113782369616443 0.0153122879218222 0.113782369616443 0.146754362317816 0.0828912754429698 0.040409594989488 0.113224925542121 0.104750440065872 0.125425660259104 0.0631384410485727 0.0781019919889734
ENSG00000004838 0.0930342518691248 0.545118058055168 0.820455428356569 0.409475170170718 0.543500819867993 0.146784684505574 0.84021349348938 0.635067837963084 0.43711989716338 0.513084377235498 0.528587082557684
ENSG00000004864 2.19692661826893 2.36417397973319 3.68184237348764 2.74171877797378 2.67354605209946 2.24900462483466 2.59272783956107 3.69345868723461 2.24006735821498 2.32544101973385 3.95555861497724
ENSG00000004866 2.70410844272057 2.73227734304723 3.1931911384582 2.69430642308307 2.99617085920097 3.03748388150264 2.36624093111906 2.78936588631786 2.66726638033077 2.50165497628015 3.05192817808542
ENSG00000004897 3.54760269054131 3.58237472132732 3.16972134871056 3.16017014366319 3.48804946345816 3.5386939936873 3.47576396723056 2.97395310872453 3.5213016545769 3.56546472060684 3.05214514947808
ENSG00000004948 0.0686881752213765 0.0686881752213765 1.09374218042251 0.541075227686574 0.418910263585034 0.0632805288096499 1.27958297997384 0.265601819083612 -0.0515535988279966 0.896537673383492 0.75368006408013
ENSG00000004961 4.59365442067108 3.38541966723071 3.85044180608106 4.34480897342871 3.75676109299521 4.73000314646508 3.14371356213885 3.93693787337762 4.72339285644762 3.79300261423283 3.63705066193995
ENSG00000004975 2.70165526006479 2.92914970299708 2.76464885446858 2.7201423886251 2.83766421234837 2.50648342119658 2.49845082988521 3.38713497974876 2.71732611856126 2.56023532054032 2.84137192979387
ENSG00000005001 -0.283724521578034 -0.179998879450676 1.55157591223816 0.489371346783777 0.489371346783777 -0.107948250644479 -0.0823771048767272 1.96385960075631 0.493396679198162 0.493396679198162 0.564418833213687
ENSG00000005007 3.06706865778738 3.21718113502751 3.71749862546785 3.07159510355811 3.81609161473557 3.15545782087318 3.16579317370479 3.93773913679339 2.97976186221329 3.35546176309674 3.45497495581889
ENSG00000005020 1.85241202844549 2.75586635724215 3.34363597877834 2.30120420322674 2.90208179833672 1.76973055264583 2.73725212152191 3.34639077475361 1.98754107924899 2.79556653559728 3.27442346184786
ENSG00000005022 6.17856937294603 5.59109156428084 7.14285791497625 5.97020612744788 6.82429702720013 6.01296223121462 5.81856394889942 7.49625235083424 5.75128288552719 5.87678365983276 7.22993213627115
ENSG00000005059 1.85790763050809 1.75674039803029 0.985541862665545 1.71919809007424 1.50475949257266 1.45792479903387 1.98840211244996 1.22284264638125 1.95269008156994 1.7177456518955 0.996654569095387
ENSG00000005100 1.68130558123558 2.31921535195767 1.72196917504879 1.5921695830555 2.1870499154393 1.83859206180519 2.00810579907952 1.84839576151355 1.55121796315902 2.17482626596446 1.84666047606515
