ENSG_ID	HPA_heart	HPA_brain	HPA_kidney
6135	ENSG00000129675	25	22.9	5.7
6136	ENSG00000129680	6.8	1.4	3.4
6137	ENSG00000129682	2.6	29.3	5.8
6138	ENSG00000129691	23.6	26.3	24.5
6139	ENSG00000129696	5.7	3.8	6
6140	ENSG00000129744	0.4	0	0.2
6141	ENSG00000129749	0.2	0.2	0.4
6142	ENSG00000129757	14.8	13.1	44
6143	ENSG00000129810	0.2	0.4	0.3
6144	ENSG00000129824	40.8	53.7	60.9
6145	ENSG00000129862	0	0	0
6146	ENSG00000129864	0	0	0
6147	ENSG00000129873	0	0	0
6148	ENSG00000129910	0	0.1	0.1
6149	ENSG00000129911	1.3	7.2	3.6
6150	ENSG00000129925	22.1	11.7	33.9
6151	ENSG00000129932	1.7	5.7	5.1
6152	ENSG00000129933	19.3	18.8	16.3
6153	ENSG00000129946	8.3	22	5.4
6154	ENSG00000129951	0	4	0
6155	ENSG00000129965	0.1	0.5	0.1
6156	ENSG00000129968	4.7	8.7	7.3
6157	ENSG00000129988	0	0	1.3
6158	ENSG00000129990	0.1	76.7	0
6159	ENSG00000129991	2157.5	0.5	0.1
6160	ENSG00000129993	4.4	3.6	0.9
6161	ENSG00000130005	31.4	19.6	37.8
6162	ENSG00000130021	16.6	5.7	14.1
6163	ENSG00000130023	8.7	12.4	16.9
6164	ENSG00000130024	33.3	23.3	24.1
6165	ENSG00000130032	0.8	4.3	0.2
6166	ENSG00000130035	1.4	5.1	0.5
6167	ENSG00000130037	17.9	1.2	1
6168	ENSG00000130038	2.2	0.4	0.4
6169	ENSG00000130045	0	0.1	2.8
6170	ENSG00000130052	4.9	1.9	13.5
6171	ENSG00000130054	12.5	1.4	0.8
6172	ENSG00000130055	0.1	3.5	0.2
6173	ENSG00000130066	174.4	147.8	354.2
6174	ENSG00000130119	6.3	4.2	5.9
6175	ENSG00000130147	7.6	7.5	18.5
6176	ENSG00000130150	4	12.6	6.9
6177	ENSG00000130158	20.8	3.7	13.1
6178	ENSG00000130159	62.2	25.1	33
6179	ENSG00000130164	7.6	9.8	6.2
6180	ENSG00000130165	24.8	26.5	26.4
6181	ENSG00000130167	0	0.1	0
6182	ENSG00000130173	0.3	0.1	0.2
6183	ENSG00000130175	60	70.9	80.2
6184	ENSG00000130176	142.5	3	9.5
6185	ENSG00000130177	25.9	30.4	30.1
6186	ENSG00000130182	0	0.1	0
6187	ENSG00000130193	8.4	7.4	19.5
6188	ENSG00000130201	0.8	0.1	11.2
6189	ENSG00000130202	17.8	9.6	33.7
6190	ENSG00000130203	18.9	297.9	562.2
6191	ENSG00000130204	12.4	8.8	9.6
6192	ENSG00000130208	5.7	77.2	7.6
6193	ENSG00000130222	9.5	4.9	8
6194	ENSG00000130224	2	5.4	1
6195	ENSG00000130226	0.3	59.4	4.5
6196	ENSG00000130227	22.4	27.6	30.4
6197	ENSG00000130234	33.6	0.1	66.1
6198	ENSG00000130244	7.3	9.6	10
6199	ENSG00000130254	20	30.3	37.1
6200	ENSG00000130255	192.2	145.9	252.8
6201	ENSG00000130270	0.4	0.3	0.2
6202	ENSG00000130283	0	11.6	0.1
6203	ENSG00000130287	0	87.5	0
6204	ENSG00000130294	6.7	139.4	0.4
6205	ENSG00000130299	4.5	5.7	8.3
6206	ENSG00000130300	33.6	2.4	56.7
6207	ENSG00000130303	46.2	24.9	51.3
6208	ENSG00000130304	15.5	12.2	6.9
6209	ENSG00000130305	8.7	8	10.5
6210	ENSG00000130307	6.3	1.3	3.1
6211	ENSG00000130309	19.7	14.6	10.4
6212	ENSG00000130311	40.3	38.2	20.1
6213	ENSG00000130312	44.9	20.8	66.8
6214	ENSG00000130313	10	12.1	19.7
6215	ENSG00000130332	18.6	26.7	33.5
6216	ENSG00000130338	1.8	7.5	3.6
6217	ENSG00000130340	21.9	11.8	27.4
6218	ENSG00000130347	10.8	4.7	7.5
6219	ENSG00000130348	8	5.5	7.5
6220	ENSG00000130349	32.7	15.8	28.3
6221	ENSG00000130363	3.5	3.9	7.2
6222	ENSG00000130368	0	0.8	0
6223	ENSG00000130377	0	0.1	1.3
6224	ENSG00000130382	11.3	15.8	13.5
6225	ENSG00000130383	0.7	0.1	2.1
6226	ENSG00000130385	0	0	0
6227	ENSG00000130396	25.1	24.7	49.7
6228	ENSG00000130402	104	123.4	281.4
6229	ENSG00000130413	14.7	6.2	9.2
6230	ENSG00000130414	187.6	56.7	104.9
6231	ENSG00000130427	0	0	0.2
6232	ENSG00000130429	24.5	15.5	36.9
6233	ENSG00000130433	0	0.3	0
6234	ENSG00000130449	2.4	8.8	4.2
6235	ENSG00000130475	0.6	10.3	0.5
6236	ENSG00000130477	0.1	0	0.2
6237	ENSG00000130479	8.7	22.4	7.2
6238	ENSG00000130487	0	0.1	0.3
6239	ENSG00000130489	12.1	11.1	14.3
6240	ENSG00000130508	14.2	6.9	4.7
6241	ENSG00000130511	6.7	11.5	7
6242	ENSG00000130513	0.2	0.3	46.9
6243	ENSG00000130517	14.1	6.2	26.2
6244	ENSG00000130518	0.5	0.7	1.4
6245	ENSG00000130520	41.8	39.8	57.7
6246	ENSG00000130522	10.8	27.4	31.9
6247	ENSG00000130528	356.7	0.9	3.1
6248	ENSG00000130529	14	2.6	16.5
6249	ENSG00000130538	0	0	0
6250	ENSG00000130540	0.1	80.4	0.1
6251	ENSG00000130544	1.1	2.4	2.3
6252	ENSG00000130545	0.3	0.2	23.9
6253	ENSG00000130558	7.1	322.8	7.3
6254	ENSG00000130559	6.4	15.8	4.9
6255	ENSG00000130560	48.8	19.7	16.9
6256	ENSG00000130561	0.1	0.2	0
6257	ENSG00000130584	4.1	2.6	4.7
6258	ENSG00000130589	2.7	2.6	3.3
6259	ENSG00000130590	1.7	3	3.8
6260	ENSG00000130592	25.5	5.8	4.9
6261	ENSG00000130595	59.6	0.2	1
6262	ENSG00000130598	0.2	0.3	0.6
6263	ENSG00000130635	20.5	1	4.5
6264	ENSG00000130638	153.9	147.8	76.8
6265	ENSG00000130640	18.8	24.9	29.8
6266	ENSG00000130643	0	64	0.2
6267	ENSG00000130649	0.9	5.3	2.9
6268	ENSG00000130653	2.9	3.1	2.8
6269	ENSG00000130656	0	0	0
6270	ENSG00000130669	5.3	5.7	22
6271	ENSG00000130675	0	0	0.1
6272	ENSG00000130684	5.9	9.2	6.4
6273	ENSG00000130695	24.3	5.7	4.8
6274	ENSG00000130699	2.7	3.8	5.2
6275	ENSG00000130700	1	0.1	0.9
6276	ENSG00000130701	0	0	0.5
6277	ENSG00000130702	12.7	8	26.1
6278	ENSG00000130703	16.6	16.9	16.4
6279	ENSG00000130706	40.1	31.7	39.8
6280	ENSG00000130707	29.4	17	788.4
6281	ENSG00000130711	0	0.1	0
6282	ENSG00000130713	8.1	14.3	11.1
6283	ENSG00000130714	15.3	20.4	16.9
6284	ENSG00000130717	19.5	17.8	23.2
6285	ENSG00000130720	0.3	1.5	0.2
6286	ENSG00000130723	32.4	67.3	40.4
6287	ENSG00000130724	109.5	63.5	106.5
6288	ENSG00000130725	12.1	15.2	10.1
6289	ENSG00000130726	82.7	86	84.6
6290	ENSG00000130731	24.4	24.3	30.5
6291	ENSG00000130733	13.2	13.5	28.3
6292	ENSG00000130734	22	6.8	19.5
6293	ENSG00000130741	26.6	26.8	36.8
6294	ENSG00000130748	1.2	7.5	9.4
6295	ENSG00000130749	6.5	10.8	8.9
6296	ENSG00000130751	0.1	2.9	0.6
6297	ENSG00000130755	14.9	8.8	19.6
6298	ENSG00000130758	5.3	21.6	6.4
6299	ENSG00000130762	0.8	0.4	12.2
6300	ENSG00000130764	32.5	30.8	24.9
6301	ENSG00000130766	2.3	4.8	15.4
6302	ENSG00000130768	0.2	0.3	4.9
6303	ENSG00000130770	429.9	107.2	220.8
6304	ENSG00000130772	6.7	4.3	10.2
6305	ENSG00000130775	4.1	9.5	4.3
6306	ENSG00000130779	29.2	26.1	25.8
6307	ENSG00000130783	0.1	0.4	0.1
6308	ENSG00000130787	15	50.5	38.5
6309	ENSG00000130803	6.4	9.5	9.4
6310	ENSG00000130810	7.4	13.9	9.8
6311	ENSG00000130811	81.4	55.1	77.9
6312	ENSG00000130812	0	0.2	0.2
6313	ENSG00000130813	8.5	15.5	14.6
6314	ENSG00000130816	8.3	17.2	11
6315	ENSG00000130818	4.2	4.3	3.6
6316	ENSG00000130821	69.7	47.3	54.3
6317	ENSG00000130822	3.8	27.9	0.5
6318	ENSG00000130826	14.5	14.9	15.7
6319	ENSG00000130827	8.4	10	5
6320	ENSG00000130829	0	0.9	35.1
6321	ENSG00000130830	22.9	28.1	40.3
6322	ENSG00000130844	11.6	12.1	12.3
6323	ENSG00000130856	1.9	3	2.5
6324	ENSG00000130876	0.1	4.7	0.7
6325	ENSG00000130881	8.9	17.4	5.9
6326	ENSG00000130921	13.5	14	13.6
6327	ENSG00000130935	11	9.7	17.4
6328	ENSG00000130939	22.8	20.4	18.2
6329	ENSG00000130940	6.8	0.4	4.2
6330	ENSG00000130943	0.2	0.1	0.1
6331	ENSG00000130948	1.1	1.7	1.3
6332	ENSG00000130950	0	0	0.1
6333	ENSG00000130956	16.9	37.5	24.7
6334	ENSG00000130957	0.1	0	0.2
6335	ENSG00000130958	10.8	9.8	27.5
6336	ENSG00000130962	5.3	13.8	9.6
6337	ENSG00000130985	66.5	81.2	83
6338	ENSG00000130988	13	10.4	61
6339	ENSG00000130997	0.7	1.4	1
6340	ENSG00000131013	11.8	13.2	17.5
6341	ENSG00000131015	0.9	1.5	0.5
6342	ENSG00000131016	13	29.1	15.5
6343	ENSG00000131018	43.1	31.6	44.2
6344	ENSG00000131019	0.5	0.8	1.5
6345	ENSG00000131023	4.4	7	7.2
6346	ENSG00000131037	1.8	0.5	26.2
6347	ENSG00000131042	1.7	1.3	1.6
6348	ENSG00000131043	14.4	10.7	15.8
6349	ENSG00000131044	0.2	1.4	0.4
6350	ENSG00000131050	0.6	0	0.1
6351	ENSG00000131051	96.6	98.7	106.1
6352	ENSG00000131055	23.6	1	4.4
6353	ENSG00000131059	0	0	0
6354	ENSG00000131061	0.9	1.5	1.1
6355	ENSG00000131067	8.8	18.3	11
6356	ENSG00000131068	0	0	0
6357	ENSG00000131069	44	14	66.1
6358	ENSG00000131080	1.6	1.6	1.1
6359	ENSG00000131089	24.8	47.4	11.9
6360	ENSG00000131094	0.3	15.2	2.2
6361	ENSG00000131095	3	1372	1.4
6362	ENSG00000131096	0	0.1	0.3
6363	ENSG00000131097	15.1	8.3	3.4
6364	ENSG00000131100	120.5	122.5	107.7
6365	ENSG00000131115	5.8	7.7	7.6
6366	ENSG00000131116	12.1	25.3	19.3
6367	ENSG00000131126	0	0	0
6368	ENSG00000131127	3.2	4.7	5.9
6369	ENSG00000131142	0	0.1	0
6370	ENSG00000131143	1021.3	245.5	326
6371	ENSG00000131148	11.3	9.4	9.9
6372	ENSG00000131149	13.4	8.5	10.4
6373	ENSG00000131152	0.1	0.3	0.2
6374	ENSG00000131153	0.5	0.8	0.6
6375	ENSG00000131165	22.5	30	30.7
6376	ENSG00000131171	59.5	82.2	100.4
6377	ENSG00000131174	108.8	35.2	96.4
6378	ENSG00000131183	0	0.1	183.4
6379	ENSG00000131187	0	2.3	2.8
6380	ENSG00000131188	0.1	3	0.3
6381	ENSG00000131196	7.5	2.1	2.6
6382	ENSG00000131203	0.9	0.1	1.2
6383	ENSG00000131233	0.1	0.2	0.1
6384	ENSG00000131236	52.2	90.1	102.8
6385	ENSG00000131238	31.7	79.1	54.9
6386	ENSG00000131242	2.9	48	14.1
6387	ENSG00000131263	7.1	17	9.3
6388	ENSG00000131264	0	0	0
6389	ENSG00000131269	16.8	6.8	12.5
6390	ENSG00000131323	5.5	8.2	5.5
6391	ENSG00000131351	3.4	1.6	2.6
6392	ENSG00000131355	0.1	0.1	0.1
6393	ENSG00000131368	31.2	24.3	32.3
6394	ENSG00000131370	12.4	44.5	35.6
6395	ENSG00000131373	9.1	8.8	21
6396	ENSG00000131374	18	34.9	26.5
6397	ENSG00000131375	12.3	9.5	15.7
6398	ENSG00000131378	22.7	11.2	11.7
6399	ENSG00000131379	0.1	0	0.1
6400	ENSG00000131381	8.8	20.4	6.9
6401	ENSG00000131386	3.6	22.2	4.3
6402	ENSG00000131389	24.5	5.2	14.7
6403	ENSG00000131398	0.8	9.7	6.6
6404	ENSG00000131400	0.3	0.7	67.2
6405	ENSG00000131408	31.3	14.6	28.2
6406	ENSG00000131409	0.7	23.3	0.7
6407	ENSG00000131435	7.3	7.3	4.9
6408	ENSG00000131437	5	44.4	6.5
6409	ENSG00000131446	39	27.4	38.7
6410	ENSG00000131459	3.2	8.3	2
6411	ENSG00000131462	28.4	21.8	29.1
6412	ENSG00000131467	41.5	42	46.5
6413	ENSG00000131469	603.6	318.3	571.3
6414	ENSG00000131470	2.2	3.4	2.7
6415	ENSG00000131471	19.7	1.5	17.6
6416	ENSG00000131473	20.4	37.3	45.1
6417	ENSG00000131475	28	20.6	41
6418	ENSG00000131477	41.4	13.4	22.4
6419	ENSG00000131480	0.1	0.4	0.3
6420	ENSG00000131482	0	0.1	54.4
6421	ENSG00000131495	89.3	37.5	94.9
6422	ENSG00000131503	19.2	23.9	41.8
6423	ENSG00000131504	18.7	9.6	34.6
6424	ENSG00000131507	39.1	128.6	66.4
6425	ENSG00000131508	65.9	62	46.6
6426	ENSG00000131558	31.9	33.3	23.7
6427	ENSG00000131584	14.9	42.1	11.5
6428	ENSG00000131591	1.5	2.5	3.2
6429	ENSG00000131620	16.2	1.1	5.7
6430	ENSG00000131626	17.9	25.4	21.5
6431	ENSG00000131634	16.2	1.9	16.2
6432	ENSG00000131650	0	0.5	0
6433	ENSG00000131652	6.9	5.8	11
6434	ENSG00000131653	10.7	12.7	18.2
6435	ENSG00000131668	0	0.1	0
6436	ENSG00000131669	40	26.6	62.3
6437	ENSG00000131686	0.9	0	0
6438	ENSG00000131697	1.3	3.4	3
6439	ENSG00000131711	15.3	103.7	2.4
6440	ENSG00000131721	0	0	0
6441	ENSG00000131724	13	12.6	27.5
6442	ENSG00000131725	6.5	9.3	5.1
6443	ENSG00000131730	760.5	2.7	14.2
6444	ENSG00000131732	11.4	6.7	19
6445	ENSG00000131737	0	0	0
6446	ENSG00000131738	0	0.1	0
6447	ENSG00000131746	0.1	0	0.9
6448	ENSG00000131747	0.4	2.1	0.9
6449	ENSG00000131748	17	25.9	20.2
6450	ENSG00000131759	14.1	10.3	15.1
6451	ENSG00000131771	0.7	50.8	2.2
6452	ENSG00000131773	13.4	77.1	21.9
6453	ENSG00000131778	5.8	13.4	11.5
6454	ENSG00000131779	17.8	25.7	25.8
6455	ENSG00000131781	1	2.6	30.9
6456	ENSG00000131788	16.5	14	13.5
6457	ENSG00000131791	21.1	14.5	9
6458	ENSG00000131795	13.3	23.4	19.7
6459	ENSG00000131808	0	0	0
6460	ENSG00000131828	358.9	72.3	168.5
6461	ENSG00000131831	22.3	4.6	10
6462	ENSG00000131844	51.8	14.5	60
6463	ENSG00000131845	4.9	4.6	4.3
6464	ENSG00000131848	5.6	1.9	3.3
6465	ENSG00000131849	3.1	2.9	3.4
6466	ENSG00000131864	0	0	0
6467	ENSG00000131871	39.2	24.4	38.9
6468	ENSG00000131873	12.6	8	10.9
6469	ENSG00000131876	6.1	9.2	10.6
6470	ENSG00000131899	4.9	22.1	5.3
6471	ENSG00000131910	10.2	0	5.9
6472	ENSG00000131914	0	0	0
6473	ENSG00000131931	7.2	5.1	6.7
6474	ENSG00000131941	0.9	7.4	17.1
6475	ENSG00000131943	19.5	19.2	21.1
6476	ENSG00000131944	0.6	0.5	1.1
6477	ENSG00000131951	0	0.4	0
6478	ENSG00000131966	58.9	60.4	46.7
6479	ENSG00000131969	0.1	3.6	0.4
6480	ENSG00000131979	1.9	1.4	15.5
6481	ENSG00000131981	143.5	22.3	77.5
6482	ENSG00000132000	1.5	0.9	0.6
6483	ENSG00000132002	32.2	53	59.4
6484	ENSG00000132003	1.4	2.4	2
6485	ENSG00000132004	1.5	3.4	4.7
6486	ENSG00000132005	2.3	1.5	3.7
6487	ENSG00000132010	0.5	1.1	2.3
6488	ENSG00000132016	0.5	2.3	0.5
6489	ENSG00000132017	14.1	9.5	10.4
6490	ENSG00000132024	8.8	15.3	12.1
6491	ENSG00000132026	0	8	0
6492	ENSG00000132031	0.4	2.9	1.5
6493	ENSG00000132109	6.6	4.1	9.1
6494	ENSG00000132122	2.9	4.1	6.5
6495	ENSG00000132128	22.5	18.2	19
6496	ENSG00000132130	0	0	6.8
6497	ENSG00000132139	0.1	0.1	0.1
6498	ENSG00000132141	1.5	2	2.8
6499	ENSG00000132142	4.8	19	7.8
6500	ENSG00000132153	20.2	25.6	20.8
6501	ENSG00000132155	75.4	32.1	44.6
6502	ENSG00000132164	0	10.3	0
6503	ENSG00000132170	7.8	2	13.3
6504	ENSG00000132182	1.5	3.3	6.2
6505	ENSG00000132185	0.5	0.6	0.1
6506	ENSG00000132196	3.6	9.8	6.8
6507	ENSG00000132199	20.7	17.3	76.6
6508	ENSG00000132205	10.8	1.4	2.1
6509	ENSG00000132207	2.5	4.5	8.7
6510	ENSG00000132254	13.4	26.1	26.9
6511	ENSG00000132256	4.9	4	9.1
6512	ENSG00000132259	0	0.4	0.1
6513	ENSG00000132274	22.3	18.9	18.5
6514	ENSG00000132275	10.4	6.3	8.9
6515	ENSG00000132286	13.8	17	19.6
6516	ENSG00000132294	26.5	42.2	24.4
6517	ENSG00000132297	0	0	0
6518	ENSG00000132300	47.9	33.2	29.5
6519	ENSG00000132305	120.2	32.9	54.7
6520	ENSG00000132313	68.8	21.2	39.5
6521	ENSG00000132321	0.5	8	4.6
6522	ENSG00000132323	16	18.2	14.7
6523	ENSG00000132326	4.8	6.2	4.3
6524	ENSG00000132329	70.7	34.7	5
6525	ENSG00000132330	4.8	4.8	12.1
6526	ENSG00000132334	7.4	13.9	3
6527	ENSG00000132341	63.6	73.2	63.9
6528	ENSG00000132356	23.6	16	34.6
6529	ENSG00000132357	2.9	1.1	3.6
6530	ENSG00000132359	11.8	18.9	6.6
6531	ENSG00000132361	37	17.7	44.7
6532	ENSG00000132376	21	18.3	16.5
6533	ENSG00000132382	10.5	15.2	8.9
6534	ENSG00000132383	25.8	21.2	20.5
6535	ENSG00000132386	162.8	28.2	14.6
6536	ENSG00000132388	28.5	23.7	26.8
6537	ENSG00000132394	14.9	6.3	14
6538	ENSG00000132405	21.5	34.7	39.9
6539	ENSG00000132406	18.4	24.9	28.9
6540	ENSG00000132423	22.2	7.2	9.2
6541	ENSG00000132424	60	70.9	52
6542	ENSG00000132429	38.4	8.1	0
6543	ENSG00000132432	125.3	62.6	98.1
6544	ENSG00000132434	5.8	23.3	12.8
6545	ENSG00000132436	3.1	5	3.3
6546	ENSG00000132437	0.1	0.6	241.9
6547	ENSG00000132446	0	0	0
6548	ENSG00000132463	65.4	51.8	47.4
6549	ENSG00000132464	4.8	0	7.3
6550	ENSG00000132465	29.7	3.4	38
6551	ENSG00000132466	11.7	19	17.9
6552	ENSG00000132467	13	15.9	20.7
6553	ENSG00000132470	4.7	9.6	5.9
6554	ENSG00000132471	90.1	163.4	69.1
6555	ENSG00000132475	194.4	301.3	311
6556	ENSG00000132478	7.9	8.9	8.9
6557	ENSG00000132481	9.1	23.1	15.4
6558	ENSG00000132485	40.5	47.5	33.2
6559	ENSG00000132498	0.8	1.1	0.6
6560	ENSG00000132507	62.8	53.1	64.3
6561	ENSG00000132510	5.8	8.5	8.2
6562	ENSG00000132514	5.4	0.3	2.3
6563	ENSG00000132517	0.1	0.1	0.1
6564	ENSG00000132518	0.2	0	0.2
6565	ENSG00000132522	33.9	28.1	38.1
6566	ENSG00000132530	28	13.9	12.8
6567	ENSG00000132535	9.3	82.3	5.1
6568	ENSG00000132541	25.5	40.4	340.1
6569	ENSG00000132549	3.7	5.4	4.8
6570	ENSG00000132554	0.4	0.8	0.2
6571	ENSG00000132561	55.6	12.6	30.7
6572	ENSG00000132563	7.2	48.1	0.8
6573	ENSG00000132570	14.3	4.8	9.7
6574	ENSG00000132581	23.3	20.1	35.5
6575	ENSG00000132589	38.9	30.2	42.1
6576	ENSG00000132591	25.7	22.8	23.3
6577	ENSG00000132600	30.6	33.1	18.1
6578	ENSG00000132603	6.1	8.7	11.1
6579	ENSG00000132604	11.7	23.9	12.4
6580	ENSG00000132612	48.4	58.6	50.7
6581	ENSG00000132613	30.1	140.1	18
6582	ENSG00000132622	7.2	2.8	4
6583	ENSG00000132623	0.9	0.5	2.7
6584	ENSG00000132631	0	0	0
6585	ENSG00000132635	8.3	18.9	19.3
6586	ENSG00000132639	1.2	802.9	1.7
6587	ENSG00000132640	11.6	31.7	11.1
6588	ENSG00000132646	22.9	22.1	40.2
6589	ENSG00000132661	5.1	3.8	6.9
6590	ENSG00000132664	8.1	11.6	6.9
6591	ENSG00000132669	18.9	14.9	21.3
6592	ENSG00000132670	26	99.5	36.1
6593	ENSG00000132671	0	0.3	0
6594	ENSG00000132676	76.2	36.3	51.3
6595	ENSG00000132677	0	0	16.3
6596	ENSG00000132680	16	17.8	21.4
6597	ENSG00000132681	0.4	0.8	0.1
6598	ENSG00000132688	113.8	20.4	23.9
6599	ENSG00000132692	0.2	196.3	0.3
6600	ENSG00000132693	0	0.2	0.4
6601	ENSG00000132694	11	16.3	10
6602	ENSG00000132698	0.2	0.2	22.1
6603	ENSG00000132702	0.1	38.7	0.5
6604	ENSG00000132703	0	0	0.2
6605	ENSG00000132704	0.2	0	0
6606	ENSG00000132716	85.9	77.4	76.1
6607	ENSG00000132718	10.5	208.4	4.7
6608	ENSG00000132740	5.1	6.2	6.7
6609	ENSG00000132744	0	3.1	54
6610	ENSG00000132746	0	0	0.8
6611	ENSG00000132749	0.2	0.5	3.8
6612	ENSG00000132763	4.8	3.1	3.6
6613	ENSG00000132768	10.6	9	10.6
6614	ENSG00000132773	3.4	3.7	4.9
6615	ENSG00000132780	31.9	45.3	31.4
6616	ENSG00000132781	6.4	7.8	11
6617	ENSG00000132792	24.3	17.8	19.8
6618	ENSG00000132793	11.9	1.7	11.1
6619	ENSG00000132801	1.6	2.1	1.7
6620	ENSG00000132819	23.9	4.4	8.9
6621	ENSG00000132821	14.1	25.3	0.3
6622	ENSG00000132823	24.6	17.1	20.6
6623	ENSG00000132824	57.3	103.7	41.6
6624	ENSG00000132825	4.4	2.8	4.6
6625	ENSG00000132837	1.5	2	135.3
6626	ENSG00000132840	5.8	2.9	308.5
6627	ENSG00000132842	14.9	10.7	23.9
6628	ENSG00000132846	3.8	6.8	6.8
6629	ENSG00000132849	67.1	2.7	29.6
6630	ENSG00000132854	0.2	0.7	1.3
6631	ENSG00000132855	0	0	45
6632	ENSG00000132872	0.4	49.2	0.2
6633	ENSG00000132874	0.1	1.3	7.4
6634	ENSG00000132879	13.7	43.1	19.5
6635	ENSG00000132881	3.9	4.8	3.6
6636	ENSG00000132906	9.7	8.6	9.9
6637	ENSG00000132911	0	0.2	0.1
6638	ENSG00000132912	19.3	38.5	19.2
6639	ENSG00000132915	0.1	0	0
6640	ENSG00000132932	0.1	18.1	0.3
6641	ENSG00000132938	41.3	2.7	0.3
6642	ENSG00000132950	5.3	7.1	6.1
6643	ENSG00000132952	6.8	11.6	8
6644	ENSG00000132953	10.1	5.3	5.8
6645	ENSG00000132958	0	0	0.1
6646	ENSG00000132963	70.2	49.9	55.3
6647	ENSG00000132964	7.2	9.2	10.1
6648	ENSG00000132965	6	17.8	7.2
6649	ENSG00000132970	5.4	48	6.3
6650	ENSG00000132972	0.1	0	0.1
6651	ENSG00000132975	0	4.7	0
6652	ENSG00000133019	0.7	12.3	1.7
6653	ENSG00000133020	0	0	0.8
6654	ENSG00000133026	33	35.5	34.6
6655	ENSG00000133027	14.8	11.7	16
6656	ENSG00000133028	22.3	9.2	23.5
6657	ENSG00000133030	93.8	48.8	39.2
6658	ENSG00000133048	0.6	150.6	34
6659	ENSG00000133055	0	0.2	1
6660	ENSG00000133056	7.7	8.7	6.1
6661	ENSG00000133059	4	11.7	7.5
6662	ENSG00000133063	0.2	0.4	0.4
6663	ENSG00000133065	110	18.8	23.1
6664	ENSG00000133067	2.3	0.7	0.6
6665	ENSG00000133069	1.7	15.4	1.4
6666	ENSG00000133083	6.6	94	0.9
6667	ENSG00000133101	0.2	4.9	0.2
6668	ENSG00000133103	13.4	12.1	13.1
6669	ENSG00000133104	22.1	35.4	43.6
6670	ENSG00000133105	0	0	0
6671	ENSG00000133106	3.8	2.6	8.2
6672	ENSG00000133107	1	1.3	0.9
6673	ENSG00000133110	66.1	0.8	21.1
6674	ENSG00000133111	2.8	6.6	3
6675	ENSG00000133112	1444.8	496.1	1418.7
6676	ENSG00000133114	8.2	12.6	11.8
6677	ENSG00000133115	0	0	0
6678	ENSG00000133116	1.1	0.7	123.3
6679	ENSG00000133119	4.4	4.9	4.1
6680	ENSG00000133121	7.7	5.9	7.3
6681	ENSG00000133124	0	0.2	0
6682	ENSG00000133131	3.1	2.6	7.2
6683	ENSG00000133134	11.2	126.4	44.2
6684	ENSG00000133135	0.3	3.3	27.2
6685	ENSG00000133136	3.4	0.9	3.4
6686	ENSG00000133138	2.2	1	5.1
6687	ENSG00000133142	85.5	109	84.7
6688	ENSG00000133149	0	0	0
6689	ENSG00000133169	4.2	232.5	5.2
6690	ENSG00000133193	7.1	9.1	7.6
6691	ENSG00000133195	9.4	21.5	17.7
6692	ENSG00000133216	1.4	4.6	2
6693	ENSG00000133226	44.1	38.2	29.4
6694	ENSG00000133243	21	26.8	29.5
6695	ENSG00000133246	0.3	1.3	0.5
6696	ENSG00000133247	2.7	3.8	4.1
6697	ENSG00000133250	7.2	11.9	7.8
6698	ENSG00000133256	5	10	7.4
6699	ENSG00000133265	11.2	17.4	14.7
6700	ENSG00000133275	15.4	18.1	23.2
6701	ENSG00000133302	2.8	3.9	2.6
6702	ENSG00000133313	37.1	85.2	282.1
6703	ENSG00000133315	64.1	8.2	59.2
6704	ENSG00000133316	12.5	18.5	19.6
6705	ENSG00000133317	1.7	0	0.1
6706	ENSG00000133318	36.1	389.7	62.3
6707	ENSG00000133321	11.2	27.3	51.4
6708	ENSG00000133328	0.1	0.2	3.9
6709	ENSG00000133392	52.8	7.5	28.4
6710	ENSG00000133393	18.2	13.7	20.8
6711	ENSG00000133398	26	27.4	19.3
6712	ENSG00000133401	19.9	15.9	13.5
6713	ENSG00000133422	9.7	10.4	8.8
6714	ENSG00000133424	62.1	28.8	6
6715	ENSG00000133433	4.5	6.4	4
6716	ENSG00000133454	63	0.1	0.1
6717	ENSG00000133460	13.4	15.8	25.2
6718	ENSG00000133466	2	1.9	2.6
6719	ENSG00000133475	0	0.1	3.7
6720	ENSG00000133477	0.6	0.1	2.5
6721	ENSG00000133488	0	0.2	0.2
6722	ENSG00000133561	24.6	5.9	14
6723	ENSG00000133574	28	9.7	19.1
6724	ENSG00000133597	6.1	12.5	7.7
6725	ENSG00000133606	48.2	46.1	45.2
6726	ENSG00000133612	23.2	114.6	18.8
6727	ENSG00000133619	10.3	5.8	3.1
6728	ENSG00000133627	4.7	27	6.4
6729	ENSG00000133636	0.3	0	0.9
6730	ENSG00000133639	55.4	19.8	61.4
6731	ENSG00000133640	0.3	0.6	1.8
6732	ENSG00000133641	7.9	16.4	12.6
6733	ENSG00000133657	55.8	21.6	50.8
6734	ENSG00000133661	0.7	1.3	0.8
6735	ENSG00000133665	0.1	2.3	0.1
6736	ENSG00000133678	7.6	14.7	18.7
6737	ENSG00000133687	14	10.4	15.1
6738	ENSG00000133703	6.4	18	11.4
6739	ENSG00000133704	10.5	14.7	23.8
6740	ENSG00000133706	25.2	33.6	30.2
6741	ENSG00000133710	1.7	0	0.3
