ENSG_ID	HPA_heart	HPA_brain	HPA_kidney
16158	ENSG00000188229	144.8	78.7	97.3
16159	ENSG00000188234	3.7	2.5	3.8
16160	ENSG00000188242	8.1	8.4	142.4
16161	ENSG00000188243	81.5	46	100.4
16162	ENSG00000188257	51.2	0.8	2.3
16163	ENSG00000188263	0	0	0
16164	ENSG00000188266	5.6	2	10.8
16165	ENSG00000188269	0	0.2	0
16166	ENSG00000188277	0.4	1.3	0.9
16167	ENSG00000188279	0.2	0	0.1
16168	ENSG00000188280	0	0.1	0
16169	ENSG00000188282	0.2	0.2	0.2
16170	ENSG00000188283	5.4	3.4	4.7
16171	ENSG00000188290	2.4	4.3	2.7
16172	ENSG00000188293	0	0	0.3
16173	ENSG00000188295	2.1	3.2	3.1
16174	ENSG00000188305	0.1	0.1	0.1
16175	ENSG00000188306	0	0	0
16176	ENSG00000188312	1.3	0.8	0.7
16177	ENSG00000188313	17.8	13.5	45.7
16178	ENSG00000188315	2.1	3.2	2.9
16179	ENSG00000188316	0.1	2.1	1
16180	ENSG00000188321	11.3	8.1	9.8
16181	ENSG00000188322	0.6	5.4	1
16182	ENSG00000188324	0	0	0
16183	ENSG00000188334	0	0	0
16184	ENSG00000188340	0	0	0
16185	ENSG00000188342	32.6	21.1	15
16186	ENSG00000188343	12.2	13	15.1
16187	ENSG00000188352	9	11.8	6.9
16188	ENSG00000188368	0.1	1	0.2
16189	ENSG00000188372	7.7	1.6	3.2
16190	ENSG00000188373	0	0.1	0.3
16191	ENSG00000188375	2.3	5	6.4
16192	ENSG00000188379	0	0	0
16193	ENSG00000188385	0.5	4	0.1
16194	ENSG00000188386	0	0	0
16195	ENSG00000188389	1.5	0.2	0.1
16196	ENSG00000188393	0	0	0
16197	ENSG00000188394	0.3	1.9	0.3
16198	ENSG00000188396	0.1	0.2	0.1
16199	ENSG00000188404	2.6	8.8	2.3
16200	ENSG00000188408	0	0	0
16201	ENSG00000188419	6.8	13.8	11.7
16202	ENSG00000188425	0	0	0
16203	ENSG00000188428	5.4	3.5	17.3
16204	ENSG00000188452	0.5	1.5	8.9
16205	ENSG00000188467	0.2	2.6	0.6
16206	ENSG00000188474	0.9	0.6	2.2
16207	ENSG00000188483	0.6	2	2.9
16208	ENSG00000188486	2	7.9	4.6
16209	ENSG00000188487	0.5	0.2	0.4
16210	ENSG00000188488	3.3	0.8	120.6
16211	ENSG00000188493	4.2	3.2	5.1
16212	ENSG00000188501	0.1	0.8	0.1
16213	ENSG00000188505	0.1	0	1.5
16214	ENSG00000188508	0	0	0
16215	ENSG00000188511	0.6	0.4	0.5
16216	ENSG00000188517	0.1	1.4	2.1
16217	ENSG00000188522	5.4	0.3	2.8
16218	ENSG00000188523	1.4	0.1	0.1
16219	ENSG00000188529	35.4	33.1	50.1
16220	ENSG00000188536	21.9	28.1	28
16221	ENSG00000188542	6.8	4.4	3.2
16222	ENSG00000188549	44.1	11.1	7.1
16223	ENSG00000188554	49	47.2	63.8
16224	ENSG00000188558	0	0	0.1
16225	ENSG00000188559	7.6	6.2	14.3
16226	ENSG00000188566	1.8	3.3	3.9
16227	ENSG00000188573	0.3	8.7	0.4
16228	ENSG00000188580	1.6	27.7	0.2
16229	ENSG00000188581	0	0	0
16230	ENSG00000188582	7.1	1.4	0
16231	ENSG00000188596	0.1	0.5	0.3
16232	ENSG00000188603	9.2	11.1	22.1
16233	ENSG00000188610	0.3	1.3	0.7
16234	ENSG00000188611	3.7	2.2	2.8
16235	ENSG00000188612	60.3	68.9	76.4
16236	ENSG00000188613	2.9	3.2	2.2
16237	ENSG00000188620	0	0	0.1
16238	ENSG00000188624	0	0	0
16239	ENSG00000188626	0.7	0.7	1.1
16240	ENSG00000188629	2.4	4.7	2.6
16241	ENSG00000188636	11.4	22.1	9.7
16242	ENSG00000188641	9	4.5	12.5
16243	ENSG00000188643	50	42.9	44.2
16244	ENSG00000188647	8.3	10.7	18.8
16245	ENSG00000188649	0.2	0.3	0.3
16246	ENSG00000188655	0	0	0
16247	ENSG00000188659	0.7	1.9	2.7
16248	ENSG00000188672	0.6	1	0.4
16249	ENSG00000188674	0	19.3	0.1
16250	ENSG00000188676	0	0	0.2
16251	ENSG00000188677	31.2	10.5	11.7
16252	ENSG00000188686	0.2	0.2	0.2
16253	ENSG00000188687	1	0.7	1
16254	ENSG00000188690	39.7	36	33.1
16255	ENSG00000188694	0	0	0
16256	ENSG00000188706	6.6	39.5	28.4
16257	ENSG00000188707	0.9	0.4	2.5
16258	ENSG00000188710	0.1	0.1	0.2
16259	ENSG00000188716	0.2	0	0
16260	ENSG00000188725	12.7	18.8	28.1
16261	ENSG00000188729	0.4	2.3	0.1
16262	ENSG00000188730	20.1	2.1	0.1
16263	ENSG00000188732	3.3	10.5	6
16264	ENSG00000188735	2.6	3.2	4.7
16265	ENSG00000188738	0.4	0.2	0.3
16266	ENSG00000188739	25.4	29.2	31.9
16267	ENSG00000188747	0.7	1.9	4
16268	ENSG00000188760	0.9	7.7	1.8
16269	ENSG00000188761	0.1	0.2	1.7
16270	ENSG00000188763	0	0.5	0.1
16271	ENSG00000188766	0.1	2.1	0.4
16272	ENSG00000188770	0	0	0
16273	ENSG00000188771	0	0	0
16274	ENSG00000188778	0	0.2	0
16275	ENSG00000188779	0.1	0.3	0.1
16276	ENSG00000188782	0	0	0
16277	ENSG00000188783	40.7	5	10.9
16278	ENSG00000188784	0	0	0
16279	ENSG00000188785	6.2	5.7	5.9
16280	ENSG00000188786	2.1	3.3	3.8
16281	ENSG00000188800	0.1	0	0
16282	ENSG00000188803	0.9	7.2	1.8
16283	ENSG00000188807	6.3	4.8	4.7
16284	ENSG00000188811	8.7	11.6	16.7
16285	ENSG00000188816	0	0	1.3
16286	ENSG00000188817	0	0	0
16287	ENSG00000188818	14.4	6.1	4.1
16288	ENSG00000188820	3.4	2.4	2.6
16289	ENSG00000188822	0	0	0
16290	ENSG00000188827	0.9	2.6	1.3
16291	ENSG00000188828	0	0.1	0
16292	ENSG00000188833	0.1	0	2.6
16293	ENSG00000188846	86.8	49.3	108.2
16294	ENSG00000188848	0	0.6	0
16295	ENSG00000188859	1.1	2.7	0.6
16296	ENSG00000188868	2	1.3	3.7
16297	ENSG00000188869	0	0.4	0.1
16298	ENSG00000188878	2.1	5.9	4.1
16299	ENSG00000188883	0	0	3.2
16300	ENSG00000188886	0	0.1	0
16301	ENSG00000188888	0	0.8	0
16302	ENSG00000188895	36	64.7	35.7
16303	ENSG00000188897	0.5	0.5	0.8
16304	ENSG00000188906	2.9	4.8	12.3
16305	ENSG00000188909	0	0	0
16306	ENSG00000188910	0	0.3	0.4
16307	ENSG00000188916	0.1	1.7	0.2
16308	ENSG00000188917	7.2	3.7	9
16309	ENSG00000188921	1.3	1.5	3.6
16310	ENSG00000188931	2.4	5.6	6.7
16311	ENSG00000188937	0	0	0.5
16312	ENSG00000188938	29	20.5	26.1
16313	ENSG00000188958	0.5	0.5	0.3
16314	ENSG00000188959	0	0	0.3
16315	ENSG00000188976	12.6	12.4	14.5
16316	ENSG00000188981	0	0.9	0.1
16317	ENSG00000188984	0	0	0
16318	ENSG00000188986	17	18.5	19.5
16319	ENSG00000188987	0	0	0.1
16320	ENSG00000188991	0	0.1	0
16321	ENSG00000188992	0	0	0
16322	ENSG00000188993	0.3	0.2	0.4
16323	ENSG00000188994	4.9	8.7	6.2
16324	ENSG00000188996	0	0	0.1
16325	ENSG00000188997	3.4	8.2	4.8
16326	ENSG00000189001	0.3	0	0
16327	ENSG00000189007	1.3	2.3	2.6
16328	ENSG00000189013	0.1	0	0.1
16329	ENSG00000189023	0	0	0
16330	ENSG00000189030	0	0	0
16331	ENSG00000189037	0	0	0
16332	ENSG00000189042	2.7	3.1	3.1
16333	ENSG00000189043	78.6	30.9	39.2
16334	ENSG00000189045	0.1	0.2	2.1
16335	ENSG00000189046	9.2	11.8	9.7
16336	ENSG00000189050	7.3	6.2	8.5
16337	ENSG00000189051	0	0	0
16338	ENSG00000189052	0	0	0
16339	ENSG00000189056	1.7	5.1	0.6
16340	ENSG00000189057	0.1	0.4	0.2
16341	ENSG00000189058	144.8	201.3	16.7
16342	ENSG00000189060	63	67	99.4
16343	ENSG00000189064	0	0	0
16344	ENSG00000189067	29.8	33.1	80.7
16345	ENSG00000189068	0	0.1	0.1
16346	ENSG00000189079	5.3	4.2	5.8
16347	ENSG00000189090	0.1	0	0
16348	ENSG00000189091	31	35	32.6
16349	ENSG00000189099	0	0.1	0
16350	ENSG00000189108	0.2	0.9	0.3
16351	ENSG00000189114	2.6	3.6	3.4
16352	ENSG00000189120	0.1	0.1	0.5
16353	ENSG00000189127	0	0.2	0.4
16354	ENSG00000189129	15.4	3.2	5.2
16355	ENSG00000189132	0	0	0
16356	ENSG00000189134	3.8	1.4	0.9
16357	ENSG00000189139	0	0	0
16358	ENSG00000189143	0	0.4	37.3
16359	ENSG00000189144	4.6	4.1	3.7
16360	ENSG00000189152	0.8	0.6	1.3
16361	ENSG00000189157	1.5	6.6	6.4
16362	ENSG00000189159	11	47.4	31.6
16363	ENSG00000189164	3	3.1	2.8
16364	ENSG00000189167	0	0	0
16365	ENSG00000189169	0	0	0
16366	ENSG00000189171	167.6	60	75.4
16367	ENSG00000189180	7.8	8.7	14.6
16368	ENSG00000189181	0	1.4	0.1
16369	ENSG00000189182	0	0	0
16370	ENSG00000189184	5.3	2.4	6.4
16371	ENSG00000189186	0	0.1	0
16372	ENSG00000189190	2.3	0.7	3.2
16373	ENSG00000189195	0.8	2.1	1.1
16374	ENSG00000189221	40.6	13.2	80.3
16375	ENSG00000189227	4.2	6.3	5.4
16376	ENSG00000189233	0.1	0	4.7
16377	ENSG00000189241	41.5	99.7	69.7
16378	ENSG00000189252	0	0	0
16379	ENSG00000189253	0	0	0
16380	ENSG00000189266	54.5	28.7	80.5
16381	ENSG00000189269	0	0	0.4
16382	ENSG00000189275	0	1.1	0
16383	ENSG00000189280	0.1	1.2	0.1
16384	ENSG00000189283	18.9	9.3	22.4
16385	ENSG00000189292	0.7	1.5	12.6
16386	ENSG00000189298	1.9	2.1	2.7
16387	ENSG00000189299	0	0	0
16388	ENSG00000189306	14.1	17.7	13.6
16389	ENSG00000189308	3.9	6.9	6.5
16390	ENSG00000189319	10.3	9.4	8.1
16391	ENSG00000189320	12.3	0.2	4
16392	ENSG00000189325	0	0	0
16393	ENSG00000189326	0	0	0
16394	ENSG00000189332	0	0	0
16395	ENSG00000189334	3.9	0.6	9.5
16396	ENSG00000189337	3.7	22.3	16.5
16397	ENSG00000189339	9.8	19.9	14.1
16398	ENSG00000189350	5.8	1.6	0.3
16399	ENSG00000189362	1.9	1.3	3.3
16400	ENSG00000189366	0.2	1.5	0.6
16401	ENSG00000189367	1.7	32.1	0.7
16402	ENSG00000189369	5.5	10.3	5.5
16403	ENSG00000189375	0	0.2	0
16404	ENSG00000189376	10.5	11.5	9.1
16405	ENSG00000189377	0.2	0	0.6
16406	ENSG00000189401	0	0	0
16407	ENSG00000189403	70.1	102.7	90.8
16408	ENSG00000189409	9.6	0.3	1.4
16409	ENSG00000189410	0	9.9	0.1
16410	ENSG00000189420	0.1	0.6	0.4
16411	ENSG00000189430	0.1	0.1	0.1
16412	ENSG00000189433	0	0	0.2
16413	ENSG00000196071	0	2.4	0
16414	ENSG00000196072	19.8	57.8	32.4
16415	ENSG00000196074	1.2	2.6	6.2
16416	ENSG00000196081	0.2	0.9	0.4
16417	ENSG00000196083	4.2	6.1	3.2
16418	ENSG00000196090	0.1	13.3	0
16419	ENSG00000196091	1.5	12.5	0.6
16420	ENSG00000196092	0.2	0.1	0
16421	ENSG00000196098	0	0	0
16422	ENSG00000196099	0	0	0
16423	ENSG00000196104	0.5	69.5	0.3
16424	ENSG00000196109	0.5	1.3	1.2
16425	ENSG00000196110	1.2	1.7	1.8
16426	ENSG00000196116	5.5	8.5	5.9
16427	ENSG00000196118	0.7	6	4.1
16428	ENSG00000196119	0	0	0
16429	ENSG00000196123	8.7	26.2	10.2
16430	ENSG00000196126	67.7	17	93
16431	ENSG00000196131	0	0.1	0
16432	ENSG00000196132	0.1	5.5	0.1
16433	ENSG00000196136	12.8	103.1	4.1
16434	ENSG00000196139	17.5	13.6	108.5
16435	ENSG00000196141	92.7	35.9	65.8
16436	ENSG00000196150	3.5	5	6.1
16437	ENSG00000196151	7.5	4.4	17.8
16438	ENSG00000196152	2.2	2.2	2.2
16439	ENSG00000196154	120.9	6.7	85.9
16440	ENSG00000196155	1.1	1.4	2.2
16441	ENSG00000196156	0	0	0
16442	ENSG00000196159	2.9	0.7	2.6
16443	ENSG00000196166	0	0.1	0
16444	ENSG00000196167	0.7	0.9	6.6
16445	ENSG00000196169	0.2	1.7	0.1
16446	ENSG00000196171	0	0	0
16447	ENSG00000196172	0.4	2.5	0.9
16448	ENSG00000196176	0.3	0.3	0.2
16449	ENSG00000196177	32.5	12.6	74.9
16450	ENSG00000196182	27.7	11.1	18.8
16451	ENSG00000196184	0	0	0
16452	ENSG00000196187	16.9	44.7	26.7
16453	ENSG00000196188	0.1	0.1	0.3
16454	ENSG00000196189	1.7	13.2	7.4
16455	ENSG00000196196	1.5	0.4	1.7
16456	ENSG00000196199	28.4	31.5	23.7
16457	ENSG00000196208	1.8	3.9	1.7
16458	ENSG00000196209	1	1.5	0.7
16459	ENSG00000196214	5.7	3.4	6.6
16460	ENSG00000196218	0.6	9.5	1.3
16461	ENSG00000196220	2.7	21	4.2
16462	ENSG00000196224	0	0	0.1
16463	ENSG00000196226	0	0	0
16464	ENSG00000196227	9.6	21.8	5.4
16465	ENSG00000196228	0	0	0
16466	ENSG00000196230	120.8	120.3	71.4
16467	ENSG00000196233	7.8	5.3	9.2
16468	ENSG00000196235	39.3	48	40.2
16469	ENSG00000196236	6.3	8.5	19.4
16470	ENSG00000196240	0	0	0
16471	ENSG00000196242	0	0	0
16472	ENSG00000196247	1.3	3.4	2.4
16473	ENSG00000196248	0	0	0
16474	ENSG00000196260	0	0	2.8
16475	ENSG00000196262	118.4	190.3	220.3
16476	ENSG00000196263	2.7	7.1	4.2
16477	ENSG00000196266	0	0	0
16478	ENSG00000196267	2.6	3.5	4.4
16479	ENSG00000196268	3.8	7.9	7.2
16480	ENSG00000196275	10.8	7.8	12.4
16481	ENSG00000196277	0.1	6.8	0
16482	ENSG00000196284	4.8	7.6	7.3
16483	ENSG00000196290	16.4	16.5	17.8
16484	ENSG00000196296	0.2	0.4	1
16485	ENSG00000196305	29.3	33.7	27.4
16486	ENSG00000196312	4.6	8.1	7.3
16487	ENSG00000196313	9.3	15.1	12
16488	ENSG00000196323	11	14.1	27.6
16489	ENSG00000196326	0	0	0.3
16490	ENSG00000196329	23.3	5.9	18.9
16491	ENSG00000196331	0	0.1	0.2
16492	ENSG00000196335	0.1	0.5	0.1
16493	ENSG00000196337	0	0	0.1
16494	ENSG00000196338	0.9	39.6	0.7
16495	ENSG00000196341	0	0	0
16496	ENSG00000196344	0	0	0
16497	ENSG00000196345	1.8	1.6	2.1
16498	ENSG00000196350	0	0.1	0.1
16499	ENSG00000196352	36.1	10.8	18.1
16500	ENSG00000196353	7	15.5	2.3
16501	ENSG00000196355	0.2	0.5	0.5
16502	ENSG00000196357	2	3.2	2.1
16503	ENSG00000196358	2.6	12	0.3
16504	ENSG00000196361	0.1	33.5	0.1
16505	ENSG00000196363	9.2	10.1	10.1
16506	ENSG00000196365	34.8	23.5	36.1
16507	ENSG00000196366	0.1	0.1	0.3
16508	ENSG00000196367	4.6	5.2	6.1
16509	ENSG00000196368	0.2	23.2	0.5
16510	ENSG00000196371	1	0.8	1.7
16511	ENSG00000196372	8	10.8	35.1
16512	ENSG00000196374	0	0	0
16513	ENSG00000196376	2.5	26.2	0.5
16514	ENSG00000196378	3.8	4.7	3.7
16515	ENSG00000196381	1.9	2	1.1
16516	ENSG00000196387	6.8	7.9	11
16517	ENSG00000196388	2.6	2.3	1.8
16518	ENSG00000196391	1.9	3.5	1.8
16519	ENSG00000196396	18.9	11.9	17.6
16520	ENSG00000196400	0	0	0
16521	ENSG00000196405	44.4	118.8	22.4
16522	ENSG00000196406	0	0	0
16523	ENSG00000196407	0.3	1	0.4
16524	ENSG00000196408	0.1	0.3	0.4
16525	ENSG00000196409	3	2.3	2.8
16526	ENSG00000196411	17.2	2.7	24.5
16527	ENSG00000196415	0	0.1	0
16528	ENSG00000196417	2	1.9	3.5
16529	ENSG00000196418	1.4	2.1	4.1
16530	ENSG00000196419	78	66	84.7
16531	ENSG00000196420	0.1	0.1	0.6
16532	ENSG00000196422	6.7	8.4	8.3
16533	ENSG00000196427	0	0	0
16534	ENSG00000196428	14.4	12.5	13.8
16535	ENSG00000196431	0	0.1	0
16536	ENSG00000196433	0	0.1	0
16537	ENSG00000196436	1.2	1.7	2.3
16538	ENSG00000196437	3.4	4.8	3.3
16539	ENSG00000196440	6	11.7	7
16540	ENSG00000196449	4.5	6.7	8.6
16541	ENSG00000196453	2.8	5.1	4.2
16542	ENSG00000196455	8	11	11.2
16543	ENSG00000196456	4.5	9.1	7.2
16544	ENSG00000196458	4.7	5	4.5
16545	ENSG00000196459	3.4	7.6	6.2
16546	ENSG00000196460	0.4	0.4	0.1
16547	ENSG00000196465	39.8	74	47.4
16548	ENSG00000196466	1.3	1.2	2.4
16549	ENSG00000196468	0.2	0	0
16550	ENSG00000196470	11.8	15.6	14
16551	ENSG00000196475	0	0	0
16552	ENSG00000196476	4.7	7.7	8.8
16553	ENSG00000196482	14.1	4.4	25.7
16554	ENSG00000196497	5	4.3	12.3
16555	ENSG00000196498	16.7	32.4	21.9
16556	ENSG00000196502	19.1	10.7	27.3
16557	ENSG00000196503	0.1	0.4	0.1
16558	ENSG00000196504	14.3	18.8	23.5
16559	ENSG00000196505	3	2.7	6
16560	ENSG00000196507	20	47	24
16561	ENSG00000196510	17.5	27	20.5
16562	ENSG00000196511	6.3	3.2	4.4
16563	ENSG00000196517	0.9	12.5	2.8
16564	ENSG00000196526	6.3	9.2	4
16565	ENSG00000196531	472.7	310.1	513
16566	ENSG00000196532	0	0	0
16567	ENSG00000196533	0.3	0	9.7
16568	ENSG00000196535	128.9	27.1	15.5
16569	ENSG00000196539	0	0	0
16570	ENSG00000196542	0.2	2.6	0.4
16571	ENSG00000196544	3.8	3.6	5.4
16572	ENSG00000196547	35.2	55.6	19.7
16573	ENSG00000196549	4.9	0.8	280.4
16574	ENSG00000196550	0.5	1.6	0.7
16575	ENSG00000196557	2.3	2.6	8.5
16576	ENSG00000196562	17.5	47.2	29.7
16577	ENSG00000196565	0.7	0.4	0.4
16578	ENSG00000196569	35.3	2	2.8
16579	ENSG00000196570	0	0	1.5
16580	ENSG00000196576	19.5	15.1	77.8
16581	ENSG00000196578	0	0	0
16582	ENSG00000196581	0.1	6.4	4
16583	ENSG00000196584	0.2	0.5	0.3
16584	ENSG00000196586	3	18.3	55.9
16585	ENSG00000196588	11.1	14.9	7.2
16586	ENSG00000196591	30.7	34	38.9
16587	ENSG00000196597	1	2.2	2.2
16588	ENSG00000196600	0	0.1	0
16589	ENSG00000196604	0.1	0	0
16590	ENSG00000196605	5.8	6.3	5.8
16591	ENSG00000196611	0.2	0.3	0.6
16592	ENSG00000196616	110.5	0.6	72.4
16593	ENSG00000196620	0	0	0.1
16594	ENSG00000196622	0	0.2	0
16595	ENSG00000196628	42.4	53.1	10.3
16596	ENSG00000196632	0.1	1.5	0.8
16597	ENSG00000196636	47.4	12.6	39.7
16598	ENSG00000196639	1.3	7.5	1.3
16599	ENSG00000196642	32.9	31.8	31.9
16600	ENSG00000196644	4.3	6	18.2
16601	ENSG00000196646	2.9	5.1	5.8
16602	ENSG00000196648	1.3	1.5	1.5
16603	ENSG00000196652	3.2	5.4	3.9
16604	ENSG00000196653	2.7	3.1	2.4
16605	ENSG00000196655	35.7	37.9	61.8
16606	ENSG00000196659	1.7	2.3	4.5
16607	ENSG00000196660	0.1	4.1	0.1
16608	ENSG00000196661	0	0	0
16609	ENSG00000196663	6	14.8	5.8
16610	ENSG00000196664	0.6	2.5	0.7
16611	ENSG00000196666	0.3	0.7	0
16612	ENSG00000196670	7.9	11.7	10.5
16613	ENSG00000196678	7.2	12.3	9.8
16614	ENSG00000196683	135.2	97	130
16615	ENSG00000196684	0.9	0.3	0.7
16616	ENSG00000196689	0.4	0.5	0.7
16617	ENSG00000196693	3.5	5.7	13.2
16618	ENSG00000196700	5	8.3	7.4
16619	ENSG00000196704	68.1	61.6	50.3
16620	ENSG00000196705	10.7	5.2	5.5
16621	ENSG00000196711	0	0	0
16622	ENSG00000196712	9.6	19.7	12.8
16623	ENSG00000196715	10.6	16	10.2
16624	ENSG00000196724	9.2	5.6	3.2
16625	ENSG00000196730	3.7	18.1	18.4
16626	ENSG00000196734	0	0	0
16627	ENSG00000196735	27.3	2.8	40.1
16628	ENSG00000196739	4.7	1.4	15
16629	ENSG00000196741	2.5	2.1	2.6
16630	ENSG00000196743	19.8	22.7	9.9
16631	ENSG00000196747	0	0	0
16632	ENSG00000196748	0	0.2	0
16633	ENSG00000196754	3.4	1.5	64.8
16634	ENSG00000196757	2.6	2.7	5.9
16635	ENSG00000196758	0	0	0
16636	ENSG00000196767	0	4	0.9
16637	ENSG00000196772	0	0	0
16638	ENSG00000196774	0.2	0.5	0.3
16639	ENSG00000196776	34.6	75.2	28.7
16640	ENSG00000196778	0	0	0
16641	ENSG00000196781	6.7	14.4	9.1
16642	ENSG00000196782	1.9	1.7	2.5
16643	ENSG00000196787	0.1	0.2	0.1
16644	ENSG00000196792	16.4	12.1	14.5
16645	ENSG00000196793	1.3	3.6	2.1
16646	ENSG00000196796	0.5	0.5	0.7
16647	ENSG00000196800	0	0	0
16648	ENSG00000196805	0	0	0.1
16649	ENSG00000196811	0	0	0
16650	ENSG00000196812	2	2.5	4.5
16651	ENSG00000196814	5.5	27	3.5
16652	ENSG00000196821	45.3	31.5	37.1
16653	ENSG00000196826	0	0.2	0.2
16654	ENSG00000196832	0	0	0
16655	ENSG00000196834	0.2	0	0
16656	ENSG00000196839	6.3	3.7	1.5
16657	ENSG00000196843	15.7	9.1	4.2
16658	ENSG00000196844	0.1	0.2	0
16659	ENSG00000196850	21	7.4	12.7
16660	ENSG00000196859	0	0	0
16661	ENSG00000196860	0	0.1	0.7
16662	ENSG00000196862	0.8	1.3	1.2
16663	ENSG00000196865	12.9	3.2	5.3
16664	ENSG00000196866	0	0.1	0.1
16665	ENSG00000196867	3.9	8.1	3.6
16666	ENSG00000196872	1	19.7	2.7
16667	ENSG00000196873	9.9	10.6	22.4
16668	ENSG00000196876	0.1	13.5	0.6
16669	ENSG00000196878	4.3	6.2	4.6
16670	ENSG00000196890	0.2	0.4	0.1
16671	ENSG00000196900	0	0	0
16672	ENSG00000196911	3.6	10.3	5.2
16673	ENSG00000196914	31.9	33.6	56.8
16674	ENSG00000196917	0.1	0.1	1.3
16675	ENSG00000196923	27.7	8.5	14.9
16676	ENSG00000196924	97.7	30.5	68.2
16677	ENSG00000196932	0.1	0.7	2.3
16678	ENSG00000196934	0	0.1	0
16679	ENSG00000196935	1.3	3.3	2.6
16680	ENSG00000196936	0	0	0
16681	ENSG00000196937	32.1	47.9	36.9
16682	ENSG00000196943	9.2	10.1	8.5
16683	ENSG00000196944	0	0	0
16684	ENSG00000196946	0	0	0
16685	ENSG00000196950	5.5	51.6	9.8
16686	ENSG00000196954	16	4.2	20.3
16687	ENSG00000196961	20.4	46.2	25.9
16688	ENSG00000196963	1.5	1.1	1.1
16689	ENSG00000196966	1.8	0.4	0.5
16690	ENSG00000196967	7.9	4.9	8.5
16691	ENSG00000196968	9.1	8	7.4
16692	ENSG00000196975	30.4	17.8	106.1
16693	ENSG00000196976	6.9	12.5	6.3
16694	ENSG00000196979	0	0	0
16695	ENSG00000196981	2.4	2.6	3.2
16696	ENSG00000196987	0	0	0
16697	ENSG00000196990	0.4	33.2	0.1
16698	ENSG00000196993	0.2	0.5	0.3
16699	ENSG00000196998	38	21.7	30.8
16700	ENSG00000197006	36.8	55	121.6
16701	ENSG00000197008	2.2	9.9	5.9
16702	ENSG00000197013	8.9	12.7	13
16703	ENSG00000197016	1.6	3.7	2.2
16704	ENSG00000197019	3.9	3.9	6.9
16705	ENSG00000197020	1.8	3.3	2.7
16706	ENSG00000197021	23	20.8	21
16707	ENSG00000197024	2.8	4.8	3.6
16708	ENSG00000197037	3	4.3	4.8
16709	ENSG00000197043	134.5	98.6	56.4
16710	ENSG00000197044	4.4	6.5	7.4
16711	ENSG00000197045	13.3	63	26.8
16712	ENSG00000197046	0.1	0.1	0.2
16713	ENSG00000197050	5.1	6.5	5.4
16714	ENSG00000197054	3.9	2	4.1
16715	ENSG00000197056	2.3	2	3.9
16716	ENSG00000197057	0.2	0.1	0.2
16717	ENSG00000197061	0.1	0.2	0.4
16718	ENSG00000197063	7.8	14.6	7.9
16719	ENSG00000197070	13.6	10.8	21
16720	ENSG00000197077	8.8	8.9	11.2
16721	ENSG00000197079	0	0	0
16722	ENSG00000197081	15	7.3	24.9
16723	ENSG00000197084	0	0.2	0.2
16724	ENSG00000197093	2.4	7.9	0.9
16725	ENSG00000197102	50	80.5	33.1
16726	ENSG00000197106	0	39.1	1.3
16727	ENSG00000197110	0	0	0
16728	ENSG00000197111	192.5	146.5	287.9
16729	ENSG00000197114	8.3	9.3	31
16730	ENSG00000197119	11.5	20	25.1
16731	ENSG00000197121	2.4	11.8	3.1
16732	ENSG00000197122	4.9	11.7	20.2
16733	ENSG00000197123	0	0	0
16734	ENSG00000197124	3.6	4	2.4
16735	ENSG00000197125	0	0	0
16736	ENSG00000197128	5.8	4.1	3.8
16737	ENSG00000197134	0.6	1	0.9
16738	ENSG00000197136	4.9	8.7	8.5
16739	ENSG00000197140	1	0.7	0.2
16740	ENSG00000197142	6.1	3.6	6.1
16741	ENSG00000197147	1.6	22.9	3.5
16742	ENSG00000197150	10.4	14	14.7
16743	ENSG00000197153	0	0	0
16744	ENSG00000197157	57.8	34.9	35.6
16745	ENSG00000197162	2.5	5	4.6
16746	ENSG00000197165	1.4	0.7	3.8
16747	ENSG00000197168	0.5	0.5	0.9
16748	ENSG00000197170	22.5	17.7	20.5
16749	ENSG00000197172	0	0	0
16750	ENSG00000197177	0	11.1	0.2
16751	ENSG00000197181	0.3	0.4	0.3
16752	ENSG00000197182	0.8	1.1	0.9
16753	ENSG00000197183	3.1	12.8	8.2
16754	ENSG00000197191	0.3	0.7	1.6
16755	ENSG00000197208	0.7	1.5	6.7
16756	ENSG00000197213	0	0	0.1
16757	ENSG00000197217	21.5	22.5	12.9
16758	ENSG00000197223	8.8	10	16.3
16759	ENSG00000197226	21.4	40.3	35.1
16760	ENSG00000197233	0	0	0
16761	ENSG00000197238	0.1	0.8	1.4
16762	ENSG00000197241	0	0	0
16763	ENSG00000197245	1.4	0.9	1.6
16764	ENSG00000197249	3.3	5.3	183.1
16765	ENSG00000197256	176.1	11.2	43.7
16766	ENSG00000197261	0.8	3.9	0.2
16767	ENSG00000197262	1.1	14.3	3.8
16768	ENSG00000197263	0	0	0
16769	ENSG00000197265	7.9	8	12.5
16770	ENSG00000197272	0.1	0.1	0.1
16771	ENSG00000197273	0.1	0.1	0.5
16772	ENSG00000197275	1.4	1.7	1.4
16773	ENSG00000197279	0.5	0.5	1.6
16774	ENSG00000197283	6.6	28.7	6.3
16775	ENSG00000197296	47.1	6.7	7.2
16776	ENSG00000197299	4.6	4.8	0.4
16777	ENSG00000197301	0.1	0	1.3
16778	ENSG00000197302	5.8	9	10
16779	ENSG00000197309	0	0	0
16780	ENSG00000197312	5.7	5.2	8.8
16781	ENSG00000197321	251.4	2.4	23.6
16782	ENSG00000197322	0	0.7	0.1
